"id","name","city","state_province_region","country"
"1913","Paul Sabatier University","Toulouse","","2"
"1914","Instytut Informacji Naukowej, Technicznej i Ekonomicznej (Institute for Information)","Warsaw","","12"
"1915","Mathematisch Centrum","Amsterdam","","1"
"1916","Bryn Mawr College","Bryn Mawr","","64"
"1917","University of Albany","Albany","","64"
"1918","Centre Informatique et Bible","Maredsous","","28"
"1919","Fraunhofer-Institut","Stuttgart","","4"
"1920","Deutsche Staatsbibliothek","Berlin","","4"
"1921","Saint John's University","Collegeville","","64"
"1922","University of Winnipeg","Winnipeg","","13"
"1923","Deutsches Museum","Munich","","4"
"1925","Toronto Historical Board","Toronto","","13"
"1926","Museum Research Associates","Hallowell","","64"
"1927","University of Bristol","Bristol","","65"
"1928","Research Center for Domestic Languages","Helsinki","","8"
"1929","Universitaet Duesseldorf","Duesseldorf","","4"
"1930","Institute Kern","Leiden","","1"
"1931","Nassau Community College","Garden City","New York","64"
"1932","Atlas Computer Laboratory","Chilton","England","65"
"1933","Edinburgh Regional Computing Centre","Edinburgh","Scotland","65"
"1934","ARD Design","Vevey","","9"
"1935","WDR Koeln","Cologne","","4"
"1936","Hochschule fuer Kunst und Medien","Koeln","","4"
"1937","Museum of the Moving Image","New York","","64"
"1938","Canadian Museum of Civilization","Gatineau","","13"
"1939","Imperial College, London","London","England","65"
"1940","Hofstra University","Hempstead","NY","64"
"1941","Church of the Epiphany","Winchester","Massachusetts","64"
"1943","IBM Scientific Center","Rome","","26"
"1944","Universite Lumiere","Lyon","","2"
"1945","Institut for Knowledge Based Systems","Heidelberg","","4"
"1946","Lexpertise Linguistic Software","","","2"
"1947","Strasbourg University","Strasbourg","","2"
"1949","National Library of Israel","Jerusalem","","20"
"1950","José Vasconcelos Library","Mexico City","","38"
"1951","University of Tasmania","Hobart","","6"
"1952","University of South Australia","Adelaide","","6"
"1953","University of Tsukuba","Tsukuba","","17"
"1956","Kval Institute for Information Science","Stockholm","","34"
"1957","Home Office Forensic Science Laboratory","Birmingham","","64"
"1958","Laboratory for Language and Speech Technologies","Ljuljana","","40"
"1959","Manukau Institute of Technology","Auckland","","46"
"1960","Det Danske Sprog- og Litteraturselskab (Society for Danish Language and Literature)","Copenhagen","","10"
"1961","Middle East Technical University","Ankara","","24"
"1962","IEI - CNR","Pisa","","26"
"1963","Kiev State Linguistic University","Kiev","","47"
"1964","Université de Lyon III","Lyon","","2"
"1965","King's University College","Edmonton","Alberta","13"
"1966","Bell Northern Research","Ottawa","","13"
"1967","Mahidol University Computing Center","","","49"
"1968","Good Language Software","","","9"
"1970","Yeshiva University","New York City","New York","64"
"1971","Chinese University of Hong Kong","","","22"
"1972","Sarasota County Government","Sarasota","Florida","64"
"1973","TAKEVI","Sofia","","25"
"1974","Independent Artist","","",""
"1975","Indian Institute of Technology, Ropar (ITT-RPR)","Ropar","","14"
"1976","Universiteit Gent","Gent","","28"
"1977","California State University, Northridge","Northridge","California","64"
"1978","University of New Hampshire","","New Hampshire","64"
"1979","DARIAH","","",""
"1980","Texas Woman's University","","Texas","64"
"1981","Technische Universität Dresden (TU Dresden)","Dresden","","4"
"1982","Anglia Ruskin University","Cambridge","England","65"
"1983","Srishti School of Art, Design and Technology","Bangalore","","14"
"1984","Fondation Maison des Sciences de l'Homme","","","2"
"1985","Accelerator Data & Business Intelligence, France","","","2"
"1986","University of Massachusetts (UMass) at Amherst","Amherst","Massachusetts","64"
"1987","Instituto Politécnico do Porto","Porto","","55"
"1988","HEC Montréal","Montréal","","13"
"1989","Institut d’Histoire des Représentations et des Idées dans les Modernités (IRHIM)","","","2"
"1990","Novosibirsk State University","Novosibirsk","","51"
"1991","Siberian Division of the Russian Academy of Sciences","","","51"
"1992","University of Mary Washington","Fredericksburg","Virginia","64"
"1993","Washington & Lee University","Lexington","Virginia","64"
"1994","Meiji University","Tokyo","","17"
"1995","The National Archives","","","65"
"1996","Universite de La Rochelle","La Rochelle","","2"
"1997","Tokyo Research Institute for Cultural Properties","Tokyo","","17"
"1998","Université de Paris 10","Paris","","64"
"1999","Max Planck Institute for Informatics","","","4"
"2000","Institut national d'histoire de l'art","","","2"
"2001","World Heritage Web","","","64"
"2002","Wilbur Wright College","Chicago","Illinois","64"
"2003","IIIF Consortium","","",""
"2004","Georg Eckert Institut for International Textbook Research (GEI)","Braunschweig","","4"
"2005","Universitat Autònoma de Barcelona - UAB Barcelona","Barcelona","","21"
"2006","The Amistad Research Center","New Orleans","Louisiana","64"
"2007","Oregon State University","Corvallis","Oregon","64"
"2008","Kentucky Historical Society","Frankfort","Kentucky","64"
"2009","Brumfield Labs","Austin","Texas","64"
"2010","Coalition for Networked Information (CNI)","","","64"
"2011","Universidad Veracruzana","Xalapa","","38"
"2012","University of Calcutta","","","14"
"2013","Glasgow School of Art","Glasgow","Scotland","65"
"2014","Vose Seminary","Bentley","","6"
"2016","Ecdosis","","","6"
"2017","Australian Catholic University","Sydney","","6"
"2018","University of Durham","Durham","England","65"
"2019","University of Nebraska - Omaha","Omaha","Nebraska","64"
"2020","University of Cincinnati","Cincinnati","Ohio","64"
"2021","DePaul University","Chicago","Illinois","64"
"2022","University of Delaware","Newark","Delaware","64"
"2023","Johns Hopkins University","Baltimore","Maryland","64"
"2024","National Central University","Taoyuan City","","68"
"2025","Chunghwa Telecom","","",""
"2027","Università degli Studi di Sassari","Sassari","","26"
"2028","Technische Universität Berlin (TU Berlin)","Berlin","","4"
"2029","Die Johannes Gutenberg-Universität Mainz (Johannes Gutenberg University of Mainz)","Mainz","","4"
"2030","RIKEN Brain Science Institute","Wakō","","17"
"2032","Université Paris-Ouest Nanterre (Paris Nanterre University)","Nanterre","","2"
"2033","Archives Nationales (French National Archives)","","","2"
"2034","National Research Tomsk State University","Tomsk","","51"
"2035","American Antiquarian Society","Worcester","Massachusetts","64"
"2036","Maison Européenne des Sciences de l'Homme et de la Société (Meshs)","Lille","","2"
"2037","North-West University","","","57"
"2038","University of Massachusetts - Lowell","Lowell","Massachusetts","64"
"2039","Nanjing University of Information Science & Technology","Nanjing","","22"
"2040","Istanbul Sehir University","Istanbul","","24"
"2041","Hankuk University of Foreign Studies","","","41"
"2042","FernUniversität in Hagen (University of Hagen)","Hagen","","4"
"2043","Universidad de Buenos Aires","Buenos Aires","","50"
"2044","Carl von Ossietzky Universität Oldenburg (University of Oldenburg)","Oldenburg","","4"
"2045","Natural History Museum Vienna","Vienna","","5"
"2046","HathiTrust","","","64"
"2047","Wellcome Trust","London","","65"
"2048","Czech Academy of Sciences","","","29"
"2049","Instituto de Matemática Pura e Aplicada","Rio de Janeiro","","33"
"2050","University of Lagos","Lagos","","75"
"2051","Universidade Federal de Uberlândia (Federal University of Uberlandia)","Uberlândia","","33"
"2052","Tarrant County College","Forth Worth","Texas","64"
"2053","Carleton College","Northfield","Minnesota","64"
"2054","Leo Tolstoy State Museum","","","51"
"2055","National Archives of Finland","Helsinki","","8"
"2056","University of Ljubljana","Ljubljana","","40"
"2057","U.S. Department of State","Washington, D.C.","","64"
"2058","Charles Sturt University","Bathurst","","6"
"2059","St. Louis University","St. Louis","Missouri","64"
"2060","Royal Roads University","Victoria","British Columbia","13"
"2061","Digital Scholarly Initiatives Training (DiXiT) Network","","",""
"2062","Fondazione Centro di Documentazione Ebraica Contemporanea (CDEC)","Milan","","26"
"2063","Global Outlook::Digital Humanities (GO::DH)","","",""
"2064","Université Stendhal Grenoble III (Stendhal University)","Saint-Martin-d'Hères","","2"
"2065","Zooniverse","","",""
"2066","INSA","Lyon","","2"
"2067","Interactive Mechanics","","","64"
"2068","Kansai University","Suita","","17"
"2069","Crackerjack Education","","","6"
"2070","Universidade Federal do Rio de Janeiro (Federal University of the State of Rio de Janeiro) (UNIRIO)","Rio de Janeiro","","33"
"2072","Internet Archive","San Francisco","California","64"
"2073","Université de Rennes 2","Rennes","","2"
"2074","Virginia Foundation for the Humanities","Charlottesville","Virginia","64"
"2075","Zentrabibliothek Zurich","Zurich","","9"
"2077","Royal Academy of Fine Arts Antwerp","Antwerp","","28"
"2078","Roskilde University","Roskilde","","10"
"2079","Institute for Catalan Studies (Institut d'Estudis Catalans)","Barcelona","","21"
"2080","Modern Language Association of America","","","64"
"2081","Open University of Israel","","","20"
"2082","Literary Scholar & Software Developer","","",""
"2084","Museum Boerhaave","Leiden","","1"
"2085","Wild Card","The Hague","","1"
"2086","Wilfrid Laurier University","Waterloo","Ontario","64"
"2087","University of Witwatersrand","","","57"
"2090","Janus Pannonius University of Pécs","Pécs","","31"
"2091","Royal Anthropological Institute","London","","65"
"2092","Project Manager of the TXM Platform Development","","",""
"2095","Equipe de Recherche en Ingenierie des Connaissances","","",""
"2098","Textuality","","",""
"2099","Institut canadien du service extérieur","","",""
"2100","Flanders Research Foundation","Brussels","","28"
"2101","Kingston Learning Systems","","","13"
"2102","Southwest Texas State University","San Marcos","Texas","64"
"2103","National Humanities Center","","",""
"2104","Addison Wesley Longman","","",""
"2106","CRIN-CNRS&INRIA Lorraine","","",""
"2107","Systems Engineering Research Institute","","","64"
"2108","Jissen Women’s Junior College","Hino","","17"
"2109","Asia Air Survey Co., Ltd.","","",""
"2110","Zenrin DataCom Co., Ltd.","","",""
"2111","École Française d'Extême-Orient, Centre de Tokyo","","",""
"2112","Kochi University","","","17"
"2114","Kyoto Sangyo University","Kyoto","","17"
"2115","Estonian Art Academy","Tallinn","","32"
"2116","University of Linz for Art and Design","Linz","","5"
"2117","University of Nantes","Nantes","","2"
"2118","Sterling College","Sterling","Kansas","64"
"2119","Panteion University","Athens","","18"
"2120","Ardahan University","Ardahan","","24"
"2121","Further Arts","","","144"
"2122","Fondazione Rinascimento Digitale","","","26"
"2123","MWW Research Association","","","4"
"2124","Universita deli Studi di Milano","","","26"
"2126","Ordnance Survey Ireland","","","16"
"2127","Hessisches Landesamt für geschichtliche Landeskunde","","","4"
"2128","Hessisches Landesarchiv","","","4"
"2129","The Mesrop Mashtots Institute of Ancient Manuscripts","Yerevan","","183"
"2131","Center for Anthropology of the Ancient World","","","65"
"2133","Technische Universität Hamburg","Hamburg","","4"
"2134","Ecole normale supérieure Paris","Paris","","2"
"2135","Topothek (AT) ICARus - International Centre for Archival Research","","","4"
"2136","Ecole pratique des hautes études","","","2"
"2138","Sun Yat-Set University","","","22"
"2140","Orient et Méditerranée UMR","","","2"
"2141","Dicta","","","20"
"2142","Max-Planck-Institute for European Legal History","","","4"
"2143","University of Aizu","Aizuwakamatsu","","17"
"2144","California State University, Stanislaus","Turlock","California","64"
"2145","Aston University","Birmingham","England","65"
"2146","Maison des Sciences de l'Homme LSE","","","2"
"2147","Université de Marseille","","","2"
"2148","Central European University","Vienna","","5"
"2149","German National Research Centre for Information Technology","","","4"
"2150","Bowdoin College","Brunswick","Maine","64"
"2151","Eastern Washington University","Cheney","Washington","64"
"2152","United States Department of Defense","Washington, D.C.","","64"
"2154","Diocesi di Fossano","","","26"
"2155","Diocesi di Alba","","","26"
"2156","University of Central Arkansas","Conway","Arkansas","64"
"2157","Unisys Corp.","Paoli","Pennsylvania","64"
"2158","École nationale supérieure des télécommunications de Bretagne","Brest","","2"
"2159","Pontifical Catholic University of São Paulo","São Paulo","","33"
"2160","Association for Literary and Linguistic Computing","","",""
"2161","SAMT Center for Research and Development in Humanities","","","60"
"2162","W3C Open Annotation Community Group","","",""
"2163","Clemsom CyberInstitute","","",""
"2164","Massey University","Palmerston North","","46"
"2165","University of Trondheim","Trondheim","","35"
"2166","Bite Dance","San Diego","California","64"
"2167","Université Paris-Est Créteil","Paris","","2"
"2168","Universidad Pontificia de Salamanca","Madrid","","21"
"2169","Nara University","Nara","","17"
"2170","Open Universiteit Nederland","","","1"
"2171","Hanazono University","Kyoto","","17"
"2172","Maastricht University","Maastricht","","1"
"2174","Santa Fe Institute","Santa Fe","New Mexico","64"
"2175","Konrad Lorenz Institute for Evolution and Cognition Research (Konrad-Lorenz-Institut für Evolutions- und Kognitionsforschung)","Klosterneuburg","","5"
"2176","Onomichi City University","","","17"
"2177","Murdoch University","Murdoch","","6"
"2178","Electronic Book Technologies","","","64"
"2179","Université de Bretagne Occidentale","Brest","","2"
"2180","Centre Européen de Réalité Virtuelle","","","2"
"2181","Leipzig University of Applied Sciences","Leipzig","","4"
"2182","CoverWallet","New York","","64"
"2184","Vasyl' Stus Donetsk National University","","","47"
"2185","PhillyDH","Philadelphia","Pennsylvania","64"
"2186","Meiji-Gakuin University","Tokyo","Japan","64"
"2188","Universität Hildesheim","","","4"
"2189","Royal Institute of Technology, Stockholm","Stockholm","","34"
"2190","Royal Library, Stockholm","Stockholm","","34"
"2191","Dorset County Museum","","England","65"
"2192","Hebrew Union College","Los Angeles","California","64"
"2194","The Robert Gordon University","Aberdeen","Scotland","65"
"2195","St. Paul's High School","Winnipeg","Manitoba","13"
"2196","University of Lorraine","Metz","","2"
"2197","University of Cumbria","","","65"
"2198","British Academy","","England","65"
"2199","HistoGlobe","","","4"
"2200","Juola & Associates","Pittsrbugh","Pennsylvania","64"
"2201","National University of Kaohsiung","","","68"
"2202","RWTCH Aachen","Aachen","","4"
"2203","International Technical Services","","",""
"2204","University of Turin","Turin","","26"
"2205","University of Pavia","Pavia","","26"
"2206","Vrije Universiteit Brussels (Free University)","Brussels","","28"
"2207","Calma Company","Sunnyvale","California","64"
"2208","Ball State University","Muncie","Indiana","64"
"2209","Jadavpur University","Kolkata","","14"
"2210","Saint Joseph's College","Philadelphia","Pennsylvania","64"
"2211","Centro Automazione Analisi Linguistica","Gallarate","","26"
"2212","Mohammadia School of Engineering","Rabat","","126"
"2213","Mohammed V University","Rabat","","126"
"2214","The RAND Corporation","","","64"
"2215","Grinnell College","Grinnell","Iowa","64"
"2216","Creighton University","Omaha","Nebraska","64"
"2217","SUNY Cortland","Cortland","New York","64"
"2218","Centro Internacional de Estudios Superiores de Comunicación para América Latina (CIESPAL)","Quito","","145"
"2219","Pace University","New York City","New York","64"
"2220","University of North Carolina, Pembroke","Pembroke","North Carolina","64"
"2221","Cybernetics Library","","","64"
"2222","Avant.org","","","64"
"2223","School for Poetic Computation","New York","New York","64"
"2224","Prime Produce Apprenticeship Cooperative","New York City","New York","64"
"2225","JPMorgan Chase & Co.","","","64"
"2226","SUNY Geneseo","Geneseo","New York","64"
"2227","Youngstown State University","Youngstown","Ohio","64"
"2228","University of the Bahamas","Nassau","","123"
"2229","Huston Tillotson University","Austin","Texas","64"
"2230","University of Louisiana at Monroe","Monroe","Louisiana","64"
"2231","Banco de la República","Bogotá","","66"
"2232","Clark Atlanta University","Atlanta","Georgia","64"
"2233","Arkansas State University","Jonesboro","Arkansas","64"
"2234","York County Community College","Wells","Maine","64"
"2235","Southern Methodist University","Dallas","Texas","64"
"2236","St. Mary's College","Notre Dame","Indiana","64"
"2237","Evangelical Seminary of Puerto Rico","San Juan","Puerto Rico","64"
"2238","Amherst College","Amherst","Massachusetts","64"
"2239","Victoria and Albert Museum","London","England","65"
"2240","WGBH Media Library and Archives","Boston","Massachusetts","64"
"2241","Simmons University","Boston","Massachusetts","64"
"2242","Lorain County Community College","Elyria","Ohio","64"
"2243","Adelphi University","Garden City","New York","64"
"2244","Long Island University Brooklyn","New York","New York","64"
"2245","Metropolitan New York Library Council (METRO)","New York","New York","64"
"2246","Montana State University","Bozeman","Montana","64"
"2247","Occidental College","Los Angeles","California","64"
"2248","University of Applied Arts","Vienna","","5"
"2249","American Historical Association","","","64"
"2250","American Academy of Religion","","","64"
"2253","Cuyahoga Community College","Cleveland","Ohio","64"
"2254","Smithsonian Institution","Washington, D.C.","","64"
"2255","Withering Systems","Pittsburgh","Pennsylvania","64"
"2256","York College, CUNY","New York","New York","64"
"2257","Coastal Carolina University","Conway","South Carolina","64"
"2258","Classical Language Toolkit","","","64"
"2259","7000 Languages","","","64"
"2260","Saint Vincent College","Latrobe","Pennsylvania","64"
"2261","Rabble LLC","Pittsburgh","Pennsylvania","64"
"2262","Carnegie Library of Pittsburgh","Pittsburgh","Pennsylvania","64"
"2263","Oakland University","Rochester","Michigan","64"
"2264","Digital Frontiers","","","64"
"2265","Academy of Fine Arts Vienna","Vienna","","5"
"2266","Marshall University","Huntington","West Virginia","64"
"2267","Nomisma.org","","","64"
"2268","The Frick Collection","New York","New York","64"
"2269","J. Paul Getty Trust","Los Angeles","California","64"
"2270","Cleveland Museum of Art","Cleveland","Ohio","64"
"2271","Wright State University","Dayton","Ohio","64"
"2272","Goethe Institute","Munich","","4"
"2273","UNIVAC","San Francisco","California","64"
"2274","TLH Ltd.","London","England","65"
"2275","Eastern Michigan University","Ypsilanti","Michigan","64"
"2276","Swiss Federal Archives","","","9"
"2277","University of Coimbra","","","55"
"2278","Art Renewal Center","","","64"
"2279","Society for Emblem Studies","","",""
"2280","Universidad Iberoamericana","Mexico City","","38"
"2281","Max Planck Institute for Art History","Rome","","26"
"2282","Western Michigan University","","","64"
"2283","Indian Institute of Management, Indore","Indore","","14"
"2284","Centre for Internet and Society","Bengaluru","","14"
"2285","Video Game Art (VGA) Gallery","Chicago","Illinois","64"
"2286","University of Delhi","New Delhi","","14"
"2287","Aligarh Muslim University","Aligarh","","14"
"2288","Middle Tennessee State University","Murfreesboro","Tennessee","64"
"2289","FLAME University","Lavale","Pune","14"
"2290","Government Victoria College","Palakkad","Kerala","14"
"2291","Indian Institute of Technology Hauz Khas","New Delhi","","14"
"2292","St. Xavier's College","Jaipur","","14"
"2293","National Centre for Biological Science","Bangalore","","14"
"2294","Indian Institute of Technology Hyderbad","Hyderbad","","14"
"2295","University of Gour Banga","Bazar","","14"
"2296","Asian Shakespeare Intercultural Archive","","",""
"2297","Indian Institute of Technology Gandhinagar","Gandhinagar","","14"
"2298","Banaras Hindu University","Varanasi","","14"
"2300","Birla Institute of Technology and Science","Pilani","","14"
"2301","Punjabi University, Patiala","Patiala","","14"
"2302","Jaipur National University","Jaipur","","14"
"2303","Universidade dos Açores","Ponta Delgada","","55"
"2305","The Alan Turning Institute","","","65"
"2306","Odoma Sàrl","Lausanne","","9"
"2307","Institute for Ethnology and Folklore","Zagreb","","61"
"2309","Fundación Histórica Neogranadina","","","66"
"2310","Université Paris Sciences & Lettres (PSL)","Paris","","2"
"2311","Microsoft Corp.","","","64"
"2312","Library and Archives Canada","Ottowa","Ontario","13"
"2313","Canadiana.org","Ottowa","Ontario","13"
"2314","DigitalOcean","New York","New York","64"
"2318","Clark University","Worcester","Massachusetts","64"
"2319","National University of Mongolia","Ulan Bator","","43"
"2320","Prince Sultan University","Riyadh","","143"
"2321","Japan Society for the Promotion of Science","Tokyo","","17"
"2322","Universidad Católica de Manizales","Manizales","Caldas","66"
"2323","Ulsan National Institute of Science and Technology","Ulsan","","41"
"2324","Zenodo","","",""
"2325","Centre Marc Bloch","Berlin","","4"
"2326","Ryukoku University","Kyoto","","17"
"2327","Orgánica Digital","","",""
"2328","Jerusalem College of Technology","Jerusalem","","20"
"2329","California Institute for Telecommunications and Information Technology (Calit2)","","California","64"
"2330","University of Minnesota Duluth","Duluth","Minnesota","64"
"2331","Gainesville Ballet Company","","","64"
"2332","School of Communication Arts","Raleigh","North Carolina","64"
"2333","Slovenian Academy of Sciences and Arts","","","40"
"2334","Arts and Humanities Research Council (AHRC)","","","65"
"2335","Independent System Engineer","","",""
"2337","L'Université Bordeaux Montaigne (Bordeaux Montaigne University)","Bordeaux","","2"
"2427","National Library of Scotland","Edinburgh","Scotland","65"
"2438","AKU Project","","",""
"2439","Federal University of Technology, Akure","Akure","","75"
"2442","Facebook","","California","64"
"2445","University of Idaho","Moscow","Idaho","64"
"2446","California State University Dominguez Hills","Carson","California","64"
"2447","University of Waikato","Hamilton","","46"
"2451","Unaffiliated","","",""
"2462","Canada Research Chair on digital textualities","","","13"
"2463","The Alan Turing Institute","London","England","65"
"2468","University of Wisconsin Green Bay","Green Bay","Wisconsin","64"
"2470","Hobart and William Smith Colleges","Geneva","New York","64"
"2473","University of Houston-Downtown","Houston","Texas","64"
"2493","Independent Scholar","","","13"
"2510","Laboratoire de recherche historique Rhone-Alpes / CNRS","","","2"
"2514","Desmarais Desvignes Crespo","Montréal","Québec","13"
"2515","Korea Advanced Institute of Science and Technology","Daejeon","","41"
"2525","Mississippi State University","Starkville","Mississippi","64"
"2527","University of Memphis","Memphis","Tennessee","64"
"2530","University of Genoa","Genoa","","26"
"2531","Eldarion.com","","","64"
"2542","IE University","Segovia","","21"
"2546","Film University Babelsberg “Konrad Wolf”","Potsdam","","4"
"2550","Université de Saint-Boniface","Winnipeg","Manitoba","13"
"2556","Diné College","Tsaile","Arizona","64"
"2560","University of Rostock","Rostock","","4"
"2575","Universität Zürich, Switzerland","","",""
"2576","United States Military Academy at West Point","West Point","New York","64"
"2580","Adler Planetarium","Chicago","Illinois","64"
"2585","Chaire de recherche du Canada en écritures numériques","","","13"
"2587","Williams College","Williamstown","Massachusetts","64"
"2591","Wikimedia Deutschland e.V.","","","4"
"2594","Université Paris-Saclay","Saint-Aubin","","2"
"2597","Smith College","Northampton","Massachusetts","64"
"2599","Kyoto City University of Arts","Kyoto","","17"
"2601","Lycée Descartes","Antony","","2"
"2605","Soegijapranata Catholic University","Semarang","","58"
"2607","Alexandru Ioan Cuza University","Iasi","","19"
"2629","Independent Researcher","","","14"
"2645","Wikipetcia Atikamekw Nehiromowin","","","13"
"2652","The Visual Desk","Chicago","Illinois","64"
"2653","School of Visual Arts","New York","New York","64"
"2656","TU Graz (Graz University of Technology)","Graz","","5"
"2659","Documenting the Now","","","64"
"2667","Novetta","","Virginia","64"
"2673","Florida International University","Miamia","Florida","64"
"2676","The HeritEdge Connection","","","125"
"2690","Iona College","New Rochelle","New York","64"
"2691","Avani Institute of Design","","","14"
"2694","Deutsche Nationalbibliothek (German National Library)","Frankfurt","","4"
"2708","CO-OPERAS/OpenEdition","","","2"
"2709","HuMetricsHSS","","","64"
"2710","Érudit","","","13"
"2711","Research Data Canada","","","13"
"2712","Compute Canada","","","13"
"2713","Canadian Association of Research Libraries","","","13"
"2717","Triangle Digital Humanities Network","","North Carolina","64"
"2719","University of North Carolina Wilmington","Wilmington","North Carolina","64"
"2720","Museum of Durham History","Durham","North Carolina","64"
"2724","ROIS-DS Center for Open Data in the Humanities","","","17"
"2726","Know-Center GmbH","Graz","","5"
"2729","ITMO University","Saint Petersburg","","51"
"2733","Southern Federal University","Rostov-on-Don","","51"
"2735","The University of Bamenda","Bamenda","","158"
"2737","Gettysburg College","Gettysburg","Pennsylvania","64"
"2738","University of Louisiana","Lafayette","Louisiana","64"
"2739","Université Polytechnique Hauts-de-France","Valenciennes","","2"
"2754","Shanghai International Studies University","Shanghai","","22"
"2760","National Chiao Tung University","Hsinchu","","68"
"2762","Mesa Prieta Petroglyph Project","Velarde","New Mexico","64"
"2765","Santa Clara University","Santa Clara","California","64"
"2769","Renmin University of China","Beijing","","22"
"2773","African Digital Heritage","","","188"
"2776","Ben-Gurion University of the Negev","Beersheba","","20"
"2778","Ivane Javakhishvili Tbilisi State University","Tbilisi","","98"
"2794","New College of Florida","Florida","","64"
"2799","Universidad Nacional Patagonia Austral (UNPA) (National University of Austral Patagonia)","Rio Gallegos","","50"
"2804","University of Ngaoundéré","Ngaoundéré","","158"
"2814","National Institute for Japanese Language and Linguistics (NINJAL)","Tachikawa","","17"
"2815","Chuo University","Hachioji","","17"
"2816","Showa Women's University","Tokyo","","17"
"2821","Stellenbosch University","","","57"
"2831","Museum of Modern Art (MoMA)","New York","New York","64"
"2832","Leuphana Universität","Lüneburg","","4"
"2839","GESIS Leibniz Institute for the Social Sciences","Mannheim","","4"
"2841","Hellenic OCR Team","","","18"
"2842","Hellenic Parliament","Athens","","18"
"2843","Hypernetica","Kent","England","65"
"2844","Hamad Bin Khalifa University","Doha","","90"
"2856","Atelier Raffard Roussel","","","2"
"2859","Design Beku Collective","","","14"
"2873","Österreichische Nationalbibliothek (Austrian National Library)","Vienna","","5"
"2877","Indian Institute of Technology, Delhi","Delhi","","14"
"2878","Indian Institute of Technology, Jodhpur","Jodhpur","","14"
"2882","Anchor University","Lagos","","75"
"2883","Lagos State University","Ojo","Lagos","75"
"2893","Deutsches Literaturarchiv Marbach","","","4"
"2897","University of Rijeka","Rijeka","","61"
"2904","International Research Center for Japanese Studies","Kyoto","","17"
"2911","Hong Kong Baptist University","","Hong Kong","22"
"2916","Hashemite University","Zarqa","","131"
"2918","Council for British Research in the Levant","London","","65"
"2921","Makerere University","Kampala","","97"
"2922","University of Pretoria","Pretoria","","57"
"2928","Hansung University","Seoul","","41"
"2933","El Camino College","Torrance","California","64"
"2936","Eachtra Archaeological Projects","Cork","","16"
"2937","Open Knowledge Maps","Vienna","","5"
"2943","Kyambogo University","Kampala","","97"
"2945","Ontario Tech University","Oshawa","Ontario","13"
"2952","Literary Hub","","","64"
"2959","Le Mans Université","Le Mans","","2"
"2967","Peking University","Beijing","","22"
"2978","Danube University Krems","Krems an der Donau","","5"
"2989","Shaanxi Normal University","Xi'an","","22"
"2991","University of Ioannina","Ioannina","","18"
"2992","Athenian Institute of Anthropos","","","18"
"2993","University of Thessaly","Volos","","18"
"2994","Ontario Council of University Libraries","Toronto","Ontario","13"
"2995","Chinese Academy of Sciences","","","22"
"2996","Beijing Normal University","Beijing","","22"
"2997","International Internet Preservation Consortium","","",""
"2998","London School of Economics","London","England","65"
"2999","Universidad de Castilla La Mancha","","","21"
"3000","Okayama University","Okayama","","17"
"3001","Tekirdağ Namık Kemal Üniversitesi (Namik Kemal University)","Tekirdağ","","24"
"3003","Università della Basilicata","Potenza","","26"
"3004","Università Federico II di Napoli","Naples","","26"
"3005","Hope College","Holland","Michigan","64"
"3006","Hochschule für Angewandte Wissenschaften Hamburg","","","4"
"3022","Singapore University of Technology and Design","Singapore","","44"
"3025","Transforming Freedom","","","5"
"3034","Institut Catholique de Paris","Paris","","2"
"3036","Université de Carthage","Tunis","","96"
"3051","National Cheng Kung University","Tainan","","68"
"3053","Consortium of European Social Science Data Archives (CESSDA)","","",""
"3057","Australian Academy of the Humanities","Canberra","","6"
"3058","Australian Research Data Commons","","","6"
"3060","Justus-Liebig-University Giessen","Giessen","","4"
"3066","Sabancı Üniversitesi (Sabanci University)","Istanbul","","24"
"3067","University of Navarra","Pamplona","","21"
"3072","Leibniz Institute of East and Southeast European Studies","Regensburg","","4"
"3073","Università Cattolica del Sacro Cuore","Milan","","26"
"3074","Hochschule für Musik ""Franz Liszt"" Weimar (University of Music “Franz Liszt”)","Weimar","","4"
"3079","Academy of Athens","","",""
"3081","Instituto Moreira Salles","Rio de Janeiro","","33"
"3084","Aalborg University","Aalborg","","10"
"3085","National Library of Sweden","","","34"
"3088","ELDA - European Language Resources Distribution Agency","","",""
"3094","Rijksmuseum","Amsterdam","","1"
"3099","University of Skövde","Skövde","","34"
"3101","Madeira Interactive Technologies Institute","Funchal","","55"
"3120","École Centrale de Nantes","Nantes","","2"
"3121","Université de Bordeaux","Bordeaux","","2"
"3131","Weißensee Kunsthochschule Berlin (Academy of Art Berlin Weissensee)","Berlin","","4"
"3132","Leuphana University of Lüneburg","Lüneburg","","4"
"3133","Ewha Womans University","Seoul","","41"
"3134","Daejin University","Pocheon","","41"
"3135","The Academy of Korean Studies","Seongnam","","41"
"3136","Koç Üniversitesi (Koc University)","Istanbul","","24"
"3137","Research Libraries UK (RLUK)","","","65"
"3139","Nagoya Women's University","Nagoya","","17"
"3145","SURF","","","1"
"3156","Poznań Supercomputing and Networking Center","","","12"
"3157","Higher School of Economics in Saint Petersburg","","","51"
"3159","UMR 7324 CITERES-LAT - Laboratoire Archéologie et Territoires","","","26"
"3163","Agence Limonade & Co","Paris","","2"
"3166","Sorbonne Université","Paris","","2"
"3171","@tagtog.net","","",""
"3172","Cineca","","","26"
