"id","work","keyword"
"11533","6349","382"
"11534","6350","5889"
"11535","6350","5890"
"11536","6350","4843"
"11537","6350","2767"
"11538","6350","2684"
"11539","6351","5891"
"11540","6351","5892"
"11541","6351","5893"
"11542","6351","230"
"11543","6351","5680"
"11544","6352","5894"
"11545","6352","5895"
"11546","6352","551"
"11547","6352","2767"
"11548","6352","1110"
"11549","6353","5896"
"11550","6353","5897"
"11551","6353","5898"
"11552","6353","335"
"11553","6354","1856"
"11554","6354","5899"
"11555","6354","717"
"11556","6354","3607"
"11557","6355","1064"
"11558","6355","5900"
"11559","6355","1773"
"11560","6355","5901"
"11561","6355","5902"
"11562","6356","419"
"11563","6356","2787"
"11564","6356","1774"
"11565","6356","5903"
"11566","6356","2063"
"11567","6357","5904"
"11568","6357","5905"
"11569","6357","5906"
"11570","6357","4720"
"11571","6357","1749"
"11572","6358","1696"
"11573","6358","5907"
"11574","6358","5908"
"11575","6359","2417"
"11576","6359","5909"
"11577","6359","629"
"11578","6359","5910"
"11579","6359","1631"
"11580","6360","382"
"11581","6360","5839"
"11582","6360","5877"
"11583","6360","5911"
"11584","6360","1790"
"11585","6361","5912"
"11586","6361","2633"
"11587","6361","586"
"11588","6361","2063"
"11589","6362","5913"
"11590","6362","5914"
"11591","6362","5915"
"11592","6362","5916"
"11593","6363","2569"
"11594","6363","555"
"11595","6363","5806"
"11596","6363","2417"
"11597","6363","5917"
"11598","6363","5918"
"11599","6364","5920"
"11600","6364","5921"
"11601","6364","5922"
"11602","6364","5753"
"11603","6364","5919"
"11604","6365","5923"
"11605","6365","5924"
"11606","6365","5925"
"11607","6365","5926"
"11608","6365","5927"
"11609","6366","5928"
"11610","6366","5929"
"11611","6366","5930"
"11612","6367","5931"
"11613","6367","5932"
"11614","6367","5933"
"11615","6367","5934"
"11616","6367","5935"
"11617","6367","4151"
"11618","6368","5936"
"11619","6368","5937"
"11620","6368","2025"
"11621","6368","2797"
"11622","6369","528"
"11623","6369","5938"
"11624","6369","5939"
"11625","6369","1010"
"11626","6369","5940"
"11627","6370","5944"
"11628","6370","5941"
"11629","6370","5942"
"11630","6370","5943"
"11631","6370","5880"
"11632","6371","5702"
"11633","6371","5945"
"11634","6371","5946"
"11635","6371","5947"
"11636","6371","5948"
"11637","6371","5949"
"11638","6371","5950"
"11639","6371","5951"
"11640","6372","5952"
"11641","6372","2667"
"11642","6372","1099"
"11643","6373","5953"
"11644","6373","5954"
"11645","6373","5955"
"11646","6373","5956"
"11647","6373","5957"
"11648","6374","5960"
"11649","6374","5961"
"11650","6374","5958"
"11651","6374","5959"
"11652","6375","5963"
"11653","6375","5962"
"11654","6375","707"
"11655","6376","5964"
"11656","6376","3412"
"11657","6376","2199"
"11658","6376","2110"
"11659","6376","1727"
"11660","6377","1451"
"11661","6377","5965"
"11662","6377","5966"
"11663","6377","2295"
"11664","6378","2595"
"11665","6378","1774"
"11666","6378","5967"
"11667","6378","5968"
"11668","6378","5969"
"11669","6379","5970"
"11670","6379","443"
"11671","6379","1413"
"11672","6379","5702"
"11673","6380","4377"
"11674","6380","5736"
"11675","6380","2478"
"11676","6380","5971"
"11677","6380","985"
"11678","6381","2769"
"11679","6381","1453"
"11680","6382","1664"
"11681","6382","5972"
"11682","6382","5973"
"11683","6382","5974"
"11684","6382","2526"
"11685","6383","1655"
"11686","6383","73"
"11687","6383","5975"
"11688","6383","5976"
"11689","6383","5693"
"11690","6384","741"
"11691","6384","5977"
"11692","6384","5978"
"11693","6384","5979"
"11694","6384","5980"
"11695","6385","1860"
"11696","6385","2732"
"11697","6385","5839"
"11698","6385","335"
"11699","6385","1432"
"11700","6386","3581"
"11701","6386","5002"
"11702","6386","236"
"11703","6386","604"
"11704","6386","5981"
"11705","6387","2913"
"11706","6387","1731"
"11707","6387","1393"
"11708","6387","2684"
"11709","6387","5982"
"11710","6388","1696"
"11711","6388","5984"
"11712","6388","108"
"11713","6388","3602"
"11714","6388","5983"
"11715","6389","5985"
"11716","6389","1897"
"11717","6390","1989"
"11718","6390","5986"
"11719","6390","99"
"11720","6390","955"
"11721","6391","5688"
"11722","6391","5987"
"11723","6391","5988"
"11724","6392","5989"
"11725","6392","5990"
"11726","6393","5991"
"11727","6393","5992"
"11728","6393","2476"
"11729","6393","2767"
"11730","6393","1395"
"11731","6394","5921"
"11732","6394","5993"
"11733","6394","5994"
"11734","6394","555"
"11735","6394","2966"
"11736","6395","1120"
"11737","6395","1696"
"11738","6395","2919"
"11739","6395","5995"
"11740","6395","702"
"11741","6396","731"
"11742","6396","5996"
"11743","6396","2677"
"11744","6396","390"
"11745","6397","6000"
"11746","6397","5997"
"11747","6397","5998"
"11748","6397","5999"
"11749","6398","749"
"11750","6398","6001"
"11751","6398","1234"
"11752","6398","6002"
"11753","6398","732"
"11754","6399","1120"
"11755","6399","4358"
"11756","6399","5869"
"11757","6399","173"
"11758","6399","6003"
"11759","6400","1091"
"11760","6400","1732"
"11761","6400","5839"
"11762","6400","6004"
"11763","6400","636"
"11764","6401","5921"
"11765","6401","6005"
"11766","6401","6006"
"11767","6401","1302"
"11768","6401","5822"
"11769","6402","6008"
"11770","6402","4577"
"11771","6402","6007"
"11772","6403","6009"
"11773","6403","6010"
"11774","6403","2667"
"11775","6403","5950"
"11776","6404","5349"
"11777","6404","1819"
"11778","6404","6011"
"11779","6405","5865"
"11780","6405","2770"
"11781","6405","5883"
"11782","6405","6012"
"11783","6405","6013"
"11784","6406","1859"
"11785","6406","5680"
"11786","6406","401"
"11787","6406","767"
"11788","6406","6014"
"11789","6406","6015"
"11790","6407","1760"
"11791","6407","6017"
"11792","6407","6018"
"11793","6407","6016"
"11794","6407","2673"
"11795","6408","3554"
"11796","6408","6019"
"11797","6408","2597"
"11798","6408","2480"
"11799","6408","382"
"11800","6409","1882"
"11801","6409","6020"
"11802","6409","1118"
"11803","6409","2103"
"11804","6410","6021"
"11805","6410","6022"
"11806","6410","2767"
"11807","6411","6024"
"11808","6411","6025"
"11809","6411","347"
"11810","6411","6023"
"11811","6412","6026"
"11812","6412","6027"
"11813","6412","6028"
"11814","6412","1798"
"11815","6413","1757"
"11816","6413","2018"
"11817","6413","6029"
"11818","6414","1998"
"11819","6414","6030"
"11820","6414","6032"
"11821","6414","6033"
"11822","6414","6031"
"11823","6415","1696"
"11824","6415","6034"
"11825","6415","6035"
"11826","6415","6036"
"11827","6415","629"
"11828","6416","6037"
"11829","6416","6038"
"11830","6416","6039"
"11831","6416","6040"
"11832","6416","6041"
"11833","6416","1302"
"11834","6416","702"
"11835","6416","6042"
"11836","6417","1760"
"11837","6417","842"
"11838","6417","1679"
"11839","6417","472"
"11840","6417","6043"
"11841","6418","1732"
"11842","6418","1097"
"11843","6418","1679"
"11844","6418","5680"
"11845","6418","6044"
"11846","6419","2191"
"11847","6419","5839"
"11848","6419","1135"
"11849","6419","423"
"11850","6420","3236"
"11851","6420","5736"
"11852","6420","1097"
"11853","6420","2478"
"11854","6420","6045"
"11855","6421","611"
"11856","6421","1998"
"11857","6421","6046"
"11858","6422","6048"
"11859","6422","6049"
"11860","6422","6050"
"11861","6422","6047"
"11862","6423","1679"
"11863","6423","463"
"11864","6423","143"
"11865","6424","6051"
"11866","6424","6052"
"11867","6424","6053"
"11868","6424","5839"
"11869","6424","275"
"11870","6425","2192"
"11871","6425","707"
"11872","6425","6054"
"11873","6425","6055"
"11874","6426","6056"
"11875","6426","6057"
"11876","6426","6058"
"11877","6426","2761"
"11878","6426","5965"
"11879","6426","1774"
"11880","6426","2417"
"11881","6426","1631"
"11882","6427","6059"
"11883","6427","6060"
"11884","6427","6061"
"11885","6427","6062"
"11886","6427","6063"
"11887","6428","5702"
"11888","6428","6064"
"11889","6428","6065"
"11890","6428","6066"
"11891","6428","6067"
"11892","6429","1504"
"11893","6429","2919"
"11894","6429","6068"
"11895","6429","5205"
"11896","6429","5851"
"11897","6430","6072"
"11898","6430","6069"
"11899","6430","6070"
"11900","6430","6071"
"11901","6431","6073"
"11902","6431","6074"
"11903","6431","5809"
"11904","6431","6075"
"11905","6432","6051"
"11906","6432","6012"
"11907","6432","339"
"11908","6432","1692"
"11909","6432","6013"
"11910","6433","2174"
"11911","6433","6076"
"11912","6433","6077"
"11913","6433","6078"
"11914","6434","6080"
"11915","6434","6081"
"11916","6434","6079"
"11917","6435","1120"
"11918","6435","6082"
"11919","6435","5680"
"11920","6435","6008"
"11921","6435","2525"
"11922","6436","6083"
"11923","6436","6084"
"11924","6436","6085"
"11925","6436","236"
"11926","6436","6041"
"11927","6437","962"
"11928","6437","6086"
"11929","6437","2855"
"11930","6437","1775"
"11931","6437","2940"
"11932","6438","6087"
"11933","6438","5738"
"11934","6438","5680"
"11935","6438","785"
"11936","6438","2843"
"11937","6439","6088"
"11938","6439","6089"
"11939","6439","6090"
"11940","6440","1760"
"11941","6440","6091"
"11942","6440","6092"
"11943","6440","1968"
"11944","6441","6093"
"11945","6441","733"
"11946","6441","1791"
"11947","6442","5688"
"11948","6442","5757"
"11949","6443","2312"
"11950","6443","2498"
"11951","6443","6094"
"11952","6444","6096"
"11953","6444","6095"
"11954","6445","6097"
"11955","6445","6098"
"11956","6445","6099"
"11957","6445","6100"
"11958","6445","6101"
"11959","6446","580"
"11960","6446","3952"
"11961","6446","850"
"11962","6446","628"
"11963","6446","6102"
"11964","6447","6104"
"11965","6447","6105"
"11966","6447","6106"
"11967","6447","6103"
"11968","6448","6107"
"11969","6448","6108"
"11970","6448","2941"
"11971","6449","955"
"11972","6449","1996"
"11973","6449","6109"
"11974","6449","2199"
"11975","6450","6082"
"11976","6450","1859"
"11977","6450","6110"
"11978","6450","3743"
"11979","6451","6112"
"11980","6451","6111"
"11981","6452","6113"
"11982","6452","6114"
"11983","6452","6115"
"11984","6453","6116"
"11985","6453","6117"
"11986","6453","6118"
"11987","6453","4269"
"11988","6453","850"
"11989","6454","6119"
"11990","6454","6120"
"11991","6454","6121"
"11992","6454","6122"
"11993","6454","573"
"11994","6455","1728"
"11995","6455","3715"
"11996","6455","6124"
"11997","6455","6123"
"11998","6456","6125"
"11999","6456","6126"
"12000","6456","6127"
"12001","6456","6128"
"12002","6456","6129"
"12003","6456","6130"
"12004","6456","6131"
"12005","6457","2913"
"12006","6457","1732"
"12007","6457","3885"
"12008","6457","5982"
"12009","6458","6132"
"12010","6458","6133"
"12011","6458","6134"
"12012","6458","952"
"12013","6458","985"
"12014","6459","2918"
"12015","6459","6135"
"12016","6459","5982"
"12017","6459","143"
"12018","6460","2731"
"12019","6460","1968"
"12020","6460","2901"
"12021","6460","6136"
"12022","6460","922"
"12023","6461","1987"
"12024","6461","5965"
"12025","6461","6137"
"12026","6461","6138"
"12027","6461","6139"
"12028","6462","1760"
"12029","6462","1451"
"12030","6462","6140"
"12031","6462","6141"
"12032","6462","1631"
"12033","6463","6144"
"12034","6463","2476"
"12035","6463","3743"
"12036","6463","6142"
"12037","6463","6143"
"12038","6464","6145"
"12039","6464","6146"
"12040","6464","6147"
"12041","6464","2270"
"12042","6465","779"
"12043","6465","6096"
"12044","6465","626"
"12045","6465","2291"
"12046","6465","4508"
"12047","6466","382"
"12048","6466","6057"
"12049","6466","586"
"12050","6466","2063"
"12051","6466","2142"
"12052","6467","3538"
"12053","6467","132"
"12054","6467","6148"
"12055","6468","6149"
"12056","6468","5958"
"12057","6468","6150"
"12058","6468","6151"
"12059","6468","561"
"12060","6469","132"
"12061","6469","6152"
"12062","6469","2736"
"12063","6469","4989"
"12064","6469","1727"
"12065","6470","6153"
"12066","6470","2476"
"12067","6470","1010"
"12068","6470","6068"
"12069","6470","382"
"12070","6471","6154"
"12071","6471","1142"
"12072","6471","2063"
"12073","6472","586"
"12074","6472","6155"
"12075","6472","2063"
"12076","6472","5018"
"12077","6472","382"
"12078","6473","6156"
"12079","6473","6157"
"12080","6473","6158"
"12081","6473","6159"
"12082","6473","6160"
"12083","6474","1912"
"12084","6474","5837"
"12085","6474","382"
"12086","6475","2761"
"12087","6475","6161"
"12088","6475","6162"
"12089","6475","2168"
"12090","6475","2169"
"12091","6476","6163"
"12092","6476","6164"
"12093","6476","1331"
"12094","6476","1209"
"12095","6476","1786"
"12096","6477","6168"
"12097","6477","6165"
"12098","6477","6166"
"12099","6477","6167"
"12100","6478","1696"
"12101","6478","5680"
"12102","6478","6169"
"12103","6478","6170"
"12104","6478","6171"
"12105","6479","6172"
"12106","6479","6173"
"12107","6479","6174"
"12108","6479","6175"
"12109","6480","6176"
"12110","6480","6177"
"12111","6480","821"
"12112","6480","2270"
"12113","6481","6178"
"12114","6481","6179"
"12115","6481","2476"
"12116","6481","5453"
"12117","6481","629"
"12118","6482","6180"
"12119","6482","6181"
"12120","6482","6182"
"12121","6482","6183"
"12122","6482","6184"
"12123","6483","6185"
"12124","6483","722"
"12125","6483","6186"
"12126","6484","5992"
"12127","6484","6187"
"12128","6484","6188"
"12129","6484","5680"
"12130","6484","6170"
"12131","6485","5922"
"12132","6485","6149"
"12133","6485","6189"
"12134","6485","6190"
"12135","6485","5786"
"12136","6486","6192"
"12137","6486","6193"
"12138","6486","6194"
"12139","6486","6191"
"12140","6487","2767"
"12141","6487","6195"
"12142","6487","6196"
"12143","6487","6197"
"12144","6487","6198"
"12145","6488","6200"
"12146","6488","6201"
"12147","6488","6199"
"12148","6489","1945"
"12149","6489","6202"
"12150","6489","1627"
"12151","6489","5839"
"12152","6490","5880"
"12153","6490","539"
"12154","6490","6203"
"12155","6490","6204"
"12156","6490","6205"
"12157","6491","872"
"12158","6491","3028"
"12159","6491","1108"
"12160","6491","2485"
"12161","6491","6206"
"12162","6492","6208"
"12163","6492","6209"
"12164","6492","6210"
"12165","6492","2006"
"12166","6492","6207"
"12167","6493","1120"
"12168","6493","6211"
"12169","6493","6212"
"12170","6493","6213"
"12171","6493","6214"
"12172","6494","6215"
"12173","6494","6216"
"12174","6494","6217"
"12175","6494","6218"
"12176","6494","555"
"12177","6494","1302"
"12178","6495","6219"
"12179","6496","1664"
"12180","6496","6220"
"12181","6496","6221"
"12182","6497","5702"
"12183","6497","2667"
"12184","6497","6222"
"12185","6497","2767"
"12186","6497","2684"
"12187","6498","505"
"12188","6498","2580"
"12189","6498","5693"
"12190","6499","1120"
"12191","6499","5797"
"12192","6499","842"
"12193","6499","248"
"12194","6499","4348"
"12195","6500","6224"
"12196","6500","1890"
"12197","6500","2118"
"12198","6500","6223"
"12199","6501","6225"
"12200","6501","6226"
"12201","6501","6227"
"12202","6502","6113"
"12203","6502","2018"
"12204","6502","5839"
"12205","6502","6228"
"12206","6502","1845"
"12207","6502","6229"
"12208","6502","6230"
"12209","6503","611"
"12210","6503","756"
"12211","6503","1308"
"12212","6504","6232"
"12213","6504","2777"
"12214","6504","1120"
"12215","6504","6231"
"12216","6505","6233"
"12217","6505","3889"
"12218","6505","684"
"12219","6506","6210"
"12220","6506","173"
"12221","6506","5976"
"12222","6506","6234"
"12223","6506","6235"
"12224","6507","1651"
"12225","6507","6236"
"12226","6507","6237"
"12227","6507","4263"
"12228","6508","382"
"12229","6508","2665"
"12230","6508","1773"
"12231","6508","5883"
"12232","6508","6238"
"12233","6509","673"
"12234","6509","2597"
"12235","6509","1072"
"12236","6509","2494"
"12237","6509","6239"
"12238","6510","6240"
"12239","6510","6241"
"12240","6510","6242"
"12241","6510","6243"
"12242","6510","6244"
"12243","6511","6245"
"12244","6511","6246"
"12245","6511","1544"
"12246","6511","1681"
"12247","6511","5693"
"12248","6512","6248"
"12249","6512","6247"
"12250","6513","1987"
"12251","6513","2278"
"12252","6513","1996"
"12253","6513","2417"
"12254","6513","1631"
"12255","6514","6249"
"12256","6514","652"
"12257","6514","2150"
"12258","6514","3215"
"12259","6515","6250"
"12260","6515","6251"
"12261","6515","6252"
"12262","6515","6253"
"12263","6517","6256"
"12264","6517","6254"
"12265","6517","6255"
"12266","6518","1890"
"12267","6518","1097"
"12268","6518","6257"
"12269","6518","914"
"12270","6518","6258"
"12271","6518","5757"
"12272","6519","2118"
"12273","6519","2667"
"12274","6519","1838"
"12275","6519","6259"
"12276","6519","6260"
"12277","6520","6052"
"12278","6520","2086"
"12279","6520","1583"
"12280","6521","1760"
"12281","6521","99"
"12282","6521","132"
"12283","6521","821"
"12284","6521","1631"
"12285","6522","6261"
"12286","6522","6262"
"12287","6522","6263"
"12288","6523","416"
"12289","6523","785"
"12290","6523","6264"
"12291","6523","4527"
"12292","6524","4032"
"12293","6524","1696"
"12294","6524","6265"
"12295","6524","6266"
"12296","6524","6267"
"12297","6525","6272"
"12298","6525","6268"
"12299","6525","6269"
"12300","6525","6270"
"12301","6525","6271"
"12302","6526","6273"
"12303","6526","6274"
"12304","6526","710"
"12305","6526","2187"
"12306","6526","2192"
"12307","6527","6275"
"12308","6527","6276"
"12309","6527","6277"
"12310","6528","6280"
"12311","6528","1218"
"12312","6528","6278"
"12313","6528","6279"
"12314","6529","5865"
"12315","6529","6282"
"12316","6529","6283"
"12317","6529","6284"
"12318","6529","6281"
"12319","6530","248"
"12320","6530","1760"
"12321","6530","628"
"12322","6530","1047"
"12323","6531","6285"
"12324","6531","1679"
"12325","6531","1750"
"12326","6531","2013"
"12327","6531","1695"
"12328","6533","6286"
"12329","6533","6287"
"12330","6533","6288"
"12331","6533","6289"
"12332","6533","6290"
"12333","6534","5688"
"12334","6534","2667"
"12335","6534","6291"
"12336","6534","6292"
"12337","6535","99"
"12338","6535","6116"
"12339","6535","6293"
"12340","6535","1432"
"12341","6535","382"
"12342","6536","978"
"12343","6536","987"
"12344","6536","749"
"12345","6536","374"
"12346","6537","1679"
"12347","6537","6294"
"12348","6537","143"
"12349","6538","1760"
"12350","6538","2150"
"12351","6538","722"
"12352","6538","724"
"12353","6538","821"
"12354","6539","6295"
"12355","6539","6296"
"12356","6539","6297"
"12357","6539","5757"
"12358","6539","1631"
"12359","6540","1301"
"12360","6540","6298"
"12361","6540","6299"
"12362","6540","6300"
"12363","6540","6301"
"12364","6540","6302"
"12365","6541","6304"
"12366","6541","5753"
"12367","6541","99"
"12368","6541","6303"
"12369","6542","6305"
"12370","6542","6306"
"12371","6542","6307"
"12372","6542","6077"
"12373","6542","2718"
"12374","6543","6308"
"12375","6543","6309"
"12376","6543","6310"
"12377","6543","6166"
"12378","6543","1302"
"12379","6544","6312"
"12380","6544","6313"
"12381","6544","5982"
"12382","6544","6311"
"12383","6545","6314"
"12384","6545","6315"
"12385","6545","6316"
"12386","6546","3723"
"12387","6546","6317"
"12388","6546","6318"
"12389","6546","6319"
"12390","6546","6320"
"12391","6547","1354"
"12392","6547","173"
"12393","6547","374"
"12394","6547","2072"
"12395","6547","922"
"12396","6548","132"
"12397","6548","6321"
"12398","6548","6322"
"12399","6548","6323"
"12400","6548","5757"
"12401","6549","6324"
"12402","6549","6325"
"12403","6549","6326"
"12404","6549","6327"
"12405","6549","6328"
"12406","6550","707"
"12407","6550","2118"
"12408","6550","5839"
"12409","6550","2677"
"12410","6550","1655"
"12411","6551","6329"
"12412","6551","6330"
"12413","6551","749"
"12414","6551","5734"
"12415","6552","6331"
"12416","6552","6332"
"12417","6552","6333"
"12418","6553","6336"
"12419","6553","6337"
"12420","6553","382"
"12421","6553","6334"
"12422","6553","6335"
"12423","6554","6338"
"12424","6554","6339"
"12425","6554","6340"
"12426","6554","6057"
"12427","6554","5965"
"12428","6555","2697"
"12429","6555","732"
"12430","6555","6341"
"12431","6556","99"
"12432","6556","6342"
"12433","6556","5737"
"12434","6556","3025"
"12435","6556","2035"
"12436","6556","916"
"12437","6557","1126"
"12438","6557","2919"
"12439","6557","6344"
"12440","6557","6343"
"12441","6557","1740"
"12442","6558","2650"
"12443","6558","1732"
"12444","6559","6224"
"12445","6559","6345"
"12446","6559","1108"
"12447","6560","6346"
"12448","6560","6347"
"12449","6560","6348"
"12450","6560","5837"
"12451","6560","5689"
"12452","6561","5098"
"12453","6561","6349"
"12454","6561","6350"
"12455","6561","6351"
"12456","6561","6352"
"12457","6562","6353"
"12458","6562","670"
"12459","6562","382"
"12460","6563","6354"
"12461","6563","6355"
"12462","6563","6356"
"12463","6563","6357"
"12464","6563","6358"
"12465","6564","1760"
"12466","6564","1451"
"12467","6564","1679"
"12468","6564","6359"
"12469","6564","6360"
"12470","6565","5688"
"12471","6565","998"
"12472","6565","5839"
"12473","6566","573"
"12474","6566","6280"
"12475","6566","1149"
"12476","6566","855"
"12477","6566","6361"
"12478","6566","6362"
"12479","6566","6363"
"12480","6566","6364"
"12481","6566","6365"
"12482","6567","5032"
"12483","6567","1305"
"12484","6567","5839"
"12485","6568","6368"
"12486","6568","5839"
"12487","6568","5680"
"12488","6568","3028"
"12489","6568","6366"
"12490","6568","6367"
"12491","6569","1696"
"12492","6569","5984"
"12493","6569","108"
"12494","6569","3602"
"12495","6569","5983"
"12496","6570","6369"
"12497","6570","6370"
"12498","6570","6371"
"12499","6570","132"
"12500","6570","24"
"12501","6571","2242"
"12502","6571","6372"
"12503","6571","3236"
"12504","6571","2478"
"12505","6571","1912"
"12506","6572","5948"
"12507","6572","6373"
"12508","6573","2569"
"12509","6573","2018"
"12510","6573","6374"
"12511","6573","6190"
"12512","6574","2040"
"12513","6574","821"
"12514","6574","6077"
"12515","6574","6375"
"12516","6575","6376"
"12517","6575","6377"
"12518","6575","6378"
"12519","6575","2736"
"12520","6575","855"
"12521","6576","6380"
"12522","6576","6379"
"12523","6576","724"
"12524","6576","772"
"12525","6577","636"
"12526","6577","6381"
"12527","6577","6382"
"12528","6578","1760"
"12529","6578","5965"
"12530","6578","6383"
"12531","6579","5702"
"12532","6579","6384"
"12533","6579","6385"
"12534","6579","850"
"12535","6579","5693"
"12536","6580","6338"
"12537","6580","6386"
"12538","6580","6387"
"12539","6580","6388"
"12540","6581","5865"
"12541","6581","3028"
"12542","6581","6389"
"12543","6581","6390"
"12544","6581","6008"
"12545","6582","649"
"12546","6582","6391"
"12547","6582","6392"
"12548","6582","6393"
"12549","6582","6394"
"12550","6583","2503"
"12551","6583","2569"
"12552","6583","1774"
"12553","6583","985"
"12554","6583","6395"
"12555","6584","2150"
"12556","6584","847"
"12557","6584","821"
"12558","6584","6396"
"12559","6584","6397"
"12560","6585","6400"
"12561","6585","6401"
"12562","6585","6398"
"12563","6585","6399"
"12564","6586","6402"
"12565","6586","6403"
"12566","6586","6404"
"12567","6586","6405"
"12568","6586","6406"
"12569","6587","5312"
"12570","6587","6407"
"12571","6587","6408"
"12572","6587","1998"
"12573","6587","6067"
"12574","6588","1089"
"12575","6588","134"
"12576","6588","6122"
"12577","6588","6220"
"12578","6588","5680"
"12579","6589","6409"
"12580","6589","6410"
"12581","6589","6411"
"12582","6589","3028"
"12583","6589","732"
"12584","6590","2250"
"12585","6590","6412"
"12586","6590","6413"
"12587","6591","1989"
"12588","6591","1509"
"12589","6591","916"
"12590","6591","821"
"12591","6591","955"
"12592","6592","6414"
"12593","6592","6415"
"12594","6592","6416"
"12595","6592","6417"
"12596","6592","1302"
"12597","6593","6418"
"12598","6593","2268"
"12599","6593","2503"
"12600","6594","740"
"12601","6594","847"
"12602","6594","3602"
"12603","6594","6419"
"12604","6594","6420"
"12605","6595","5839"
"12606","6595","6421"
"12607","6595","6422"
"12608","6595","6423"
"12609","6595","6424"
"12613","7066","6427"
"12614","7066","6428"
"12615","7066","2894"
"12616","7048","1595"
"12617","7048","6429"
"12618","7048","4486"
"12619","7047","1636"
"12620","7047","2494"
"12621","7047","2063"
"12622","7046","1595"
"12623","7046","3571"
"12624","7046","2661"
"12625","7045","1541"
"12626","7045","6430"
"12627","7045","1655"
"12628","7050","1448"
"12629","7050","5865"
"12630","7050","2665"
"12631","7053","6432"
"12632","7053","6116"
"12633","7053","6431"
"12634","7051","6433"
"12635","7051","6434"
"12636","7051","1845"
"12637","7071","6435"
"12638","7071","1819"
"12639","7071","6436"
"12640","7071","854"
"12641","7074","6438"
"12642","7074","6439"
"12643","7074","6440"
"12644","7074","6441"
"12645","7074","6442"
"12646","7076","6443"
"12647","7041","5851"
"12648","7041","132"
"12649","7041","1655"
"12650","7077","707"
"12651","7077","6444"
"12652","7077","5851"
"12653","7078","2937"
"12654","7078","2633"
"12655","7078","1655"
"12656","7079","2859"
"12657","7079","5851"
"12658","7079","1981"
"12659","7042","6446"
"12660","7042","6445"
"12661","7042","718"
"12662","7082","1448"
"12663","7082","718"
"12664","7082","6447"
"12665","7083","6448"
"12666","7083","6449"
"12667","7083","6450"
"12668","7083","1448"
"12669","7084","6446"
"12670","7084","6451"
"12671","7084","1390"
"12672","7086","6452"
"12673","7086","6453"
"12674","7086","6454"
"12675","7087","2452"
"12676","7087","6454"
"12677","7087","6455"
"12678","7109","6456"
"12679","7109","2667"
"12680","7110","960"
"12681","7110","6457"
"12682","7110","1325"
"12685","7111","2306"
"12686","7112","4561"
"12687","7112","6458"
"12688","7112","966"
"12690","7113","6459"
"12694","7135","2667"
"12695","7135","2629"
"12715","180","2916"
"12716","180","3022"
"12718","173","6469"
"12719","173","1838"
"12721","425","3028"
"12722","425","3030"
"12723","425","2199"
"12724","425","636"
"12725","438","1595"
"12726","438","5053"
"12727","438","6470"
"12728","438","1583"
"12729","447","857"
"12730","447","4769"
"12731","447","6471"
"12732","374","3028"
"12733","374","636"
"12735","7276","4112"
"12736","7276","6472"
"12737","7276","1448"
"12738","7277","6473"
"12739","7277","2797"
"12740","7277","3534"
"12741","7278","6474"
"12742","7278","1293"
"12744","7279","6475"
"12745","7279","6476"
"12746","7279","2677"
"12747","7280","2633"
"12748","7280","1750"
"12749","7280","2975"
"12750","7612","1390"
"12751","7608","6477"
"12752","7611","1390"
"12753","7596","1627"
"12754","7605","6478"
"12755","7615","1390"
"12756","7603","6478"
"12757","7597","1627"
"12758","7613","1390"
"12759","7604","6478"
"12760","7614","1390"
"12761","7602","6478"
"12762","7607","6477"
"12763","7598","1627"
"12764","7609","6477"
"12765","7601","6478"
"12766","7599","1627"
"12767","7616","6479"
"12768","7617","6479"
"12769","7618","6479"
"12770","7619","6479"
"12771","7620","6479"
"12772","7621","1860"
"12773","7622","1860"
"12774","7623","6480"
"12775","7625","6480"
"12776","7626","6480"
"12777","7627","6480"
"12778","7628","6480"
"12779","7634","6481"
"12780","7635","6481"
"12781","7636","6481"
"12782","7637","6482"
"12783","7638","6482"
"12784","7639","6482"
"12785","7640","6483"
"12786","7641","6483"
"12787","7642","6483"
"12788","7643","6483"
"12789","7644","6484"
"12790","7645","6484"
"12791","7646","6484"
"12792","7647","6484"
"12793","7648","6484"
"12794","7650","6485"
"12795","7651","6486"
"12796","7652","6486"
"12797","7654","6486"
"12798","7655","6487"
"12799","7656","6487"
"12800","7657","6487"
"12801","7658","6487"
"12802","7659","6487"
"12803","7660","6487"
"12804","7713","6488"
"12805","7713","163"
"12806","7713","2583"
"12807","7714","2439"
"12808","7714","6489"
"12809","7714","6490"
"12810","7714","6491"
"12811","7714","6492"
"12813","7716","6493"
"12814","7716","6494"
"12815","7717","6496"
"12817","7717","6495"
"12818","7718","6497"
"12819","7718","6498"
"12820","7718","331"
"12821","7719","2633"
"12822","7719","1969"
"12823","7719","6452"
"12825","7720","6499"
"12826","7720","5773"
"12827","7721","2551"
"12828","7721","6500"
"12829","7721","5693"
"12830","7721","1583"
"12831","7722","1636"
"12832","7722","2494"
"12833","7722","2063"
"12834","7723","2677"
"12835","7723","6501"
"12836","7723","6502"
"12837","7725","1409"
"12838","7725","6503"
"12842","7727","6504"
"12843","7727","6505"
"12844","7727","6506"
"12845","7727","6507"
"12846","7727","6508"
"12847","7728","2418"
"12848","7728","6509"
"12849","7729","2680"
"12850","7729","2677"
"12851","7730","4486"
"12852","7730","6510"
"12853","7730","6511"
"12854","7731","1597"
"12855","7733","6514"
"12856","7733","6515"
"12857","7733","6516"
