"id","id.ssh","label","source.label","id.source","label.clean"
45502,"oePQcm","ImageJ",NA,NA,"ImageJ"
45504,"zoecDB","ImageMagik","TAPoR","1209","ImageMagik"
28725,"Ay1ZsU","ImagePlot","TAPoR","923","ImagePlot"
45509,"amnINO","import.io","TAPoR","624","import.io"
45511,"gzjUpY","Improvise","TAPoR","190","Improvise"
45512,"CbRPcP","IMS Open Corpus Workbench (CWB)","TAPoR","642","IMS Open Corpus Workbench \(CWB\)"
47965,"ehpZXn","INCEpTION",NA,NA,"INCEpTION"
36585,"2YnJgm","Incunabula Short Title Catalogue","SSK Zotero Resources","CK74XUJB","Incunabula Short Title Catalogue"
40196,"Px3QPk","InDesign",NA,NA,"InDesign"
50107,"5cR2GF","INDEXAR - Digital Repositories of Knowledge",NA,NA,"INDEXAR - Digital Repositories of Knowledge"
45513,"MVhX7j","Indexhibit","TAPoR","997","Indexhibit"
45516,"SXWIKK","Infegy","TAPoR","1546","Infegy"
45518,"1IGx4J","InfoExtractor","TAPoR","625","InfoExtractor"
45519,"mzcLCy","Infogram","TAPoR","1512","Infogram"
45522,"NX2B3f","INKE: Dynamic Table of Contexts","TAPoR","153","INKE: Dynamic Table of Contexts"
15254,"AAVvCx","Inkluz","Language Resource Switchboard","Inkluz","Inkluz"
45523,"YF1Z6z","Inkscape","TAPoR","790","Inkscape"
45525,"bksRC7","INL BlackLab","TAPoR","328","INL BlackLab"
45528,"Ypj0ZJ","InPh0 Topic Explorer","TAPoR","659","InPh0 Topic Explorer"
45532,"1J5NM9","INRAC Language Compiler","TAPoR","267","INRAC Language Compiler"
45534,"IP3Xmf","InstantAtlas","TAPoR","1518","InstantAtlas"
45536,"Es3ozf","Instaviz","TAPoR","1160","Instaviz"
45544,"GiLW2k","Insync","TAPoR","953","Insync"
48600,"EcLbxP","Integrated Authority File (GND)","SSK Zotero Resources","TWBUXXJN","Integrated Authority File \(GND\)"
45546,"0AHFtS","Intelligent Archive","TAPoR","1604","Intelligent Archive"
28587,"XEBPje","Intervue","TAPoR","1021","Intervue"
48682,"AqD2iG","INTEX","TAPoR","205","INTEX"
45554,"DvuTEs","InTEXT","TAPoR","247","InTEXT"
36927,"kqfLv2","Introducing Lexonomy: an open-source dictionary writing and publishing system","SSK Zotero Resources","PZPN9Y2F","Introducing Lexonomy: an open-source dictionary writing and publishing system"
45557,"dyudKF","InVisionapp","TAPoR","1594","InVisionapp"
15255,"PLdNgx","Iobber","Language Resource Switchboard","Iobber","Iobber"
45562,"1Z3i05","iPhoto","TAPoR","1499","iPhoto"
45564,"AYO5l2","IRaMuTeQ","TAPoR","1575","IRaMuTeQ"
45565,"6Ck6Mc","iReteslaw - online repository of texts in the field of Slavic studies",NA,NA,"iReteslaw - online repository of texts in the field of Slavic studies"
45566,"d5QjLh","IrfanView","TAPoR","1497","IrfanView"
45568,"s2FphB","IsaViz","TAPoR","379","IsaViz"
45569,"CLFv11","iScience Maps","TAPoR","626","iScience Maps"
45571,"eIAjL9","iShowU","TAPoR","1203","iShowU"
48198,"OJcHh4","ISIDORE","EOSC Catalogue","hn.isidore","ISIDORE"
47873,"wKVqlK","ISIDORE connectors for Zotero ",NA,NA,"ISIDORE connectors for Zotero "
47857,"mOGRtZ","ISIDORE Suggestions",NA,NA,"ISIDORE Suggestions"
28016,"tPnZ14","Islandora","TAPoR","765","Islandora"
45573,"xdJVRm","iSpring","TAPoR","1178","iSpring"
45578,"jccAQh","Issue Discovery","TAPoR","463","Issue Discovery"
45576,"3zW7vn","Issuecrawler","TAPoR","460","Issuecrawler"
28154,"h6IQFm","IssueLab","TAPoR","1177","IssueLab"
45579,"wh16uh","iSybislaw - Bibliographic Database of World Slavic Linguistics Publications",NA,NA,"iSybislaw - Bibliographic Database of World Slavic Linguistics Publications"
45580,"NvN0y8","iTunesCyrFix","TAPoR","1285","iTunesCyrFix"
45582,"a8STxM","iWrite","TAPoR","947","iWrite"
45586,"hL97ix","JabRef","TAPoR","1188","JabRef"
45589,"2IAuG0","Jarnal","TAPoR","1107","Jarnal"
36870,"YZhok6","JASP","SSK Zotero Resources","S5BQ68HQ","JASP"
45591,"x9cgZf","JavaScript","TAPoR","831","JavaScript"
36423,"PY83SI","JavaScript demo application displaying variant readings of historical musical pieces: zolaemil/meiView","SSK Zotero Resources","CLD9LAMF","JavaScript demo application displaying variant readings of historical musical pieces: zolaemil\/meiView"
48681,"9u5H1L","JavaScript InfoVis Toolkit","TAPoR","128","JavaScript InfoVis Toolkit"
36426,"XK7qwK","JavaScript libray to render MEI notation using VexFlow: TEI-Music-SIG/MEItoVexFlow","SSK Zotero Resources","25XE4RMY","JavaScript libray to render MEI notation using VexFlow: TEI-Music-SIG\/MEItoVexFlow"
45597,"2Mzt6C","JConcorder","TAPoR","210","JConcorder"
45600,"ndX5UR","Jekyll","TAPoR","1018","Jekyll"
45603,"CLPCnY","JEUDEMO","TAPoR","388","JEUDEMO"
45607,"Bqa2vU","JGAAP (java graphical authorship attribution program)","TAPoR","1379","JGAAP \(java graphical authorship attribution program\)"
45609,"BEK70Y","Jigsaw","TAPoR","509","Jigsaw"
45614,"Opchmp","Jing","TAPoR","1202","Jing"
28300,"gpnxND","JIRA","TAPoR","1436","JIRA"
45616,"mUm04B","Joomla","TAPoR","1003","Joomla"
45618,"6wu0sn","jotform","TAPoR","1296","jotform"
45619,"vruqCY","Journler","TAPoR","1128","Journler"
45621,"UpGLzC","JpGraph","TAPoR","1522","JpGraph"
35871,"nwihVQ","jpylyzer","SSK Zotero Resources","XL3PBJSK","jpylyzer"
45623,"EnnQDz","jqplot","TAPoR","1521","jqplot"
34712,"fYGrS2","JSAN",NA,NA,"JSAN"
45624,"c4vIyB","JsFiddle","TAPoR","1054","JsFiddle"
45627,"6PV4pb","jsLDA","TAPoR","479","jsLDA"
27744,"gGiO0w","JSON Extractor","TAPoR","569","JSON Extractor"
45628,"NU5vR0","JSTOR Text Analyzer","TAPoR","644","JSTOR Text Analyzer"
45632,"Y0Uv5k","Jumpchart","TAPoR","1473","Jumpchart"
49956,"KSdLcZ"," Jupyter notebooks to access e-manuscripta",NA,NA,"Jupyter notebooks to access e-manuscripta"
49957,"XKSs9y","Jupyter notebooks to access e-periodica",NA,NA,"Jupyter notebooks to access e-periodica"
49958,"FFd9NP"," Jupyter notebooks to access e-rara ",NA,NA,"Jupyter notebooks to access e-rara "
48505,"qPAlNr","Juxta","TAPoR","172","Juxta"
45643,"tUkAbQ","Juxta Commons","TAPoR","880","Juxta Commons"
45645,"CbIy52","JuxtaEditions (HumEdit)","TAPoR","1611","JuxtaEditions \(HumEdit\)"
45647,"SrgrOe","JuxtaposeJS","TAPoR","822","JuxtaposeJS"
45648,"lDj1PU","Kaleidoscope",NA,NA,"Kaleidoscope"
45649,"otFLC0","Kartograph","TAPoR","808","Kartograph"
27892,"oASae1","Kartoo","TAPoR","1083","Kartoo"
39994,"PkSWC5","KER - Keyword Extractor","EOSC Catalogue","lindatclariah-cz.ker_-_keyword_extractor","KER - Keyword Extractor"
45651,"d53Vqq","Keyhole","TAPoR","627","Keyhole"
45653,"fZcIx1","KH Coder",NA,NA,"KH Coder"
40190,"gHCDwq","Kindle",NA,NA,"Kindle"
36582,"gHWmig","KIT-Bibliothek \| Karlsruher Virtueller Katalog KVK","SSK Zotero Resources","Q4W9D8YV","KIT-Bibliothek \\| Karlsruher Virtueller Katalog KVK"
35727,"7ckBdR","Kitodo: Kitodo. Key to digital objects","SSK Zotero Resources","3F39VZ2F","Kitodo: Kitodo. Key to digital objects"
45656,"H695Ot","KLIC (Key Letter in Context)","TAPoR","220","KLIC \(Key Letter in Context\)"
45664,"XRSOJ0","Koha","TAPoR","1283","Koha"
45665,"RW7100","KonText","TAPoR","1636","KonText"
35760,"V8Zkhg","KonText - Corpora query","SSK Zotero Resources","WWSFBBB6","KonText - Corpora query"
45667,"8u5qT4","KORA","TAPoR","1308","KORA"
45669,"BeSjmo","Korbo","TAPoR","963","Korbo"
35730,"1VzenA","Kramerius","SSK Zotero Resources","ZVP5I5SD","Kramerius"
45674,"uAU26N","Kubity","TAPoR","1597","Kubity"
40016,"OVW5IR","Kuha2 metadata server","EOSC Catalogue","fssda.kuha2_metadata_server","Kuha2 metadata server"
45675,"p8lYFs","KWIC",NA,NA,"KWIC"
45676,"G4u3Ov","KwMap","TAPoR","1082","KwMap"
40775,"aX6RVp","Language Resource Switchboard","EOSC Catalogue","clarin-eric.language_resource_switchboard","Language Resource Switchboard"
36909,"lVDjHW","Language tags in HTML and XML","SSK Zotero Resources","283XL2PV","Language tags in HTML and XML"
45680,"dP4hCj","LATtice","TAPoR","308","LATtice"
29111,"NysjDi","Laurence Anthony: AntCLAWS-GUI","TAPoR","147","Laurence Anthony: AntCLAWS-GUI"
45682,"kfNHy8","Laurence Anthony: AntWordProfiler","TAPoR","149","Laurence Anthony: AntWordProfiler"
27974,"43k33r","Layar","TAPoR","1618","Layar"
45685,"s2Tgqc","LC Newspaper Viewer","TAPoR","1345","LC Newspaper Viewer"
45688,"79vwmG","Leaflet","TAPoR","901","Leaflet"
45691,"y4fvez","Leipzig Corpora Collection","TAPoR","1554","Leipzig Corpora Collection"
45695,"14Qycn","LEMMA","TAPoR","404","LEMMA"
50146,"C5u2Yb","LetterSampo - Letters on the Semantic Web",NA,NA,"LetterSampo - Letters on the Semantic Web"
45701,"bwKBhY","Lexa","TAPoR","261","Lexa"
45705,"JoSBgb","LEXICO","TAPoR","221","LEXICO"
45708,"DkRdok","Leximancer","TAPoR","508","Leximancer"
45709,"cz8dHN","Lexipedia","TAPoR","1081","Lexipedia"
45710,"vIk8j3","Lexomics","TAPoR","302","Lexomics"
45714,"spMyb8","Lexos","TAPoR","516","Lexos"
45715,"TSNJDy","Lextek","TAPoR","1377","Lextek"
28920,"yejSKn","LibraryLookup","TAPoR","1258","LibraryLookup"
28557,"eGvynq","LibX","TAPoR","1257","LibX"
28046,"EMQlCa","Lightroom 5","TAPoR","764","Lightroom 5"
28303,"NIJnAQ","LimeService","TAPoR","902","LimeService"
48577,"Rbftnm","LINDAT/CLARIAH-CZ Repository","EOSC Catalogue","lindatclariah-cz.lindatclariah-cz_repository","LINDAT\/CLARIAH-CZ Repository"
45716,"gWiwKa","Linear Modelling Kit","TAPoR","282","Linear Modelling Kit"
15257,"0ZHTf5","Liner2","Language Resource Switchboard","Liner2","Liner2"
48418,"grnqNn","Linguistic Inquiry and Word Count","TAPoR","548","Linguistic Inquiry and Word Count"
45721,"V3B52q","Linkurious","TAPoR","553","Linkurious"
45723,"hTH9Qj","Lippmannian Device to Gephi","TAPoR","464","Lippmannian Device to Gephi"
45727,"iheHw8","LISP","TAPoR","495","LISP"
45730,"EX3qQy","Listango","TAPoR","849","Listango"
45736,"sRvDiC","LitBlitz Literature Notes Manager","TAPoR","908","LitBlitz Literature Notes Manager"
48680,"cBHEp8","LitStats","TAPoR","391","LitStats"
45740,"sOSOml","LitViz","TAPoR","1640","LitViz"
45743,"sywYfR","LiveJournal","TAPoR","1326","LiveJournal"
48419,"ShyS5V","LIWC (Linguistic Inquiry and Word Count)","TAPoR","249","LIWC \(Linguistic Inquiry and Word Count\)"
45747,"nDRpZP","LoCloud Collections",NA,NA,"LoCloud Collections"
45749,"xw4j9g","LodLive","TAPoR","357","LodLive"
48525,"XWdWLj","LoGaRT",NA,NA,"LoGaRT"
45751,"2bTfyh","Logic Pro X","TAPoR","1548","Logic Pro X"
36792,"CyovZ9","Lost Voices: The Chansons of Nicolas Du Chemin","SSK Zotero Resources","F8MVTEMT","Lost Voices: The Chansons of Nicolas Du Chemin"
45752,"9YqhGw","Lucene","TAPoR","1392","Lucene"
45762,"jAdEdb","Lucidchart","TAPoR","728","Lucidchart"
45766,"DO2V7b","Lucidpress","TAPoR","738","Lucidpress"
45774,"UZvpx3","Lynks","TAPoR","555","Lynks"
45781,"4ol9Hl","Lynks - Create Explore Share","TAPoR","744","Lynks - Create Explore Share"
45782,"Y5tEq2","Lyra","TAPoR","1510","Lyra"
48709,"zsWJFl","Machine Translation ",NA,NA,"Machine Translation "
40702,"iRDSS0","Machine-learning-based interactive tool to identify the content of collective agreements (and other legal texts) in multiple languages",NA,NA,"Machine-learning-based interactive tool to identify the content of collective agreements \(and other legal texts\) in multiple languages"
28577,"qzhSM8","MacSpeech Scribe","TAPoR","1135","MacSpeech Scribe"
45784,"RCgrLw","Madison Digital Image Database (MDID)","TAPoR","1309","Madison Digital Image Database \(MDID\)"
40536,"x7x0si","Madoc",NA,NA,"Madoc"
7230,"BryPWf","Maeshowe: The Application of RTI to Norse Runes","SSK Zotero Resources","BMH3WDIL","Maeshowe: The Application of RTI to Norse Runes"
12800,"2KpJe6","Making Data Findable by being Citable - Tools","SSHopencloud Service Catalogue","209","Making Data Findable by being Citable - Tools"
45786,"x7YrGN","Mallet","TAPoR","197","Mallet"
45788,"4vZA0B","MALLET package for R","TAPoR","883","MALLET package for R"
40238,"9rngng","MaltParser","Language Resource Switchboard","MaltParser","MaltParser"
45789,"ClexAi","ManagedQ","TAPoR","1080","ManagedQ"
45790,"XsVXqR","ManageWP","TAPoR","844","ManageWP"
45795,"G2lYAK","Manifold","TAPoR","1578","Manifold"
28156,"Nick7K","Mann–Whitney U test","TAPoR","647","Mann–Whitney U test"
45797,"Ci9LBW","MantisBT","TAPoR","1386","MantisBT"
36246,"WdWATz","Manus online, Census of Manuscripts held in Italian libraries","SSK Zotero Resources","SNFR7WZG","Manus online, Census of Manuscripts held in Italian libraries"
49704,"MDguGI","Manuscript Desk",NA,NA,"Manuscript Desk"
45809,"PF7kct","Map Warper","TAPoR","994","Map Warper"
45799,"F1bGUi","MapAList","TAPoR","1538","MapAList"
45801,"LFE4PV","MapBox","TAPoR","1540","MapBox"
28073,"iqcaJU","MapCraft","TAPoR","820","MapCraft"
45803,"ihjPHs","MapHub","TAPoR","894","MapHub"
45804,"5pUogL","mapline","TAPoR","892","mapline"
48013,"Ctd5u5","Mapping Memory Manager",NA,NA,"Mapping Memory Manager"
45806,"YDaimD","MapStory","TAPoR","817","MapStory"
45807,"W6m9II","Mapstraction","TAPoR","1451","Mapstraction"
28200,"VvFB7t","MapTiler","TAPoR","803","MapTiler"
40878,"OK99rl","MapWarper","TAPoR","819","MapWarper"
45811,"sWm3gL","Markdown","TAPoR","1008","Markdown"
45813,"095Hw3","Massive Pixel Environment","TAPoR","225","Massive Pixel Environment"
45816,"SUKICV","MassMine","TAPoR","1638","MassMine"
36243,"fKWfiY","Material Evidence in Incunabula (MEI)","SSK Zotero Resources","V5WXVD5C","Material Evidence in Incunabula \(MEI\)"
45819,"UwZT1R","Matlab","TAPoR","1483","Matlab"
45823,"s2dhmD","MAXQDA","TAPoR","248","MAXQDA"
36234,"PvsYox","Maya \| Computer Animation \& Modeling Software \| Autodesk","SSK Zotero Resources","S8F3BTAK","Maya \\| Computer Animation \\& Modeling Software \\| Autodesk"
45825,"wvr0Vw","McGill Characterization Process - Alias Identifier","TAPoR","600","McGill Characterization Process - Alias Identifier"
45827,"CZy84j","McGill Characterization Process - Calculate Character Centrality","TAPoR","602","McGill Characterization Process - Calculate Character Centrality"
45829,"gqZGVm","McGill Characterization Process - Character Parser","TAPoR","599","McGill Characterization Process - Character Parser"
45831,"PQPtBr","McGill Characterization Process - Collocate Parser","TAPoR","601","McGill Characterization Process - Collocate Parser"
28399,"TftFnA","MDB Tool","TAPoR","928","MDB Tool"
45835,"IyA90O","Meandre","TAPoR","224","Meandre"
45838,"ZrbQfd","Media Share","TAPoR","691","Media Share"
45843,"YtUQE6","Mediathread","TAPoR","911","Mediathread"
45850,"rmTSoA","MediaWiki","TAPoR","1172","MediaWiki"
36957,"dhXFw8","Medieval Libraries of Great Britain","SSK Zotero Resources","CGGG2BTD","Medieval Libraries of Great Britain"
48092,"2BdfOq","MEI Friend",NA,NA,"MEI Friend"
48074,"68oN3V","MEI Garage",NA,NA,"MEI Garage"
48090,"4n69Z0","MEI Score Editor --MEISE","SSK Zotero Resources","B9DPXFQJ","MEI Score Editor --MEISE"
48085,"HnbpTx","MEI-Friend Package for Atom",NA,NA,"MEI-Friend Package for Atom"
48091,"GEVxr4","MEISE Native note editor for the MEI encoding format","SSK Zotero Resources","8BI9QW2M","MEISE Native note editor for the MEI encoding format"
27682,"nEcd6i","MEItoVexFlow","TAPoR","868","MEItoVexFlow"
28944,"v2gq4E","meiView","TAPoR","869","meiView"
45855,"XYiRD3","Meld","TAPoR","227","Meld"
45856,"fCdyBJ","Mellel","TAPoR","1167","Mellel"
45857,"uUK4JN","Mendeley","TAPoR","1187","Mendeley"
36990,"sXaPdJ","MerMEId -- Metadata Editor and Repository for MEI Data","SSK Zotero Resources","HA3HBEA6","MerMEId -- Metadata Editor and Repository for MEI Data"
36993,"05h28r","MerMEId. Tool for editing MEI header data","SSK Zotero Resources","NBYQEYUX","MerMEId. Tool for editing MEI header data"
36180,"2B2808","Mesh Optimization Using MeshLab - 3dmotive","SSK Zotero Resources","ZKB8P5HG","Mesh Optimization Using MeshLab - 3dmotive"
47735,"AdaVoH","MeshLab","SSK Zotero Resources","3JVDM8IA","MeshLab"
47734,"F8fsFP","Meshlab - Github","SSK Zotero Resources","6VV6SD4G","Meshlab - Github"
47737,"Ew8dCW","MeshLab Documentation","SSK Zotero Resources","9CWUJAX4","MeshLab Documentation"
45859,"oe6OLb","METS Page Turner","TAPoR","1459","METS Page Turner"
40340,"cbaJq8","MicMac",NA,NA,"MicMac"
36711,"jW7Juy","MicMac documentation","SSK Zotero Resources","PTW2WNUI","MicMac documentation"
45862,"pbWucM","Micro-EYEBALL","TAPoR","207","Micro-EYEBALL"
45864,"SQwQpD","Micro-OCP","TAPoR","214","Micro-OCP"
45866,"WoonuW","MicrOsiris","TAPoR","1482","MicrOsiris"
45867,"kV0Wcd","Miiget","TAPoR","1079","Miiget"
45869,"GE5fdp","minezy","TAPoR","536","minezy"
45872,"G9VCNE","Minitab","TAPoR","1481","Minitab"
45874,"sVQP9T","Minnesota Contextul Content Analysis (MCCA)","TAPoR","255","Minnesota Contextul Content Analysis \(MCCA\)"
48348,"w8AgEO","MIRABILE, Digital Archives for Medieval Culture","SSK Zotero Resources","KJLKJT69","MIRABILE, Digital Archives for Medieval Culture"
28416,"tvxlz9","MIT App Inventor","TAPoR","981","MIT App Inventor"
45877,"RlW9dY","MITRE Syntactic Analysis Procedure","TAPoR","395","MITRE Syntactic Analysis Procedure"
45878,"f932au","MIX 2.0","TAPoR","1617","MIX 2.0"
45881,"gwdENP","MMax2","TAPoR","1369","MMax2"
50086,"2doHeq","MMM Sampo - Mapping Manuscript Migrations",NA,NA,"MMM Sampo - Mapping Manuscript Migrations"
45883,"ruZnYa","Mnemomap","TAPoR","1078","Mnemomap"
36828,"GjUxgN","Modeling Laser-Material Interactions in COMSOL Multiphysics","SSK Zotero Resources","HIQ57ED7","Modeling Laser-Material Interactions in COMSOL Multiphysics"
45884,"yzYRfS","Modest Maps","TAPoR","1453","Modest Maps"
45886,"TyFyG4","MONK Project","TAPoR","1414","MONK Project"
15259,"yDGZMx","Morfeusz 2","Language Resource Switchboard","Morfeusz%202","Morfeusz 2"
45890,"jK6Nnh","Morfogen, Morffile/Morfword, Inflword (Version 2.0)","TAPoR","271","Morfogen, Morffile\/Morfword, Inflword \(Version 2.0\)"
45895,"5WR4o1","MorphAdorner","TAPoR","91","MorphAdorner"
40006,"l0RKUn","MorphoDiTa","EOSC Catalogue","lindatclariah-cz.morphodita","MorphoDiTa"
36999,"k1OIwa","MOVIDA","SSK Zotero Resources","4W7QUMZF","MOVIDA"
45900,"b1CNnQ","Mozdeh","TAPoR","628","Mozdeh"
45902,"DDQdJk","Mozenda","TAPoR","649","Mozenda"
40293,"cIP0cd","Mozilla Firefox",NA,NA,"Mozilla Firefox"
45903,"UXGdG8","Mozilla Thimble","TAPoR","985","Mozilla Thimble"
45904,"gzr6V7","Mr. Data Converter","TAPoR","629","Mr. Data Converter"
45906,"sSNM3d","Mukurtu CMS","TAPoR","768","Mukurtu CMS"
45911,"M4MFqT","Multiple Correspondence Analysis and Content Analysis","TAPoR","672","Multiple Correspondence Analysis and Content Analysis"
28638,"SdCJsn","Multiple enhancements to DiRT Directory (tools, reviews): see news reports beginning March 16","TAPoR","755","Multiple enhancements to DiRT Directory \(tools, reviews\): see news reports beginning March 16"
36192,"e7SMqp","MultiSpec A Freeware Multispectral Image Data Analysis System","SSK Zotero Resources","PJ88VREG","MultiSpec A Freeware Multispectral Image Data Analysis System"
45913,"yYw6Cr","Mural","TAPoR","1555","Mural"
48062,"GfOswz","MuseScore","TAPoR","898","MuseScore"
45920,"1Tv4jM","myHistro","TAPoR","899","myHistro"
45928,"TYZeeM","MyIndicators","TAPoR","718","MyIndicators"
45929,"ZNBuVy","myPeers","TAPoR","1186","myPeers"
45930,"7L7pZ0","MySQL","TAPoR","1210","MySQL"
45934,"K84ROK","MyStickies","TAPoR","1106","MyStickies"
48690,"4kOieI","NAKALA, a tool to expose research data",NA,NA,"NAKALA, a tool to expose research data"
39999,"jGJajT","NameTag","EOSC Catalogue","lindatclariah-cz.nametag","NameTag"
28869,"71u2vE","nanoc","TAPoR","917","nanoc"
45935,"DDDPOb","Naoyun","TAPoR","630","Naoyun"
45936,"uxP8ac","Natural Language Toolkit","TAPoR","1291","Natural Language Toolkit"
28540,"v5Zssr","Nature mobile","TAPoR","1159","Nature mobile"
45938,"IfRl2P","Navicat for MySQL","TAPoR","1431","Navicat for MySQL"
48679,"9sVdsB","Neatline","TAPoR","306","Neatline"
29352,"wf2NAb","NeMO NeDiMAH Methods Ontology",NA,NA,"NeMO NeDiMAH Methods Ontology"
45944,"GyT3gA","Neo4j Console","TAPoR","565","Neo4j Console"
45947,"1WdI7t","NeOn Toolkit","TAPoR","362","NeOn Toolkit"
15261,"8YmECL","NER NLTK","Language Resource Switchboard","NER%20NLTK","NER NLTK"
36807,"ifbGOh","NERD: Named Entity Recognition and Disambiguation","SSK Zotero Resources","35LQP6YP","NERD: Named Entity Recognition and Disambiguation"
45949,"zYHsED","Nerf","TAPoR","1584","Nerf"
45951,"4i8bUb","NetDraw","TAPoR","567","NetDraw"
45955,"UYMyNK","Netlytic","TAPoR","467","Netlytic"
45958,"TnbvRb","NETMET","TAPoR","206","NETMET"
45959,"ECrL93","Netvibes","TAPoR","1418","Netvibes"
45961,"1cl68i","Netvizz","TAPoR","456","Netvizz"
45963,"cLajJB","NetvizzToSentiStrength","TAPoR","457","NetvizzToSentiStrength"
45965,"GUFCrZ","NetworkX","TAPoR","568","NetworkX"
35742,"nRLBSG","Neuma Quality dashboard","SSK Zotero Resources","U9RU3G53","Neuma Quality dashboard"
45968,"zyrFBP","NewRadial (INKE)","TAPoR","340","NewRadial \(INKE\)"
45970,"8CitB5","Ngram Statistics Package (NSP)","TAPoR","385","Ngram Statistics Package \(NSP\)"
45971,"YcxVxL","Ning","TAPoR","1139","Ning"
35691,"iO9k1Y","NIST Atomic Spectra Database Lines Form","SSK Zotero Resources","JDUB296N","NIST Atomic Spectra Database Lines Form"
45972,"upFY8T","NITE XML Toolkit (NXT)","TAPoR","274","NITE XML Toolkit \(NXT\)"
15262,"xDmwyc","NLP-HUB (multiple NER tools)","Language Resource Switchboard","NLP-HUB%20(multiple%20NER%20tools)","NLP-HUB \(multiple NER tools\)"
45974,"bUBtwY","NLTK 3.3 (Natural Language Toolkit)","TAPoR","92","NLTK 3.3 \(Natural Language Toolkit\)"
36408,"jVsjJ0","NLTK book","SSK Zotero Resources","DGP8ELW7","NLTK book"
45976,"YFlo1Q","NodeBox","TAPoR","518","NodeBox"
48489,"Z49P9t","nodegoat","TAPoR","570","nodegoat"
45988,"1MMf0s","NodeXL",NA,NA,"NodeXL"
27820,"TkvFkW","NodeXL Network Graphs","TAPoR","891","NodeXL Network Graphs"
45989,"KQur8k","Nomenklatura","TAPoR","882","Nomenklatura"
27969,"SgcDsB","Nominatim","TAPoR","1056","Nominatim"
45998,"GTk4Hr","NoodleTools","TAPoR","1185","NoodleTools"
46003,"Xwl69H","Nota Bene (NB)","TAPoR","893","Nota Bene \(NB\)"
46005,"t6et8b","Notational Velocity","TAPoR","1105","Notational Velocity"
46006,"mW87Mr","NoteBook","TAPoR","1127","NoteBook"
46007,"vpS3gp","Noteflight","TAPoR","791","Noteflight"
46009,"Enl5NF","Noter","TAPoR","1158","Noter"
46018,"Zqq6h6","NowComment","TAPoR","836","NowComment"
46025,"E63PlZ","NVivo","TAPoR","242","NVivo"
49646,"FDey9y","OCR4all Optical Character Recognition (and more) for everyone",NA,NA,"OCR4all Optical Character Recognition \(and more\) for everyone"
36492,"5jMQ6a","Offline Getting Started and Manual (pdf)","SSK Zotero Resources","YMBX2XM2","Offline Getting Started and Manual \(pdf\)"
46028,"D4kcN0","Old Bailey Data Warehousing Interface","TAPoR","161","Old Bailey Data Warehousing Interface"
46030,"sbrHel","Old Maps Online","TAPoR","815","Old Maps Online"
48602,"veS7n4","OLiA ontologies","SSK Zotero Resources","78U8XZ2L","OLiA ontologies"
48210,"Ov8Pwn","Omeka",NA,NA,"Omeka"
46034,"QGsf6v","Omeka.net","TAPoR","1447","Omeka.net"
28259,"21hiHP","OmniFocus","TAPoR","1425","OmniFocus"
46038,"ovao3B","OmniGraffle","TAPoR","1010","OmniGraffle"
46040,"3QBtXR","OmniPage","TAPoR","1213","OmniPage"
46048,"m1HRMn","OneNote","TAPoR","1104","OneNote"
46049,"eG1HXL","Onodo","TAPoR","720","Onodo"
47901,"SG7WGa","Ontop",NA,NA,"Ontop"
46051,"6qeJSs","OntoViz","TAPoR","361","OntoViz"
46057,"ZZq301","OPCOL","TAPoR","278","OPCOL"
7211,"MF0Za8","Open Archives Initiative Protocol for Metadata Harvesting","SSK Zotero Resources","VEAVKF6S","Open Archives Initiative Protocol for Metadata Harvesting"
29001,"NuqPfC","Open Attribute","TAPoR","1050","Open Attribute"
46060,"MHE8cr","Open Conference Systems","TAPoR","1420","Open Conference Systems"
46068,"3Lswps","Open Harvester Systems","TAPoR","1421","Open Harvester Systems"
46071,"4g9hEL","Open Journal Systems","TAPoR","1422","Open Journal Systems"
46081,"ROkULj","Open Science Framework","TAPoR","742","Open Science Framework"
36345,"3OLou6","Open Source, Distributed, RESTful Search Engine. Contribute to elastic/elasticsearch development by creating an account on GitHub","SSK Zotero Resources","AF3ABSVQ","Open Source, Distributed, RESTful Search Engine. Contribute to elastic\/elasticsearch development by creating an account on GitHub"
47702,"ex6SOR","OpenAtlas",NA,NA,"OpenAtlas"
47728,"5mpQoK","OpenCOLLADA","SSK Zotero Resources","XRZPJFHZ","OpenCOLLADA"
46064,"9qjqs4","OpenETD","TAPoR","1004","OpenETD"
47741,"8wMkbO","OpenFlipper","SSK Zotero Resources","PC9CB7XV","OpenFlipper"
47742,"YqjUYN","OpenFlipper Developer Documentation","SSK Zotero Resources","ZAGUFDQJ","OpenFlipper Developer Documentation"
47743,"NFk1dB","OpenFlipper-Free","SSK Zotero Resources","24BZD9VJ","OpenFlipper-Free"
46073,"aQjhJk","OpenLayers","TAPoR","1452","OpenLayers"
46074,"y9sDZE","OpenOffice","TAPoR","1166","OpenOffice"
48669,"hpBfcf","OpenRefine","TAPoR","296","OpenRefine"
36522,"g9iZWu","OpenSpace3D","SSK Zotero Resources","XAXD7Z22","OpenSpace3D"
47824,"FrXV0N","Opentheso",NA,NA,"Opentheso"
39998,"WPg7Ya","OPERAS Certification (DOAB)","EOSC Catalogue","doabf.operas_certification","OPERAS Certification \(DOAB\)"
40993,"5YAUrd","OPERAS Research for Society (Hypotheses)",NA,NA,"OPERAS Research for Society \(Hypotheses\)"
46084,"k6eli4","Oracle Database","TAPoR","1256","Oracle Database"
