"ssh.id","ssh.label","tapor.id","wd.item","wd.item.tadirah","tadirah.uri"
"249","Gd6xsp","ATLAS.ti","184","Q3628244","Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"250","abRIUx","Atom",NA,NA,"Q5375490","https://vocabs.dariah.eu/tadirah/encoding"
"251","bhZPRG","Atomic spectral line database",NA,NA,NA,NA
"252","xulHux","Attensity","1390",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"253","xulHux","Attensity","1390",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"254","MGZtAz","Audacity","1028","Q191782","Q1783551","https://vocabs.dariah.eu/tadirah/converting"
"255","MGZtAz","Audacity","1028","Q191782","Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"256","MGZtAz","Audacity","1028","Q191782","Q1172378","https://vocabs.dariah.eu/tadirah/dataCleansing"
"257","MGZtAz","Audacity","1028","Q191782","Q13557414","https://vocabs.dariah.eu/tadirah/recording"
"258","wLzD4H","Audio Survey Module Questionnaire and Fieldwork Implementation Guideline",NA,NA,NA,NA
"259","5yqOoe","Audiotool",NA,NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"260","5yqOoe","Audiotool",NA,NA,"Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"261","5yqOoe","Audiotool",NA,NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"262","5yqOoe","Audiotool",NA,NA,"Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"263","wL7BKR","Augmented Notes","867",NA,NA,NA
"264","GUFCrZ","NetworkX","568",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"265","GUFCrZ","NetworkX","568",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"266","GUFCrZ","NetworkX","568",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"267","nRLBSG","Neuma Quality dashboard",NA,NA,NA,NA
"268","zyrFBP","NewRadial (INKE)","340",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"269","zyrFBP","NewRadial (INKE)","340",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"270","zyrFBP","NewRadial (INKE)","340",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"271","zyrFBP","NewRadial (INKE)","340",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"272","8CitB5","Ngram Statistics Package (NSP)","385",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"273","YcxVxL","Ning","1139",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"274","iO9k1Y","NIST Atomic Spectra Database Lines Form",NA,NA,NA,NA
"275","upFY8T","NITE XML Toolkit (NXT)","274",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"276","xDmwyc","NLP-HUB (multiple NER tools)",NA,NA,"Q403574","https://vocabs.dariah.eu/tadirah/namedEntityRecognition"
"277","bUBtwY","NLTK 3.3 (Natural Language Toolkit)","92",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"278","bUBtwY","NLTK 3.3 (Natural Language Toolkit)","92",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"279","jVsjJ0","NLTK book",NA,NA,NA,NA
"280","YFlo1Q","NodeBox","518","Q3342633","Q1116876","https://vocabs.dariah.eu/tadirah/modeling"
"281","YFlo1Q","NodeBox","518","Q3342633","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"282","YFlo1Q","NodeBox","518","Q3342633","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"283","YFlo1Q","NodeBox","518","Q3342633","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"284","YFlo1Q","NodeBox","518","Q3342633","Q12713609","https://vocabs.dariah.eu/tadirah/imaging"
"285","Z49P9t","nodegoat","570",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"286","Z49P9t","nodegoat","570",NA,"Q4417999","https://vocabs.dariah.eu/tadirah/networkAnalysis"
"287","Z49P9t","nodegoat","570",NA,"Q1938983","https://vocabs.dariah.eu/tadirah/spatialAnalysis"
"288","Z49P9t","nodegoat","570",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"289","Z49P9t","nodegoat","570",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"290","Z49P9t","nodegoat","570",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"291","Z49P9t","nodegoat","570",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"292","Z49P9t","nodegoat","570",NA,"Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"293","Z49P9t","nodegoat","570",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"294","Z49P9t","nodegoat","570",NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"295","Z49P9t","nodegoat","570",NA,"Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"296","Z49P9t","nodegoat","570",NA,"Q194105","https://vocabs.dariah.eu/tadirah/editing"
"297","Z49P9t","nodegoat","570",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"298","Z49P9t","nodegoat","570",NA,"Q10418049","https://vocabs.dariah.eu/tadirah/archiving"
"299","Z49P9t","nodegoat","570",NA,"Q123783460","https://vocabs.dariah.eu/tadirah/commenting"
"300","Z49P9t","nodegoat","570",NA,"Q11024","https://vocabs.dariah.eu/tadirah/communicating"
"301","Z49P9t","nodegoat","570",NA,"Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"302","Z49P9t","nodegoat","570",NA,"Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"303","Z49P9t","nodegoat","570",NA,"Q275969","https://vocabs.dariah.eu/tadirah/crowdsourcing"
"304","Z49P9t","nodegoat","570",NA,"Q123783454","https://vocabs.dariah.eu/tadirah/contextualizing"
"305","Z49P9t","nodegoat","570",NA,"Q123783459","https://vocabs.dariah.eu/tadirah/designing"
"306","Z49P9t","nodegoat","570",NA,"Q123783456","https://vocabs.dariah.eu/tadirah/relationalAnalysis"
"307","Z49P9t","nodegoat","570",NA,"Q3265221","https://vocabs.dariah.eu/tadirah/identifying"
"308","1MMf0s","NodeXL",NA,NA,"Q4417999","https://vocabs.dariah.eu/tadirah/networkAnalysis"
"309","1MMf0s","NodeXL",NA,NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"310","1MMf0s","NodeXL",NA,NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"311","1MMf0s","NodeXL",NA,NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"312","1MMf0s","NodeXL",NA,NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"313","1MMf0s","NodeXL",NA,NA,"Q21124681","https://vocabs.dariah.eu/tadirah/blogging"
"314","TkvFkW","NodeXL Network Graphs","891",NA,"Q4417999","https://vocabs.dariah.eu/tadirah/networkAnalysis"
"315","KQur8k","Nomenklatura","882",NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"316","KQur8k","Nomenklatura","882",NA,"Q194105","https://vocabs.dariah.eu/tadirah/editing"
"317","KQur8k","Nomenklatura","882",NA,"Q1172378","https://vocabs.dariah.eu/tadirah/dataCleansing"
"318","SgcDsB","Nominatim","1056","Q67078785",NA,NA
"319","GTk4Hr","NoodleTools","1185",NA,"Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"320","GTk4Hr","NoodleTools","1185",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"321","GTk4Hr","NoodleTools","1185",NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"322","GTk4Hr","NoodleTools","1185",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"323","GTk4Hr","NoodleTools","1185",NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"324","GTk4Hr","NoodleTools","1185",NA,"Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"325","GTk4Hr","NoodleTools","1185",NA,"Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"326","GTk4Hr","NoodleTools","1185",NA,"Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"327","GTk4Hr","NoodleTools","1185",NA,"Q110484020","https://vocabs.dariah.eu/tadirah/writing"
"328","GTk4Hr","NoodleTools","1185",NA,"Q10418049","https://vocabs.dariah.eu/tadirah/archiving"
"329","Xwl69H","Nota Bene (NB)","893",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"330","Xwl69H","Nota Bene (NB)","893",NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"331","Xwl69H","Nota Bene (NB)","893",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"332","Xwl69H","Nota Bene (NB)","893",NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"333","t6et8b","Notational Velocity","1105",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"334","mW87Mr","NoteBook","1127",NA,"Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"335","mW87Mr","NoteBook","1127",NA,"Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"336","vpS3gp","Noteflight","791","Q113167937","Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"337","vpS3gp","Noteflight","791","Q113167937","Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"338","Enl5NF","Noter","1158",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"339","Enl5NF","Noter","1158",NA,"Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"340","Zqq6h6","NowComment","836",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"341","Zqq6h6","NowComment","836",NA,"Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"342","Zqq6h6","NowComment","836",NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"343","Zqq6h6","NowComment","836",NA,"Q194105","https://vocabs.dariah.eu/tadirah/editing"
"344","Zqq6h6","NowComment","836",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"345","Zqq6h6","NowComment","836",NA,"Q123783460","https://vocabs.dariah.eu/tadirah/commenting"
"346","Zqq6h6","NowComment","836",NA,"Q11024","https://vocabs.dariah.eu/tadirah/communicating"
"347","Zqq6h6","NowComment","836",NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"348","Zqq6h6","NowComment","836",NA,"Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"349","E63PlZ","NVivo","242","Q6955723","Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"350","E63PlZ","NVivo","242","Q6955723","Q4417999","https://vocabs.dariah.eu/tadirah/networkAnalysis"
"351","E63PlZ","NVivo","242","Q6955723","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"352","E63PlZ","NVivo","242","Q6955723","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"353","E63PlZ","NVivo","242","Q6955723","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"354","E63PlZ","NVivo","242","Q6955723","Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"355","E63PlZ","NVivo","242","Q6955723","Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"356","E63PlZ","NVivo","242","Q6955723","Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"357","E63PlZ","NVivo","242","Q6955723","Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"358","FDey9y","OCR4all Optical Character Recognition (and more) for everyone",NA,NA,"Q167555","https://vocabs.dariah.eu/tadirah/opticalCharacterRecognition"
"359","5jMQ6a","Offline Getting Started and Manual (pdf)",NA,NA,NA,NA
"360","D4kcN0","Old Bailey Data Warehousing Interface","161",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"361","D4kcN0","Old Bailey Data Warehousing Interface","161",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"362","D4kcN0","Old Bailey Data Warehousing Interface","161",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"363","D4kcN0","Old Bailey Data Warehousing Interface","161",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"364","sbrHel","Old Maps Online","815","Q110062176","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"365","sbrHel","Old Maps Online","815","Q110062176","Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"366","sbrHel","Old Maps Online","815","Q110062176","Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"367","veS7n4","OLiA ontologies",NA,NA,NA,NA
"368","Ov8Pwn","Omeka",NA,NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"369","Ov8Pwn","Omeka",NA,NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"370","Ov8Pwn","Omeka",NA,NA,"Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"371","Ov8Pwn","Omeka",NA,NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"372","Ov8Pwn","Omeka",NA,NA,"Q10418049","https://vocabs.dariah.eu/tadirah/archiving"
"373","Ov8Pwn","Omeka",NA,NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"374","Ov8Pwn","Omeka",NA,NA,"Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"375","Ov8Pwn","Omeka",NA,NA,"Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"376","Ov8Pwn","Omeka",NA,NA,"Q207714","https://vocabs.dariah.eu/tadirah/transcribing"
"377","Ov8Pwn","Omeka",NA,NA,"Q386275","https://vocabs.dariah.eu/tadirah/webDevelopment"
"378","QGsf6v","Omeka.net","1447","Q98732070","Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"379","QGsf6v","Omeka.net","1447","Q98732070","Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"380","QGsf6v","Omeka.net","1447","Q98732070","Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"381","QGsf6v","Omeka.net","1447","Q98732070","Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"382","21hiHP","OmniFocus","1425","Q1480798",NA,NA
"383","ovao3B","OmniGraffle","1010","Q1074892","Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"384","ovao3B","OmniGraffle","1010","Q1074892","Q1116876","https://vocabs.dariah.eu/tadirah/modeling"
"385","ovao3B","OmniGraffle","1010","Q1074892","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"386","ovao3B","OmniGraffle","1010","Q1074892","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"387","ovao3B","OmniGraffle","1010","Q1074892","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"388","ovao3B","OmniGraffle","1010","Q1074892","Q15756478","https://vocabs.dariah.eu/tadirah/interpreting"
"389","ovao3B","OmniGraffle","1010","Q1074892","Q123783459","https://vocabs.dariah.eu/tadirah/designing"
"390","3QBtXR","OmniPage","1213","Q3227436","Q59155052","https://vocabs.dariah.eu/tadirah/scanning"
"391","m1HRMn","OneNote","1104","Q706480","Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"392","m1HRMn","OneNote","1104","Q706480","Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"393","m1HRMn","OneNote","1104","Q706480","Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"394","m1HRMn","OneNote","1104","Q706480","Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"395","m1HRMn","OneNote","1104","Q706480","Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"396","m1HRMn","OneNote","1104","Q706480","Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"397","m1HRMn","OneNote","1104","Q706480","Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"398","m1HRMn","OneNote","1104","Q706480","Q110484020","https://vocabs.dariah.eu/tadirah/writing"
"399","eG1HXL","Onodo","720",NA,"Q4417999","https://vocabs.dariah.eu/tadirah/networkAnalysis"
"400","eG1HXL","Onodo","720",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"401","eG1HXL","Onodo","720",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"402","eG1HXL","Onodo","720",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"403","eG1HXL","Onodo","720",NA,"Q11024","https://vocabs.dariah.eu/tadirah/communicating"
"404","eG1HXL","Onodo","720",NA,"Q123783456","https://vocabs.dariah.eu/tadirah/relationalAnalysis"
"405","SG7WGa","Ontop",NA,NA,"Q370502","https://vocabs.dariah.eu/tadirah/mapping"
"406","6qeJSs","OntoViz","361",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"407","6qeJSs","OntoViz","361",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"408","6qeJSs","OntoViz","361",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"409","ZZq301","OPCOL","278",NA,"Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"410","ZZq301","OPCOL","278",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"411","ZZq301","OPCOL","278",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"412","ZZq301","OPCOL","278",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"413","ZZq301","OPCOL","278",NA,"Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"414","MF0Za8","Open Archives Initiative Protocol for Metadata Harvesting",NA,NA,NA,NA
"415","ex6SOR","OpenAtlas",NA,NA,"Q2330408","https://vocabs.dariah.eu/tadirah/dataMapping"
"416","NuqPfC","Open Attribute","1050",NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"417","5mpQoK","OpenCOLLADA",NA,NA,NA,NA
"418","MHE8cr","Open Conference Systems","1420","Q6051240","Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"419","MHE8cr","Open Conference Systems","1420","Q6051240","Q11024","https://vocabs.dariah.eu/tadirah/communicating"
"420","MHE8cr","Open Conference Systems","1420","Q6051240","Q386275","https://vocabs.dariah.eu/tadirah/webDevelopment"
"421","9qjqs4","OpenETD","1004",NA,"Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"422","9qjqs4","OpenETD","1004",NA,"Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"423","9qjqs4","OpenETD","1004",NA,"Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"424","9qjqs4","OpenETD","1004",NA,"Q194105","https://vocabs.dariah.eu/tadirah/editing"
"425","9qjqs4","OpenETD","1004",NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"426","9qjqs4","OpenETD","1004",NA,"Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"427","9qjqs4","OpenETD","1004",NA,"Q207714","https://vocabs.dariah.eu/tadirah/transcribing"
"428","9qjqs4","OpenETD","1004",NA,"Q13557414","https://vocabs.dariah.eu/tadirah/recording"
"429","8wMkbO","OpenFlipper",NA,NA,NA,NA
"430","YqjUYN","OpenFlipper Developer Documentation",NA,NA,NA,NA
"431","NFk1dB","OpenFlipper-Free",NA,NA,NA,NA
"432","3Lswps","Open Harvester Systems","1421",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"433","3Lswps","Open Harvester Systems","1421",NA,"Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"434","3Lswps","Open Harvester Systems","1421",NA,"Q10418049","https://vocabs.dariah.eu/tadirah/archiving"
"435","4g9hEL","Open Journal Systems","1422","Q1710177","Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"436","4g9hEL","Open Journal Systems","1422","Q1710177","Q194105","https://vocabs.dariah.eu/tadirah/editing"
"437","4g9hEL","Open Journal Systems","1422","Q1710177","Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"438","aQjhJk","OpenLayers","1452","Q736666","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"439","aQjhJk","OpenLayers","1452","Q736666","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"440","aQjhJk","OpenLayers","1452","Q736666","Q386275","https://vocabs.dariah.eu/tadirah/webDevelopment"
"441","y9sDZE","OpenOffice","1166","Q511977","Q110484020","https://vocabs.dariah.eu/tadirah/writing"
"442","hpBfcf","OpenRefine","296","Q5583871","Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"443","hpBfcf","OpenRefine","296","Q5583871","Q194105","https://vocabs.dariah.eu/tadirah/editing"
"444","hpBfcf","OpenRefine","296","Q5583871","Q1172378","https://vocabs.dariah.eu/tadirah/dataCleansing"
"445","hpBfcf","OpenRefine","296","Q5583871","Q65757353","https://vocabs.dariah.eu/tadirah/transformation"
"446","ROkULj","Open Science Framework","742","Q18691678","Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"447","ROkULj","Open Science Framework","742","Q18691678","Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"448","ROkULj","Open Science Framework","742","Q18691678","Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"449","ROkULj","Open Science Framework","742","Q18691678","Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"450","ROkULj","Open Science Framework","742","Q18691678","Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"451","ROkULj","Open Science Framework","742","Q18691678","Q10418049","https://vocabs.dariah.eu/tadirah/archiving"
"452","ROkULj","Open Science Framework","742","Q18691678","Q123783460","https://vocabs.dariah.eu/tadirah/commenting"
"453","ROkULj","Open Science Framework","742","Q18691678","Q11024","https://vocabs.dariah.eu/tadirah/communicating"
"454","ROkULj","Open Science Framework","742","Q18691678","Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
