tool_id,data_tapor,repository_tapor,url_tapor,name_tapor-api,detail,name,QId,url_image,star_average,_ - tools - _ - attribute_value_ids - attribute_value_ids,_ - attribute_values - _ - id,_ - attribute_values - _ - name
,,,,,,,,,,,,
794,,,,,"Crochet Charts is software for creating charts in symbol crochet. It is designed to be easy enough for the hobbyist to use, while also being powerful enough for the professional.",Crochet Charts,,,0,,,
795,"{""id"":795,""user_id"":1,""name"":""SpatialNote"",""detail"":""\u003cp\u003eSpatialNote is a 3D note-taking software. The workspace consists of cubes. SpatialNote allows for working with details from the inside the cube view, and with the big picture from the outside structure view. The idea behind making a 3D note-taking solution is to include spatial memory into the process, and boost memorization by implicit spatial metaphors.The application doesn't require any special skills in 3D.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/795.jpg"",""creators_name"":""SpatialNote"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":null,""last_updated"":null,""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/1/795-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,SpatialNote,"SpatialNote is a 3D note-taking software. The workspace consists of cubes. SpatialNote allows for working with details from the inside the cube view, and with the big picture from the outside structure view. The idea behind making a 3D note-taking solution is to include spatial memory into the process, and boost memorization by implicit spatial metaphors.The application doesn't require any special skills in 3D.",SpatialNote,,https://tapor.ca/images/tools/1/795.jpg,0,,,
796,"{""id"":796,""user_id"":1,""name"":""Quirkos"",""detail"":""\u003cp\u003eText analysis software aimed at beginners to qualitative research, and using live visualizations as the interface. Quirkos supports standard code-and-retrieve operations, searches and queries on the data, and can visualize connections between topics and themes. \u003c/p\u003e\u003cp\u003eFind more information at http://www.quirkos.com/qualitative-data-analysis-software.html\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/796.jpg"",""creators_name"":""Quirkos"",""creators_email"":""info@quirkos.com"",""creators_url"":null,""star_average"":0.0,""url"":""https://www.quirkos.com/"",""last_updated"":""2018-09-28"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/1/796-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://www.quirkos.com/,Quirkos,"Text analysis software aimed at beginners to qualitative research, and using live visualizations as the interface. Quirkos supports standard code-and-retrieve operations, searches and queries on the data, and can visualize connections between topics and themes. Find more information at http://www.quirkos.com/qualitative-data-analysis-software.html",Quirkos,Q30633354,https://tapor.ca/images/tools/1/796.jpg,0,4,,
,,,,,,,,,,89,,
797,"{""id"":797,""user_id"":1,""name"":""Prismatic"",""detail"":""\u003cp\u003eContent curation and topic discovery website based primarily on publishers the user follows through social media.\u003c/p\u003e\u003cp\u003eUpon signing up, users are asked to select a number of topics that fall within their fields of interest. Relevant content is shown in a vertical feed. Users have the option to recommend, comment, share, remove the content from their feed, or save it. Prismatic \""learns\"" from your behaviour which topics and publishers are of most interest to you. They say the more people who use it the better it gets, as recommendations figure greatly into popularity rankings. There are no human editors, just algorithms.\u003c/p\u003e\u003cp\u003ePromoted features include connecting with communities who share your interests, learning from users who work in your field, the ability to share your discoveries with friends, and taking a \""deep dive on any topic.\""\u003c/p\u003e\u003cp\u003eAccording to Aria Haghighi, one of the founders \""...we have an architecture similar to a search engine: polling and crawling the open web and activity on social networks.\"" A 2013 article on Slate.com refers to Prismatic as \""the world's smartest news reader\"". It's a good addition to other search and curation tools such as Google Alerts and saved Twitter hashtag searches. It aims to be better than the rest through use of parameters that are not static; it adjusts to your preferences as well as trending content on other social media sites.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/797.jpg"",""creators_name"":""Bradford Cross, Aria Haghighi"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":null,""last_updated"":null,""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/1/797-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,Prismatic,"Content curation and topic discovery website based primarily on publishers the user follows through social media.Upon signing up, users are asked to select a number of topics that fall within their fields of interest. Relevant content is shown in a vertical feed. Users have the option to recommend, comment, share, remove the content from their feed, or save it. Prismatic ""learns"" from your behaviour which topics and publishers are of most interest to you. They say the more people who use it the better it gets, as recommendations figure greatly into popularity rankings. There are no human editors, just algorithms.Promoted features include connecting with communities who share your interests, learning from users who work in your field, the ability to share your discoveries with friends, and taking a ""deep dive on any topic.""According to Aria Haghighi, one of the founders ""...we have an architecture similar to a search engine: polling and crawling the open web and activity on social networks."" A 2013 article on Slate.com refers to Prismatic as ""the world's smartest news reader"". It's a good addition to other search and curation tools such as Google Alerts and saved Twitter hashtag searches. It aims to be better than the rest through use of parameters that are not static; it adjusts to your preferences as well as trending content on other social media sites.",Prismatic,Q7245690,https://tapor.ca/images/tools/1/797.jpg,0,86,,
798,"{""id"":798,""user_id"":1,""name"":""Zotero"",""detail"":""\u003cp\u003eZotero is a free tool that collects, manages and cites research sources. It stays on your web browser where you do your work and it's easy to use. It's being downloaded as a firefox extension, used with the chrome and safari browsers or used as a standalone tool. It allows you to attach pdfs, notes and images to your citations, organise them into easily searchable collections for different projects, and open office using any of over 2800 citation styles. references can be added to a zotero library in many different ways: directly from databases, journal websites, google scholar or the library catalogue, by referencing file import ( for example from an Endnote library), by dragging in pdfs from your hard drive, and by entering them manually.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/798.jpg"",""creators_name"":""Roy Rosenzweig Center for History and New Media (CHNM)"",""creators_email"":null,""creators_url"":""https://rrchnm.org/"",""star_average"":5.0,""url"":""https://www.zotero.org/"",""last_updated"":""2018-10-19"",""nature"":""tool"",""language"":null,""code"":null,""repository"":""https://github.com/zotero/zotero"",""thumb_url"":""images/tools/1/798-thumb.jpg"",""rating_count"":1,""recipes"":""""}",https://github.com/zotero/zotero,https://www.zotero.org/,Zotero,"Zotero is a free tool that collects, manages and cites research sources. It stays on your web browser where you do your work and it's easy to use. It's being downloaded as a firefox extension, used with the chrome and safari browsers or used as a standalone tool. It allows you to attach pdfs, notes and images to your citations, organise them into easily searchable collections for different projects, and open office using any of over 2800 citation styles. references can be added to a zotero library in many different ways: directly from databases, journal websites, google scholar or the library catalogue, by referencing file import ( for example from an Endnote library), by dragging in pdfs from your hard drive, and by entering them manually.",Zotero,Q226915,https://tapor.ca/images/tools/1/798.jpg,5,85,,
,,,,,,,,,,89,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
799,"{""id"":799,""user_id"":1,""name"":""Doodle"",""detail"":""\u003cp\u003eDoodle is an online scheduling tool to help collaborators find a common time to meet. An organizer can set up a number of proposed meeting times and send a survey to participants who indicate availability. The free version offers scheduling and the option for a MeetMe page, which allows users to see your available time slots; paid versions include options such as calendar integration, automatic reminders, SSL encryption, and seeing who is missing. Private plans are $39 a year and business/group plans vary in price, which is dependent on the number of Doodle organizers. Ideal for team work planning and easy to use.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/799.jpg"",""creators_name"":"""",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""https://doodle.com/"",""last_updated"":""2019-09-26"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/1/799-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://doodle.com/,Doodle,"Doodle is an online scheduling tool to help collaborators find a common time to meet. An organizer can set up a number of proposed meeting times and send a survey to participants who indicate availability. The free version offers scheduling and the option for a MeetMe page, which allows users to see your available time slots; paid versions include options such as calendar integration, automatic reminders, SSL encryption, and seeing who is missing. Private plans are $39 a year and business/group plans vary in price, which is dependent on the number of Doodle organizers. Ideal for team work planning and easy to use.",doodle.com,Q1242413,https://tapor.ca/images/tools/1/799.jpg,0,1,,
800,,,,,"For the purposes of review, I have chosen a tool called 'Ainm.ie'. It is an online database which consists of approximately 1700 biographies for individuals who have made a significant contribution to the Irish language over the past 5 centuries. My goal is to use it as a resource for my dissertation ("" 'Sun Tzu Is Ainm Dom': Ireland's Language and Its Military Diaspora""). To that end, I have been searching Ainm.ie for figures connected to both the Irish language and military history. So far, I have searched for individuals based on the following criteria:1: Each candidate must have a connection to Irish military history (a field which is at times difficult to separate from overall military history).2: Definition of a connection: a person of Irish descent who has engaged in military service on behalf of a foreign power in an army, marine (in the case of Britain or the US), naval or air capacity.3: If an individual is related to a figure who has engaged in such activities, this is also acceptable.4: Also counted amongst my choices are individuals who have aided war efforts in civilian capacities, e.g. propaganda campaigns, recruitment  drives, diplomacy or intelligence work.5: They must also have made a positive contribution to the Irish language, or have used it to some extent during wartime.6: The (surprisingly large) number of people with no Irish connection but who have served in military conflicts will not be included for the purposes of this particular study.7: Those who may have served in the Irish army are not mentioned as I do not count them as part of the military diaspora.Based upon said qualifications, I have chosen 90 people (so far). In order to understand my choice of Ainm.ie as a research tool, it is first necessary to understand my reasons for choosing my research topic. I want (insofar as it's possible) to tell the story of Irish speakers at war, because it's something which I feel has been neglected. Because this is a very much a niche topic, it has proven impossible for me to rely solely on conventional digital tools. Simply typing the phrase 'Irish (or Gaelic) speakers in the British (or American/French/, etc.) army' into Google, Google Scholar or DuckDuckGo does not guarantee a result. It has even been necessary for much of the time to consult non-digital resources. Since my goal has been to create a digital artifact using any and all means at my disposal, I have had to content myself with a lack of digital tools at my disposal. Ainm.ie has, however, been an exception due to the sheer volume of information it contains. Here is a breakdown of how the site's functions relevant to my work:Search engineThis is the most basic function on the sight and it has the standard function of any website search engine. Beneath it, there is another search button for more specialized searches involving 'keywords' and 'phrases'. I have used this many times for military terms such as 'soldier(s)', 'war(s)', 'military', 'regiment(s)', 'brigade(s)', etc. The site is mostly in Irish. Changes in spelling and grammar are important when deciding what phrase to search for. Take for example if one searches for the phrase briogáid (the Irish for 'brigade' in the nominative case), the same results will usually be yielded if he/she uses bhriogáid (the dative case equivalent).Alphabetical listThis enables the user to search for individuals by the first letter of their surname. Highly useful, but a distinction must be made between ""Ó"" and ""O' "" at the start of some names, and also between names rendered wholly in Irish or English.ThemesSearches can be carried under the following headings: placenames, works, the Gaelic League, educational institutions, professions and political parties. In my view, this section has its drawbacks because the part dealing with placenames is limited insofar as one cannot search for South Africa, even though references are made to the Boer War. The 'professions' search is also problematic, because although one can find 'SMYTHE, William James' under the title 'soldier', because he is tagged as such in his entry's information box (see next entry), having spent a good deal of his life in the Royal Artillery. Ó FLAITHEARTA, Liam cannot be found under same, because even though he fought in the Irish Guards during the First World War, he is not tagged as a soldier. The reasons for such distinctions are not made clear. Ó Flaithearta left the army after the war. Ó CATHÁIN, Seán (1889–1948) was in the US army at the same time, and left the army after the war, but he is tagged with Smythe.Information boxEach individual biographical entry contains a box on the left-hand corner containing basic details such as place of birth, gender, school, higher education and writer. The place of birth section because it provides a link to 'logainm.ie', a website which provides information in both English and Irish regarding Irish placenames. Some entries also contain a profession section, where those with similar professions are usually tagged together, but with some exceptions (see previous entry)In spite of the few disadvantages outlined above, I have found 'Ainm.ie' to be the best digital for my subject matter so far. As it is my intention to create a digital artifact on the links between the Irish language and military history, it has been an invaluable aid for biographical details.",An Bunachar Náisiúnta Beathaisnéisí Gaeilge,Q19950874,,0,,,
,,,,,,,,,,,,
801,,,,,Coffitivity recreates the ambient sounds of a cafe to boost your creativity and help you work better.,Coffitivity,,,0,,,
802,,,,,"About FreedomFreedom is the amazing little app for Windows and Mac computers that locks you away from the 'net for up to eight hours at a time. At the end of your time offline, Freedom allows you back on the internet.Freedom enforces freedom; you'll need to reboot if you want to get back online while Freedom's running. The hassle of rebooting means you're less likely to cheat, letting you focus on work.",Freedom,,,0,,,
803,"{""id"":803,""user_id"":1,""name"":""MapTiler"",""detail"":""\u003cp\u003eMapTiler allows efficient and fast multi-core paralellized rendering of raster geodata (TIFF/GeoTIFF, MrSID, ECW, JPEG2000, Erdas HFA, NOAA BSB/KAP, Ozi Explorer OZF2/OZFx3, JPEG, GIF, PNG and more…) into map tiles suitable for Google Maps API mashups (OpenStreetMap, Microsoft Bing, MapQuest, MapBox, Google Earth; MBTiles format is supported), native mobile applications (iPhone/iPad/Android) with Apple MapKit, RouteMe or OSMDroid.\u003c/p\u003e\u003cp\u003eIt automatically produces large seamless maps from several input files (MapTiler Pro) and directly optimizes the produced tiles for minimal filesize which allows extremely fast distribution of maps from any ordinary webserver or from a cloud CDN (Rackspace Cloud Files, Apache, PHP, Linux, DropBox, Google Drive, Amazon S3/CloudFront, Google Cloud Storage).\u003c/p\u003e\u003cp\u003eInteraction with the software and tips are available in Youtube tutorials at:https://www.youtube.com/playlist?list=PLGHe6Moaz52PiQd1mO-S9QrCjqSn1v-ay\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/803.jpg"",""creators_name"":""Klokan Technologies"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":null,""last_updated"":null,""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/1/803-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,MapTiler,"MapTiler allows efficient and fast multi-core paralellized rendering of raster geodata (TIFF/GeoTIFF, MrSID, ECW, JPEG2000, Erdas HFA, NOAA BSB/KAP, Ozi Explorer OZF2/OZFx3, JPEG, GIF, PNG and more…) into map tiles suitable for Google Maps API mashups (OpenStreetMap, Microsoft Bing, MapQuest, MapBox, Google Earth; MBTiles format is supported), native mobile applications (iPhone/iPad/Android) with Apple MapKit, RouteMe or OSMDroid.It automatically produces large seamless maps from several input files (MapTiler Pro) and directly optimizes the produced tiles for minimal filesize which allows extremely fast distribution of maps from any ordinary webserver or from a cloud CDN (Rackspace Cloud Files, Apache, PHP, Linux, DropBox, Google Drive, Amazon S3/CloudFront, Google Cloud Storage).Interaction with the software and tips are available in Youtube tutorials at:https://www.youtube.com/playlist?list=PLGHe6Moaz52PiQd1mO-S9QrCjqSn1v-ay",MapTiler,Q110613765,https://tapor.ca/images/tools/1/803.jpg,0,,,
804,,,,,"My Other Office - Transcription Services in TorontoMy Other Office is a Toronto-based transcription service specializing in medical transcription, legal transcription, virtual assistant services, and web design.",My Other Office,,,0,,,
805,"{""id"":805,""user_id"":1,""name"":""The Macro-Etymological Analyzer"",""detail"":""\u003cp\u003eFormerly a web based app, the Macro-Etymological Analyzer is  now available as a Command-line app. It is used for text analysis. It will look up every word of your text in the Etymological Wordnet, and generate statistics about the macro-etymology of your text, organized by language family. For instance, it can analyze a novel and tell you the proportions of words of Anglo-Saxon origin, or of Afroasiatic origin. First-generation and second-generation language ancestor data is included, and the output is highly granular, allowing the scholar to see the origins of individual words, and statistics about each ancestor language. This data can be useful as a particular type of topic modeling, since some macro-etymological data have have been correlated with particular genres, as well as the ages and sexes of their authors and/or speaking characters. For more details, read the introductory blog post and see these example experiments.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/805.jpg"",""creators_name"":""Jonathan Reeve"",""creators_email"":""jon.reeve@gmail.com"",""creators_url"":null,""star_average"":0.0,""url"":""https://github.com/JonathanReeve/macro-etym"",""last_updated"":""2019-11-29"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/1/805-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://github.com/JonathanReeve/macro-etym,The Macro-Etymological Analyzer,"Formerly a web based app, the Macro-Etymological Analyzer is  now available as a Command-line app. It is used for text analysis. It will look up every word of your text in the Etymological Wordnet, and generate statistics about the macro-etymology of your text, organized by language family. For instance, it can analyze a novel and tell you the proportions of words of Anglo-Saxon origin, or of Afroasiatic origin. First-generation and second-generation language ancestor data is included, and the output is highly granular, allowing the scholar to see the origins of individual words, and statistics about each ancestor language. This data can be useful as a particular type of topic modeling, since some macro-etymological data have have been correlated with particular genres, as well as the ages and sexes of their authors and/or speaking characters. For more details, read the introductory blog post and see these example experiments.",The Macro-Etymological Analyzer,,https://tapor.ca/images/tools/1/805.jpg,0,82,,
806,"{""id"":806,""user_id"":1,""name"":""paint.net"",""detail"":""\u003cp\u003eFrom the website:\u003c/p\u003e\u003cp\u003ePaint.NET is free image and photo editing software for PCs that run Windows. It features an intuitive and innovative user interface with support for layers, unlimited undo, special effects, and a wide variety of useful and powerful tools. An active and growing online community provides friendly help, tutorials, and plugins.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/806.jpg"",""creators_name"":""dotPDN LLC"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":null,""last_updated"":null,""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/1/806-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,paint.net,"From the website:Paint.NET is free image and photo editing software for PCs that run Windows. It features an intuitive and innovative user interface with support for layers, unlimited undo, special effects, and a wide variety of useful and powerful tools. An active and growing online community provides friendly help, tutorials, and plugins.",Paint.NET,Q827328,https://tapor.ca/images/tools/1/806.jpg,0,91,,
,,,,,,,,,,,,
807,"{""id"":807,""user_id"":1,""name"":""Blender"",""detail"":""\u003cp\u003eFrom the website:\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eBlender is a free and open source 3D animation suite. It supports the entirety of the 3D pipeline—modeling, rigging, animation, simulation, rendering, compositing and motion tracking, even video editing and game creation. Advanced users employ Blender’s API for Python scripting to customize the application and write specialized tools; often these are included in Blender’s future releases. Blender is well suited to individuals and small studios who benefit from its unified pipeline and responsive development process. Examples from many Blender-based projects are available in the showcase.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/807.jpg"",""creators_name"":"""",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":null,""last_updated"":null,""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/1/807-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,Blender,"From the website:Blender is a free and open source 3D animation suite. It supports the entirety of the 3D pipeline—modeling, rigging, animation, simulation, rendering, compositing and motion tracking, even video editing and game creation. Advanced users employ Blender’s API for Python scripting to customize the application and write specialized tools; often these are included in Blender’s future releases. Blender is well suited to individuals and small studios who benefit from its unified pipeline and responsive development process. Examples from many Blender-based projects are available in the showcase.",Blender,Q173136,https://tapor.ca/images/tools/1/807.jpg,0,91,,
808,"{""id"":808,""user_id"":1,""name"":""Kartograph"",""detail"":""\u003cp\u003eKartograph is a pair of free and open source libraries for representing data with a spatial component on webpages or in print. The first library, Kartograph.py, is a Python library that builds lightweight vector graphic maps from either shapefiles or PostGIS tables. These graphics files can be styled either using a cascading style sheet during creation or later on the second library, Kartograph.js. The vector files can also be edited and enhanced in a vector graphics program like Adobe Illustrator.\u003c/p\u003e\u003cp\u003eKartograph.js allows the user to create interactive maps for web pages and web applications, using vector graphics files and data files to both draw the basemap and the features of interest. Unlike many web-based mapping libraries, Kartograph.js requires no server or even internet connection. All of the pertinent information is in the vector and data files. The results are highly customizable and can absolutely arresting, visually.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/808.jpg"",""creators_name"":""Gregor Aisch"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""http://kartograph.org/"",""last_updated"":""2018-10-05"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/1/808-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://kartograph.org/,Kartograph,"Kartograph is a pair of free and open source libraries for representing data with a spatial component on webpages or in print. The first library, Kartograph.py, is a Python library that builds lightweight vector graphic maps from either shapefiles or PostGIS tables. These graphics files can be styled either using a cascading style sheet during creation or later on the second library, Kartograph.js. The vector files can also be edited and enhanced in a vector graphics program like Adobe Illustrator.Kartograph.js allows the user to create interactive maps for web pages and web applications, using vector graphics files and data files to both draw the basemap and the features of interest. Unlike many web-based mapping libraries, Kartograph.js requires no server or even internet connection. All of the pertinent information is in the vector and data files. The results are highly customizable and can absolutely arresting, visually.",Kartograph,,https://tapor.ca/images/tools/1/808.jpg,0,4,,
809,"{""id"":809,""user_id"":1,""name"":""Textflo"",""detail"":""\u003cp\u003eThis product can filter or format text-based content. It also includes a document or link organiser and search capabilities and might more correctly be termed a text management system. With the large number of documents stored on your computer and online links that you might use, this is a helpful application that allows you to navigate the environment more easily. Although the feature set is now well developed, an inexperienced user should still be able to use it relatively easily. It is not intended only for the expert managers.\u003c/p\u003e\u003cp\u003eThe key features of the application are therefore as follows:\u003c/p\u003e\u003cp\u003e1. The ability to read text, XML, or parse the contents of PDF or online content (HTML). Binary (Microsoft Office) files are included in the professional version.\u003c/p\u003e\u003cp\u003e2. A set of filter operations that can be applied in sequences, saved and retrieved.\u003c/p\u003e\u003cp\u003e3. A set of folders can be used as default locations for all of your related data. The application runs locally only, there is no requirement for a remote server.\u003c/p\u003e\u003cp\u003e4. A grid or tabular format allows you to view database queries, or for operations over specific columns or cells. A log file might have a standard format that can be queried, or conversion to CSV might be required, for example.\u003c/p\u003e\u003cp\u003e5. An analysis panel allows you to select single or groups of files and compare the content based on known clustering algorithms. Also some basic statistical counts.\u003c/p\u003e\u003cp\u003e6. Basic search from a toolbar, or more complex search operations from a Query form. The search facilities allow you to find information from different views and query types.\u003c/p\u003e\u003cp\u003e7. A separate Organiser application allows you to store your online links or local files, into ordered books and categories that can also be searched over. This allows for querying most of the available information, including keywords, descriptions, notes and content.\u003c/p\u003e\u003cp\u003e8. A Bookmarks form displays a list of ordered file references or links, for any type of file. You can open one of your commonly viewed files or links through a single click.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/809.jpg"",""creators_name"":""Distributed Computing Systems"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""https://www.distributedcomputingsystems.co.uk/textfilter.html"",""last_updated"":""2018-10-02"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/1/809-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://www.distributedcomputingsystems.co.uk/textfilter.html,Textflo,"This product can filter or format text-based content. It also includes a document or link organiser and search capabilities and might more correctly be termed a text management system. With the large number of documents stored on your computer and online links that you might use, this is a helpful application that allows you to navigate the environment more easily. Although the feature set is now well developed, an inexperienced user should still be able to use it relatively easily. It is not intended only for the expert managers.The key features of the application are therefore as follows:1. The ability to read text, XML, or parse the contents of PDF or online content (HTML). Binary (Microsoft Office) files are included in the professional version.2. A set of filter operations that can be applied in sequences, saved and retrieved.3. A set of folders can be used as default locations for all of your related data. The application runs locally only, there is no requirement for a remote server.4. A grid or tabular format allows you to view database queries, or for operations over specific columns or cells. A log file might have a standard format that can be queried, or conversion to CSV might be required, for example.5. An analysis panel allows you to select single or groups of files and compare the content based on known clustering algorithms. Also some basic statistical counts.6. Basic search from a toolbar, or more complex search operations from a Query form. The search facilities allow you to find information from different views and query types.7. A separate Organiser application allows you to store your online links or local files, into ordered books and categories that can also be searched over. This allows for querying most of the available information, including keywords, descriptions, notes and content.8. A Bookmarks form displays a list of ordered file references or links, for any type of file. You can open one of your commonly viewed files or links through a single click.",Textflo,,https://tapor.ca/images/tools/1/809.jpg,0,82,,
,,,,,,,,,,89,,
810,"{""id"":810,""user_id"":1,""name"":""Scrapy"",""detail"":""\u003cp\u003eScrapy is an open source programming library for web crawling and web page text extraction, written in Python. You can make calls to Scrapy code from within your own scripts and applications to automate the task of extracting data from websites.\u003c/p\u003e\u003cp\u003eYou would typically use Scrapy to automate the task of visiting one or more web pages, on a website to which you have access. You could alternately use it to invoke web-based Application Programming Interfaces (APIs).\u003c/p\u003e\u003cp\u003eScrapy can download everything it encounters or selected information. One of its capabilities is being able to extract structured data from web pages, such as one or more individual pieces of text from specific locations on the page, or all of the data in a table.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/810.jpg"",""creators_name"":"""",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""https://scrapy.org/"",""last_updated"":""2018-10-19"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/1/810-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://scrapy.org/,Scrapy,"Scrapy is an open source programming library for web crawling and web page text extraction, written in Python. You can make calls to Scrapy code from within your own scripts and applications to automate the task of extracting data from websites.You would typically use Scrapy to automate the task of visiting one or more web pages, on a website to which you have access. You could alternately use it to invoke web-based Application Programming Interfaces (APIs).Scrapy can download everything it encounters or selected information. One of its capabilities is being able to extract structured data from web pages, such as one or more individual pieces of text from specific locations on the page, or all of the data in a table.",Scrapy,Q368367,https://tapor.ca/images/tools/1/810.jpg,0,1,,
,,,,,,,,,,4,,
,,,,,,,,,,,,
811,"{""id"":811,""user_id"":1,""name"":""ScoreCloud"",""detail"":""\u003cp\u003eEasiest to use music notation software\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003e“Like Google Translate for music”\u003c/p\u003e\u003cp\u003eScoreCloud instantly turns your songs into sheet music. As simple as that!\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003e- Instant Score from MIDI or Audio\u003c/p\u003e\u003cp\u003e- Arrange and Edit your Score\u003c/p\u003e\u003cp\u003e- Print, Export and Share\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eIdeal for musicians, students, teachers, choirs and bands as well as composers and arrangers.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/811.jpg"",""creators_name"":""Doremir Music Research AB"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""https://scorecloud.com/"",""last_updated"":""2018-10-26"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/1/811-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://scorecloud.com/,ScoreCloud,"Easiest to use music notation software“Like Google Translate for music”ScoreCloud instantly turns your songs into sheet music. As simple as that!- Instant Score from MIDI or Audio- Arrange and Edit your Score- Print, Export and ShareIdeal for musicians, students, teachers, choirs and bands as well as composers and arrangers.",Scorecloud,Q16980712,https://tapor.ca/images/tools/1/811.jpg,0,83,,
812,"{""id"":812,""user_id"":1,""name"":""Channelkit"",""detail"":""\u003cp\u003eChannelkit lets you save, organize and share links to websites, articles, places, videos and anything else you might need on the web and discover content curated by others.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/812.jpg"",""creators_name"":"""",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":null,""last_updated"":null,""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/1/812-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,Channelkit,"Channelkit lets you save, organize and share links to websites, articles, places, videos and anything else you might need on the web and discover content curated by others.",Channelkit,,https://tapor.ca/images/tools/1/812.jpg,0,,,
813,,,,,"StoryMapJS is a free tool to help you tell stories on the web that highlight the locations of a series of events. It is a new and stable tool and has been used by newspaper agencies like the The Washington Post, The times and by small travel bloggers. Pictures and videos can be added to map locations. The map updates to different areas as we move along the storyline. It has a friendly authoring tool.

It is created by the Knight Lab in The NorthWestern University",StoryMap JS,,https://tapor.ca/images/tools/1/813.jpg,0,,,
814,,,,,"Mapbox is a company that provides custom online maps. Some of its clients are Facebook, Foursquare and SnapChat. It also has a visualization service in which geospacial data can be loaded to generate a variety of data visualization.",Mapbox,Q17068357,https://tapor.ca/images/tools/1/814.jpg,0,,,
