"id.tapor","label","description","id.wikidata","label.clean"
1209,"ImageMagik","A software suite for displaying, converting and editing still images stored in a raster image format. Image manipulation may be performed via the command line, API libraries, or through a simply graphical user interface. With recent development, it can now be used to store images in over 200 different image formats.Features: Software control through API and command lineFormat conversionImage transformationTransparency supportFormat identificationText to image conversionRead, process, or write mega-, giga-, or tera-pixel image sizesDistributed pixel cachePerceptual hash",NA,"ImageMagik"
923,"ImagePlot","ImagePlot is a free software tool that visualizes collections of images and video of any size.",NA,"ImagePlot"
690,"Images Wishes",NA,NA,"Images Wishes"
624,"Import.io","import.io is a commercial tool for extracting and structuring web data.","Q18351170","Import.io"
190,"Improvise","Improvise is a free Java software architecture and user interface designed to enable the construction and browsing of interactive visualizations, integrating a declarative visual query language.",NA,"Improvise"
642,"IMS Open Corpus Workbench (CWB)","CWB is a collection of open-source tools for managing and querying large text corpora (ranging from 10 million to 2 billion words) with linguistic annotations. Its central component is the flexible and efficient query processor CQP. (Citation: homepage)

APIs in Perl, C, Python, R and via CQPweb web interface (http://cwb.sourceforge.net/doc_perl.php)",NA,"IMS Open Corpus Workbench \(CWB\)"
997,"Indexhibit","A web application used to build and maintain an archetypal, invisible website format that combines text, image, movie and sound.

What is it?

Indexhibit is a pioneering CMS web application founded in 2006 which is used to create websites in the established index + exhibit format.

The Indexhibit format has become archetypal for the creative community, combining good functionality and usability for the website maker and visitors.

Who is it for?

Everybody who would like to build and manage their own website embracing the archetypal index + exhibit format.

Why use it?

To become part of a community of users who place emphasis on content over complicated website design.","Q3150060","Indexhibit"
1546,"Infegy","Social media research software that provides true understanding of how people feel about any topic being discussed on the social web.

Fully customize and white label all your social data projects

Integrate social data and text analysis into your business critical applications.",NA,"Infegy"
625,"InfoExtractor","InfoExtractor is a tool for scraping structured data from a URL, such as the title and viewcount of a YouTube video. It currently supports extraction from YouTube video and profile pages, Facebook profiles and pages, Wikipedia entries, Huffingtonpost posts, Blogcatalog blog post and The Heritage Foundation Blog (The Foundry).",NA,"InfoExtractor"
1512,"Infogram","The simple way to make all your data dazzle

Infographics:
Create stunning infographics that boost visitor engagement on your website or blog.

Reports:
Stand out with interactive marketing reports, sales collateral, and more.

Charts:
High-quality graphs and charts are a snap. Just import your data, customize, and share.

Dashboards:
Connect your data to build live, easily shareable dashboards that visually track your business.

Maps:
Use our map maker to publish professional-quality interactive maps that impress and inform.

Social Media Visuals:
Use our huge bank of photos and icons to create stunning images for Facebook, Instagram, and Twitter.","Q18822264","Infogram"
153,"INKE: Dynamic Table of Contexts","Dynamic Table of Contexts is a free tool for supplementing a traditional table of contents for a text. It allows users to add or subtract index items based on XML encoding. This tool requires the creation of an account.",NA,"INKE: Dynamic Table of Contexts"
790,"Inkscape","Inkscape is an open-source vector based imaging programme similar to Adobe Illustrator, Corel Draw, Freehand, or Xara X.","Q8041","Inkscape"
328,"INL BlackLab","From the official BlackLab site: \"BlackLab is a corpus retrieval engine built on top of Apache Lucene. It allows fast, complex searches with accurate hit highlighting on large, tagged and annotated, bodies of text. It was developed at the Institute of Dutch Lexicology (INL) to provide a fast and feature-rich search interface on our historical and contemporary text corpora. BlackLab is licensed under the Apache License 2.0.\" BlackLab is not an end-user application, but an extension to Apache Lucene.  It requires programming experience to use.  Several sites have so far been built using BlackLab.  The BlackLab FAQ at https://github.com/INL/BlackLab/wiki/Frequently-Asked-Questions lists several of these. BlackLab is very useful as search engine for morphologically adorned corpora.  The principal search language syntax is similar to that of traditional corpus search engine tools such as the Corpus Workbench or the Sketch Engine.    ",NA,"INL BlackLab"
659,"InPh0 Topic Explorer","The InPhO Topic Explorer features a powerful interactive coding environment that enables direct manipulation of the corpus and models, in contrast to the web visualization.",NA,"InPh0 Topic Explorer"
743,"inqscribe","InqScribe is a low-cost, easy-to-use software for creating transcripts from video or audio files. It has a lot of simple customization features which make it easy to use, but not a lot of extra stuff that might bog a new user down. It's best for transcription, but it can also be used for creating subtitles for videos (it can be set up to export a video with the transcript overlaid on it during playback) and even for coding data (best for codes that do not need durations associated with them). It exports to a range of formats (like CSV) for easy analysis.","Q105076388","inqscribe"
267,"INRAC Language Compiler","INRAC was an early language compiler useful for prototyping natural language processing interfaces, designing conversational systems, and experimental prose and poetry.",NA,"INRAC Language Compiler"
1518,"InstantAtlas","Geographic Reporting Services and Apps for Data Professionals

Use InstantAtlas services and software to deliver highly-interactive reports, presentations and websites that combine statistics and maps to inform better decision-making.",NA,"InstantAtlas"
696,"Instapaper","bookmarklet for iOS and Android. To capture web pages quickly. source : InstaPaper, pour collecter et publier. Usefull to be read in ePub, Kindle or print Document.","Q4022396","Instapaper"
1160,"Instaviz","Instaviz is a pocket whiteboard for the iPhone, iPad or iPod Touch. You sketch rough shapes and lines, and Instaviz transforms them into laid-out diagrams.",NA,"Instaviz"
953,"Insync","Insync extends Google Drive's web functionality to your desktop by integrating with Windows, Mac and Linux platforms. Insync allows for built-in sharing without a browser, multiple account support, on-demand shared file syncing, desktop notifications and more.",NA,"Insync"
1604,"Intelligent Archive","Intelligent Archive is a Java application for stylometry, or computational and statistical analysis of style in texts, produced by the University of Newcastle's Centre for Literary and Linguistic Computing (CLLC). It can handle corpora of plain text, HTML, XML and TEI texts. IA enables you to easily organise texts into sets, manage metadata, generate word frequencies, handle XML tags, and split texts in various ways to generate results that can be exported for further analysis in statistical software. It includes some experimental stylometry techniques developed at the CLLC and special features for handling literary texts such as generating word frequencies for speaking characters in plays.",NA,"Intelligent Archive"
1021,"Intervue","Intervue is a quick and easy tool for publishers who are looking to gather short video responses online from anyone with a webcam.",NA,"Intervue"
205,"INTEX","INTEX is a linguistic development environment active until 2005. It includes large-coverage dictionaries and grammers, can parse texts of several million words in real-time, and tools to create and maintain large-coverage lexical resources, morphological and syntactic grammars, build lemmatized concordances and indices of large texts and identified semantic units.",NA,"INTEX"
247,"InTEXT","InTEXT is a legacy, commercial suite of programs designed to supplement web search, intranet management and accomplish variety of document generation, search and manipulation functions. It includes natural language query, full-text search and retrieval and an intelligent document organizer. It runs in Windows NT and UNIX.",NA,"InTEXT"
1594,"InVision","InVisionapp is basically a prototyping tool that allows you to create clickable versions of your design.

It works in early stages of your projects, when you have still mockups, or to create minimum viable product (MVP) to test or to present to customers.
InVisionapp is very advanced, it allows you also to share projects with your team, comment screens, create animations and transitions and interact with most common design tools as Sketch and Photoshop.","Q110787969","InVision"
1499,"iPhoto","iPhoto is a digital photograph manipulation software application developed by Apple Inc. It has been included with every Macintosh personal computer since 2002, originally as part of the iLife suite of digital media management applications. iPhoto can import, organize, edit, print and share digital photos.","Q9553","iPhoto"
1575,"Iramuteq","An R interface for Multidimensional Text and Questionnaire Analysis.","Q20746588","Iramuteq"
1497,"IrfanView","An image viewer and converter with simple editing features; can also generate slideshows and save them as .exe files. Includes support for Photoshop filters.The latest version is 4.51 and this new version support for animate webP files.","Q324957","IrfanView"
379,"IsaViz","IsaViz is a visual authoring and data browsing tool for RDF models represented as graphs, developed by the W3C. permits uses to both create and edit graphs, and can render graphs from GSS stylesheets as a node-link diagram. It is freely available for download. This tool is no longer in active development.",NA,"IsaViz"
626,"iScience Maps","iScience Maps is a free web tool for analyzing the Twitter conversations around impactful events globally. It allows a researcher to compare particular cities or regions to analyze differences in discourse about the event.",NA,"iScience Maps"
1203,"iShowU","iShowU is publishing and recording software for Mac. It enables you to record audio and video on your screen, capture full screen shots, and program recording settings.

iShowU is no longer supported as of early 2018.",NA,"iShowU"
765,"Islandora","Islandora is an open-source software framework designed to help institutions and organizations and their audiences collaboratively manage, and discover digital assets using a best-practices framework.  Islandora was originally developed by the University of Prince Edward Island's Robertson Library, but is now implemented and contributed to by an ever-growing international community.","Q6083684","Islandora"
1178,"iSpring","iSpring is an authoring tool that allows you to create online presentations with slides synced with audio and video narration. You can create quizzes and courses, add attachments and web links, and integrate these courses with BlackBoard LMS. Additionally, you can download iSpring Free which allows you to convert PowerPoint to Flash for free to view your presentations online.",NA,"iSpring"
463,"Issue Discovery","Issue Discovery is a tool for extracting the most prominent words and phrases from user-supplied URLs, texts or Issuecrawler XML result files. It is designed as a heuristic for data exploration rather than as an empirical tool.",NA,"Issue Discovery"
460,"Issuecrawler","Issuecrawler is a free, web-based tool for performing co-link analysis on URLs, and generating a cluster graph of the results. Its options include snowball crawling for up to three degrees of separation, and inter-actor crawling. Users must request a free account before using the tool.",NA,"Issuecrawler"
1177,"IssueLab","IssueLab is an online research archive in the nonprofit sector. In addition to archiving social policy research by nonprofits at no cost, IssueLab distributes this research online with a broad audience via e-newsletters, RSS feeds, and social media. Additionally, IssueLab advocates for the broad use of open licenses and the overall adoption of open access standards, to allow people to find and reuse nonprofit materials. It is now run by Candid which was formed when Foundation Center and GuideStar merged.",NA,"IssueLab"
1285,"iTunesCyrFix","iTunesCyrFix can convert jibberish text in the title, artist, artist, or other ID3 tags in iTunes (e.g. Ñïëèí) into readable UTF-8 Cyrillic text. The jaberish text arises when song names or artist names have letters that are not part of the English alphanumeric system. Usually it occurs when itunes uses a different text encoding system.",NA,"iTunesCyrFix"
947,"iWrite","Web-based service to keep track of the status of your writing submissions",NA,"iWrite"
1188,"JabRef","JabRef is a graphical application for managing bibliographical databases. JabRef is designed specifically for BibTeX bases, but can import and export many other bibliographic formats. JabRef runs on all platforms and requires Java 1.6 or newer.","Q1676802","JabRef"
1107,"Jarnal","Jarnal is an open-source application for notetaking, sketching, keeping a journal, making a presentation, annotating a document - including pdf - or collaborating using a stylus, mouse or keyboard. It is similar to Microsoft Windows Journal and to the earlier Mimeo whiteboarding and Palm notepad applications.",NA,"Jarnal"
831,"JavaScript","JavaScript, often abbreviated as JS, is a high-level, interpreted programming language. It is a language which is also characterized as dynamic, weakly typed, prototype-based and multi-paradigm.

Alongside HTML and CSS, JavaScript is one of the three core technologies of the World Wide Web. JavaScript enables interactive web pages and thus is an essential part of web applications. The vast majority of websites use it, and all major web browsers have a dedicated JavaScript engine to execute it.","Q2005","JavaScript"
128,"JavaScript InfoVis Toolkit","The JavaScript InfoVis Toolkit is a free set of tools for creating interactive data visualizations compatible with web standards. Visualization options include bar graphs, radial graphs, tree graphs and more, many integrating animations.","Q6164934","JavaScript InfoVis Toolkit"
210,"JConcorder","JConcorder is Java software for building and managing word catalogues, originally released for the Macintosh as Concorder / Le Concordeur. Amongst its features are functions for listing and cataloguing words, generating concordances, exporting concordances and graphing frequencies. The original version is also available for download, but requires a legacy Macintosh operating system to run.",NA,"JConcorder"
1018,"Jekyll","Jekyll is a simple, blog aware, static site generator. It takes a template directory containing raw text files in various formats, runs it through Textile or Markdown and Liquid converters, and creates a complete, static ready-to-publish website suitable for serving with  your favorite web server. Jekyll also happens to be the engine behind GitHub Pages, which means you can use Jekyll to host your project’s page, blog, or website from GitHub’s servers for free.","Q17067385","Jekyll"
388,"JEUDEMO","JEUDEMO was an information retrieval program developed at the University of Montreal in the 1970s. It built on and extended the functionality of COCOA by including Boolean search functions to search for patterns within a text such as co-occurences, but saw limited adoption as it required texts to be supplied on punched cards or paper tape and was programmed in a language exclusive to the CDC Cyber 74 computer system.",NA,"JEUDEMO"
1379,"JGAAP (java graphical authorship attribution program)","JGAAP is software designed for textual analysis, text categorization, and authorship attribution",NA,"JGAAP \(java graphical authorship attribution program\)"
509,"Jigsaw","Jigsaw is a free visual analytics application for exploring collections of documents such as text or spreadsheets. It is aimed at analysists and researchers, particularly to \"help analysts reach more timely and accurate understandings of the larger stories and important concepts embedded throughout textual results\" via a collection of visualizations representing aspects such as important entities and their interconnections. The visualizations include graph, temporal and connections-based, and can be viewed on a document or corpus level.",NA,"Jigsaw"
1202,"Jing","Jing allows you to take screenshots, record screencasts, and instantly share information. Jing is the low end of a suite of screen capture products. SnagIt provides a few extra features (such as saving videos in formats other than SWF) for a small fee. Camtasia is at the high end, with full video editing capabilities.",NA,"Jing"
1436,"Jira","JIRA is a project management and issue tracking solution that can integrate with other Atlassian products like the Confluence wiki. JIRA is available either for installation on a local server or via cloud hosting. Open source projects can request a free license.JIRA may used as a stand alone issue tracker and is best used with multi participant projects, to ensure that delegated tasks get completed and issues resolved. It can also be used as a support tool to track service delivery issues and ensure their visibility among the support group","Q1359246","Jira"
779,"Jonny Mathias","Pretty cool reference tool which is free to use. The team behind it will build referencing styles free of charge and change there product based on feedback. They're keen to learn",NA,"Jonny Mathias"
1003,"Joomla","The Flexible Platform Empowering Website Creators
Joomla! is an award-winning content management system (CMS), which enables you to build web sites and powerful online applications.","Q13167","Joomla"
1296,"Jotform","Jotform allows users to create web forms (for surveys, etc.) using a drag-and-drop interface.","Q24959818","Jotform"
1128,"Journler","Journler is a daily notebook and entry based information manager. Scholars, teachers, students, writers, and everyday users may use this on a daily basis to integrate their notebook content to other sources of media such as audio and video.The site has not been updated since 201. It looks like Journaler is now available open source though the option to purchase is still displayed.","Q6296560","Journler"
1710,"joypatel",NA,NA,"joypatel"
1711,"joypatel",NA,NA,"joypatel"
1712,"joypatel",NA,NA,"joypatel"
1713,"joypatel",NA,NA,"joypatel"
1522,"JpGraph","JpGraph is an Object-Oriented Graph creating library for PHP5 (>=5.1) and PHP7.0. The library is completely written in PHP and ready to be used in any PHP scripts (both CGI/APXS/CLI versions of PHP are supported).",NA,"JpGraph"
1521,"jqplot","jqPlot is a plotting and charting plugin for the jQuery Javascript framework. jqPlot produces beautiful line, bar and pie charts with many features:
 
Numerous chart style options.

Date axes with customizable formatting.

Up to 9 Y axes.

Rotated axis text.

Automatic trend line computation.

Tooltips and data point highlighting.

Sensible defaults for ease of use.",NA,"jqplot"
1557,"JSAN","The Integrated JStylo and Anonymouth Package. Authorship recognition analysis tool
- Version: 2.9.0",NA,"JSAN"
1558,"JSAN","The Integrated JStylo and Anonymouth Package. Authorship recognition analysis tool
- Version: 2.9.0",NA,"JSAN"
1559,"JSAN","The Integrated JStylo and Anonymouth Package. Authorship recognition analysis tool
- Version: 2.9.0",NA,"JSAN"
1054,"JSFiddle","JsFiddle is a prototyping tool for web developers, a tool which may be used in many ways.It  can be used as an online editor for snippets build from HTML, CSS and JavaScript.The code can then be shared with others, embedded on a blog, etc.Using this approach, JavaScript developers can very easily isolate bugs. We aim to support all actively developed frameworks - it helps with testing compatibility.","Q29364743","JSFiddle"
479,"jsLDA","jsLDA is a free, open source tool for corpus-based in browser topic modelling. Users can test the tool via the provided demo, or download the source code to run on their own system. Users can load any corpus accessible from a URL, and can train the tool on the topics within the corpus via the iteration function. Once jsLDA has been trained to the user's satisfaction, documents can be sorted according to topic and explored based on topic correlations.",NA,"jsLDA"
1696,"jsLDA: In-browser topic modeling","This tool allows one to run topic models without having to download R or Mallet. The tool runs on any modern web browser. Whilst exhibiting the capacity of statistical computing in Javascript, the tool makes the integration between models and web-based visualizations tighter.",NA,"jsLDA: In-browser topic modeling"
569,"JSON Extractor","json-extractor.py is a simple command line tool for creating csv files from large json datasets.",NA,"JSON Extractor"
644,"JSTOR Text Analyzer","The JSTOR Text Analyzer helps researchers overcome the limitations of keyword search. Users can upload a document, and the Text Analyzer will scan it and derive a set of terms that relate to it. It then recommends scholarship on JSTOR related to the terms. Once the analysis is complete, users can also add or remove terms and change how much importance they are assigned in a dashboard interface.",NA,"JSTOR Text Analyzer"
1473,"Jumpchart","Jumpchart is a way to collaboratively design website wireframes and sitemaps, and includes the ability to create navigation menus, draft and organize content, and track changes. It could be used as a way to get a head start on building a website, even before a server and/or software are available. Jumpchart offers HTML exports, and a direct-to-WordPress export ($25+/month accounts only).",NA,"Jumpchart"
1669,"Jupyter notebook: Document similarity","A Jupyter notebook that show some methods of comparing documents. The methods included are:
-Document term matrix-TF-IDF-Cosine similarity-Visualizing document similarity with scatterplots-Visualizing document similarity with dendrograms",NA,"Jupyter notebook: Document similarity"
172,"Juxta","Juxta is a free, open source tool for comparing and collating texts, originally intended for comparing multiple versions of the same text. It offers several views and visualization options, including histograms and side by side comparison. Juxta is available as both a desktop application and as a web service that can be integrated into the user's own website.",NA,"Juxta"
880,"Juxta Commons","The Juxta family of software (Juxta, Juxta WS, and Juxta Commons) allows you to compare and collate versions of the same textual work. Juxta Commons is an online space powered by the open-source Juxta Web Service that lets you collate sets of two or more texts and share online visualizations of the differences between them. Side-by-side or \"heat map\" visualizations can be viewed on the Juxta Commons site, while embedding codes are available for sharing a compact version of the heat map visualization on your own blog or website. Collation results can also be output as an XML file with TEI parallel segmentation markup, or as a Word document or HTML file with a base text and traditional textual apparatus. Development of Juxta Commons was sponsored by NINES.",NA,"Juxta Commons"
1611,"JuxtaEditions (HumEdit)","Built inside Juxta Editions is the HumEdit editor. HumEdit provides an easy to learn environment for transcribing, editing, and marking up text. Whether you are working with a printed page or a manuscript leaf, you will find that you spend more time to focused on your objects of study with HumEdit.",NA,"JuxtaEditions \(HumEdit\)"
822,"JuxtaposeJS","JuxtaposeJS helps tell stories by comparing two image frames, including photos and gifs. It provides a means, by a draggable pane, to see the changes and visually analyse the differences between the two images.It’s an adaptable storytelling tool that is ideal for highlighting then/now stories that explain slow changes over time (growth of a city skyline, regrowth of a forest, etc.) or before/after stories that show the impact of single dramatic events (natural disasters, protests, wars, etc.).JuxtaposeJS is free, easy to use, and open source. Almost anyone can use JuxtaposeJS, so long as you’ve got links to two similar pieces of media (hosted on your own server or on Flickr). Once you’ve got the links, all you need to do is copy and paste the URLs into the appropriate fields at Juxtapose.knightlab.com, modify labels as you see fit, add photo credits, and then copy and paste the resulting embed code into your site.You’ve probably seen similar photo slider tools elsewhere. They work well, but we built JuxtaposeJS without relying on jQuery, which makes the tool more lightweight, flexible, and adaptable. It’s also accessible to any newsroom or journalist, regardless of technical skills.It also offers some customization out of the box. You can modify the handle’s start position to highlight the area of change and choose to click the slider instead of dragging. It is responsive and works on phones and tablets with the touch or swipe of a finger.",NA,"JuxtaposeJS"
226,"Kaleidoscope","Kaleidoscope is a tool designed to assist users in spotting differences between versions of a text, source files or images. It allows direct comparison of images, texts to be merged into a single edition, and files to be differentiated.",NA,"Kaleidoscope"
927,"Kaleidoscope","Kaleidoscope is one of the world's best tools for spotting differences in images and text, and now it supports merging of files and folders, too. Kaleidoscope integrates directly with Git, Subversion, Mercurial, and Bazaar to fit perfectly in your workflow.",NA,"Kaleidoscope"
808,"Kartograph","Kartograph is a pair of free and open source libraries for representing data with a spatial component on webpages or in print. The first library, Kartograph.py, is a Python library that builds lightweight vector graphic maps from either shapefiles or PostGIS tables. These graphics files can be styled either using a cascading style sheet during creation or later on the second library, Kartograph.js. The vector files can also be edited and enhanced in a vector graphics program like Adobe Illustrator.Kartograph.js allows the user to create interactive maps for web pages and web applications, using vector graphics files and data files to both draw the basemap and the features of interest. Unlike many web-based mapping libraries, Kartograph.js requires no server or even internet connection. All of the pertinent information is in the vector and data files. The results are highly customizable and can absolutely arresting, visually.",NA,"Kartograph"
1083,"Kartoo","Kartoo is a search engine that works across many different languages. Kartoo also provides a variety of other features and games.","Q837492","Kartoo"
627,"Keyhole","Keyhole is a commercial tool for tracking hashtags on Twitter and Instagram. It has a real-time dashboard of the hashtag as well as analytic summaries.",NA,"Keyhole"
539,"Keyword Frequency Analyzer","This tool will look through a collection of documents and returns the relative frequencies for whatever keywords you tell it to look for. The output is in csv format and contains relative frequencies for each word, as well as the sum of the relative frequencies of all keywords.",NA,"Keyword Frequency Analyzer"
82,"Keywords Finder - Beta (TAPoRware)","This tool identifies keywords or key phrases within a user-specified text, using the assumption that they will appear with the greatest frequency. It applies a stemmer to every word. Plain text input is recommended. All tags will be stripped from an HTML or XML file submitted, and the resulting document will be processed as if it were plain text. Please note: This tool takes a few minutes to process a given document. This tool’s functionality has been incorporated into Voyant available online at www.voyant-tools.org.",NA,"Keywords Finder - Beta \(TAPoRware\)"
437,"KH Coder","KH Coder is a tool for quantitative content analysis and text mining that has been under continuous development since 2001. It was originally developed for Japanese text and now supports numerous other languages, including English, Italian and French. KH Coder also has computational linguistics applications.","Q17143792","KH Coder"
1632,"KH Coder","KH Coder is a free software for quantitative content analysis or text mining. It is also utilized for computational linguistics. You can analyze Catalan, Chinese (simplified), Dutch, English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Slovenian and Spanish text with KH Coder.","Q17143792","KH Coder"
220,"KLIC (Key Letter in Context)","KLIC (Key Letter in Context) was a program for graphological anaylsis particularly useful to scholars analyzing the language of medieval texts, created by Grace B. Logan of the Waterloo Arts Computing Office. It assisted in determining where different spelllings represent different pronunciations, and when they are variant spellings of the same word.",NA,"KLIC \(Key Letter in Context\)"
1283,"Koha","LibLime's Koha is a web-based, open source integrated library system (ILS) that has also been used for virtual library systems (e.g. recreating historic libraries).  LibLime Koha offers libraries circulation policies, patron management modules, parent-child relationship for patron records, club and service management features, in-depth \"holds\" support, single click batch import \"undo\" option, EzProxy compatibility, self-checkout interface and more.","Q1114959","Koha"
1636,"KonText","KonText is a basic web application for querying corpora available within the LINDAT/CLARIAH-CZ project. It allows evaluation of simple and complex queries, displaying their results as concordance lines, computing frequency distribution, calculating association measures for collocations and further work with language data.",NA,"KonText"
1308,"KORA","KORA is an open-source, database-driven, online digital repository application for complex multimedia objects (text, images, audio, video) created by MATRIX. The application ingests, manages, and delivers digital objects with corresponding metadata that enhances the research and educational value of the objects. KORA's flexible architecture can accommodate any metadata scheme allowing for individualized digital collections with differing contents and metadata structures.",NA,"KORA"
963,"Korbo","Korbo is a powerful aggregation platform for gathering Linked Data objects relevant to your area of research into single workspaces or “baskets”.Korbo is targeted primarily at developers who want to build applications on top of its API and make full use of the linked cultural data from sources such as Europeana, FreeBase and DBPedia.Korbo is currently in the early stages of development, but you can already try out a demo version of the platform.",NA,"Korbo"
1597,"Kubity","Kubity is a cloud-based 3D communication tool that works on desktop computers, the web, smartphones, tablets, augmented reality gear, and virtual reality glasses. Kubity is powered by several proprietary 3D processing engines including \"Paragone\" and \"Etna\" that prepare the 3D file for transfer over mobile devices. 3D images can be uploaded and enhanced and used in an artificial reality environment. It also has augmented reality features. It can be used in architecture, interior design, engineering, product design, film and video games among others. The majority of its users create 3D models using SketchUp or Autodesk Revit software.","Q22906214","Kubity"
393,"KWIC","KWIC was an indexing and concordance tool available in the 1960s. Contrary to its name, KWIC functioned as a 'key-word-out-of-context' tool.",NA,"KWIC"
1082,"KwMap","KwMap is a search engine that functions as a \"keyword map\" across the web. KwMap utilizes a keyword generator with a graphical interface that allows you to navigate from your initial query to results for related topics.",NA,"KwMap"
603,"Laser Pointer","http://www.htpow.com/high-powered-30000mw-blue-laserpointer-445nm-worlds-brightest-p-1027.html",NA,"Laser Pointer"
605,"Laser Pointer","http://www.htpow.com/high-powered-30000mw-blue-laserpointer-445nm-worlds-brightest-p-1027.html",NA,"Laser Pointer"
606,"Laser Pointer","http://www.htpow.com/high-powered-30000mw-blue-laserpointer-445nm-worlds-brightest-p-1027.html",NA,"Laser Pointer"
607,"Laser Pointer",".Due to its strong straight light, laser pens (pointers) are widely used in teaching, astronomy etc. Just push the button, then you will see striking light shoot. It is alright to point at any targets such as photos, PowerPoint, monitor etc. It may be the proferred choic for astronomy fans, laser fans.",NA,"Laser Pointer"
308,"LATtice","LATtice is a free visualization tool for exploring and comparing texts across corpora. It also has features for 'drilling down' to determine what rhetorical categories make texts similar or different, and shows multiple visualizations in the same view. Documentation is available with download, and LATtice is available in Windows, OS X and Linux versions.",NA,"LATtice"
147,"Laurence Anthony: AntCLAWS-GUI","AntCLAWS-GUI is a free graphical user interface intended for use with the Lancaster University CLAWS parts of speech tagger. This GUI requires installation of CLAWS to operate.",NA,"Laurence Anthony: AntCLAWS-GUI"
149,"Laurence Anthony: AntWordProfiler","AntWordProfiler is a free tool for word profiling. For each word in a document, it will generate the base form and a list of possible related words, provide statistics and frequency data and list word types. It can also process files separately or as a batch.",NA,"Laurence Anthony: AntWordProfiler"
1618,"Layar","The Layar Reality Browser is a free iPhone or Android augmented reality app that lets users look through their mobile device's camera to see “real time digital information (layers) on top of reality.” Some examples of layers are Architecture 3D, Foursquare, Google local search, Trulia, Twitter, Wikipedia and Yellowpages. The app itself is an augmented reality browser and users must download specific layers in order to view and access content. Most layers are free downloads, others cost around $2.00.
Individuals and businesses can use Layar to add links, videos, audio, etc to their flyers, logos or products. The product is scanned with a mobile phone camera through the Layar app.
The company seems to be bankrupted and Layar might not be in further development.","Q1989205","Layar"
1345,"LC Newspaper Viewer","The LC Newspaper Viewer is an open-source web application that understands how to model newspaper data created according to a set of technical guidelines, with the goal of publishing an online archive like Chronicling America.",NA,"LC Newspaper Viewer"
901,"Leaflet","This JavaScript library can be used to create mobile-friendly interactive maps. It does not provide data to map, but can be used to map spatial data in GeoJSON format, or display tiles from other sources such as MapBox.","Q13685322","Leaflet"
1031,"Legend Maker","A simple and easy tool for creating EPUB, MOBI, and other ebook formats.",NA,"Legend Maker"
1554,"Leipzig Corpora Collection","This tool allows you to search for words in 252 languages and will give you information about that word based on the corpora they have available. Examples of information returned include examples sentences using that word, coocurrences, similar words/phrases, and a mind-map style graph.","Q42166057","Leipzig Corpora Collection"
404,"LEMMA","LEMMA was a program package for lemmatizing German word-forms released in 1978. It was designed to work with computer-readable corpora. The algorithm was implemented in PL/I on an IBM 370/168 computer.",NA,"LEMMA"
1279,"Lemon8-XML","Lemon8-XML helps authors convert scholarly papers from word processor formats (e.g. .doc, .odt) into XML-based formats  web-based application designed to make it easier for non-technical editors and authors to convert scholarly papers from typical word-processor editing formats such as MS-Word .DOC and OpenOffice .ODT, into the XML-based publishing layout formats expected by Open Journal Systems.",NA,"Lemon8-XML"
129,"Letter-Pairs Analysis","Letter-Pairs Analysis is a free, web-based tool for calculating and visualizing the number of times a pair of letters appears in a given text. Each pair is represented as a 'bubble', sized according to how frequently that pair appears in the text. An HTML5 version is also now available. Note: this tool forms the basis of Voyant Bubbles.",NA,"Letter-Pairs Analysis"
261,"Lexa","Lexa is a free legacy set of programs for corpus processing. It is designed to tag and lemmatize texts or series of texts. The website for Lexa is no longer maintained or active, but may still be viewed via the Internet Archive.",NA,"Lexa"
221,"Lexico","LEXICO was an interactive system designed to assist lexographers in text analysis. It assisted in storing, editing and concording texts, lemmatizing word lists and generating 'slips' containing a single word with its lemma, context and source.","Q3237343","Lexico"
508,"Leximancer","Leximancer is an application for identifying key concepts in a text, and exploring the results through interactive visualizations and data exports. It includes concept and network cloud visualizations, a sentiment lens, a query system, and multiple data export options for futher analysis. The system accepts texts in a variety of formats including plain text, CSV, HTML and XML, and supports 17 languages beyond English. Users can either purchase a license for the desktop version (Windows and OS X supported), or purchase access to the online LexiPortal, which charges based on months of usage rather than on a subscription basis. A free trial of the LexiPortal is also available.","Q105840133","Leximancer"
1081,"Lexipedia","Lexipedia is a metadictionary displaying a semantic map of parts of speech related to the word of inquiry.","Q2163596","Lexipedia"
302,"Lexomics","Lexomics is a free tool for analyzing the frequency, distribution and arrangement of words in large-scale patterns.",NA,"Lexomics"
516,"Lexos","Lexos is a free, web-based workflow for text analysis offered by Wheaton College's Lexomics Project. Lexos is the most recent and distinct iteration of the Lexomics system of tools, enabling users to upload a text and use the Lexos interface to apply transformations, visualizations, scrubbing and analytic processes without needing to re-add the text for each step.",NA,"Lexos"
1377,"Lextek","Lextek offers a range of services and software for full-text indexing search and retrieval; automatic classification, routing, and filtering electronic text according to user defined profiles. Lextek also has other stand alone programs which have various functions, among which are: Onix Text Indexing and Retrieval Toolkit;

Lextek Profiling Engine;

RouteX Document Classifier;

Brevity Document Summarizer;

Lextek Language Identifier;

PhonMatch Phonetic Toolkit",NA,"Lextek"
1258,"LibraryLookup","Library Lookup is a bookmarklet that can look up whether a book is available in the user's local library, based on information about that book on a separate website (e.g. Amazon). Supported library systems are listed here.",NA,"LibraryLookup"
