"id","title","antragsteller","antragstellerId","fachlicheZuordnung","dates","projektText","dfgVerfahren","onset","terminus"
105368916,"Katalogisierung der nachreformatorischen Handschriften aus dem Nachlass der Theologen Johann und Johann Ernst Gerhard in der Forschungsbibliothek Gotha","Dr. Kathrin Paasch","31701148","Evangelische Theologie","Förderung von 2009 bis 2014","Auch wenn die Forschungsbibliothek Gotha zu den großen deutschen Bibliotheken mit historischen Beständen des 16. bis 18. Jahrhunderts zählt, so sind gerade ihre Handschriftenbestände dieses Zeit¬raums, die vom Herzoghaus Sachsen-Gotha-Altenburg zusammengetragen wurden, weitgehend un¬erschlossen und der Forschung unbekannt Deshalb sollen Im vorliegenden Projekt die 187 so ge¬nannten nachreformatorischen, frühneuzeitlichen Handschriftenbände aus dem Nachlass der Theolo¬gen Johann und Johann Ernst Gerhard katalogisiert werden, die zum Kernbestand der Sammlung zur Kulturgeschichte des Protestantismus in der Frühen Neuzeit gehören. Das Projekt schließt inhaltlich und methodisch an die DFG-geförderte erfolgreiche Katalogisierung der Gothaer Reformationshand¬schriften an. Erarbeitet werden sollen Beschreibungen unterschiedlicher Erschließungstiefe entspre¬chend den Richtlinien der DFG, die der Heterogenität des Bestandes Rechnung tragen. Die Ergeb¬nisse sollen In der Online-Datenbank HANS erfasst und damit der Forschung umgehend bereitgestellt werden, außerdem werden die Daten in die Datenbank Kalliope eingepflegt und nach Abschluss der Katalogisierung in einem gedruckten Katalog zugänglich gemacht werden.","Digitalisierung und Erschließung (Wiss. Literaturversorgung und Informationssysteme)",2009,2014
105393567,"Early Saiva Mythology: a study of the formative period of an integrated religious vision","Professor Dr. Harunaga Isaacson","24306920","Asienbezogene Wissenschaften
Religionswissenschaft und Judaistik","Förderung von 2009 bis 2015","The study of Śaiva mythology has made significant progress during the last two decades with the ‘discovery’ of the original Skandapurana. This anonymous 6th/7th-century text stands as a model of an early Śaiva Purana, presenting an integrated view of the cosmos and its affairs in which the god Śiva is regarded as supreme. Our project aims at bringing to light the formative period of this mythology, by investigating developments culminating in the production of the first Śaiva Puranas. Śaiva mythology of this period will be studied in Sanskrit texts of a number of different genres: epic, Puranic, poetic (Kavya), and Tantric. Apart from these textual sources, epigraphic, art-historical, archaeological and numismatic materials will also be taken into account. While previous research has tended to proceed on the basis of structuralistic models, it is our strong conviction that mythology, for all that it may be argued to have universal and timeless characteristics, is rooted in sociohistorical contexts, and that its research needs to take account of these. It is expected that our collaborative approach, predominantly philological (text-based) but making use of evidence of other kinds as well, will reveal, much more clearly than before, the significant changes that took place in the development from epic towards Puranic Śaivism.Our project will thus provide the basis for a more historically informed understanding of the development of Śaiva mythology, and by extension of Hindu mythology as a whole.","Sachbeihilfen",2009,2015
106025866,"Ausbau der Spezialbibliothek Weimar","Ältere deutsche Literatur",NA,"Ältere deutsche Literatur","Deutsche Forschungsgemeinschaft (DFG) - Projektnummer 106025866","Keine Zusammenfassung vorhanden","Informationsversorgung und FID (Wiss. Literaturversorgung und Informationssysteme)",1060,5866
106026989,"Zwangsarbeit in den französischen Kolonien 1930 - 1946","Dr. Peter Gaida","106026978","Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte)","Förderung von 2009 bis 2010","Das Projekt dient der Erforschung von indigener Zwangsarbeit im französischen Kolonialreich, die im Gegensatz zur Zwangsarbeit im Dritten Reich bislang nur wenig erforscht ist. Zwangsarbeit war in den französischen Kolonien in der ersten Hälfte des 20. Jahrhunderts eine gängige Praxis, um koloniale Projekte zu realisieren. Das Interesse richtet sich insbesondere auf die Zeit zwischen 1930 und 1946, da sich die Dritte Republik in dieser Periode nicht an internationale Abkommen gehalten hat, das Vichy-Regime die Zwangsarbeit von „Eingeborenen“ im Zweiten Weltkrieg noch forcierte und der Arbeitseinsatz in den Kolonien erst 1946 von der Regierung de Gaulle gesetzlich abschafft wurde. Angesichts fehlender Darstellungen zu diesem Thema soll eine auf französischen Archiven basierende Publikation Auskunft über die Art, den Umfang und die Folgen der Zwangsarbeit liefern, die auf beiden Seiten des Rheins bislang noch fehlt. Diese Forschung erfolgt im Rahmen eines angestrebten Habilitationsprojektes, das generell die Rolle der französischen Kolonien im Zweiten Weltkrieg erforschen will.","Forschungsstipendien",2009,2010
106044499,"act: Musik / Performance","Professor Dr. Anno Mungen","1629268","Musikwissenschaften
Theater- und Medienwissenschaften","Förderung von 2009 bis 2013","Die elektronische Zeitschrift act: Musik | Performance bildet eine internationale und interdisziplinäre Plattform für Aufsätze, Rezensionen und Kolumnen in den Schnittstellen der Disziplinen Musikwissen-schaft, Theaterwissenschaft, Tanzwissenschaft und Medienwissenschaft. Der Gegenstand der Unter-suchungen ist dabei Musiktheater in seinem weitest fassbaren Verständnis. Mit den titelgebenden Begriffen „Musik“ und „Performance“ stehen Aspekte der Aufführung sowie der Ausführung als auch jegliche denkbaren Formen theatralisierter Musik in den Mittelpunkt. Damit er möglicht die Zeitschrift sowohl den einzelnen Disziplinen als auch ihren methodischen Grenzbereichen Positionsbestimmun-gen in bereits etablierten Bereichen (wie Oper), schafft aber auch Beziehungen zu bislang in den je-weiligen Fachdiskussionen unterrepräsentierten Gegenständen (wie Film, Tanztheater). Darüber hinaus umgreift sie alle kulturellen Äußerungen, die von Performativität abhängig sind, z.B. so genannte Eventkultur und Phänomene der populären Kultur, und berücksichtigt bislang als Grenzbereiche ver-standene Disziplinen wie Musikmanagement, Soziologie und Kulturanthropologie. act: Musik | Perfor-mance ist damit die erste Publikation mit dieser Ausrichtung und in dieser Distributionsform. Die Zeit-schrift wird halbjährlich erscheinen, wobei ihr Umfang pro Ausgabe ein Editorial, etwa drei bis vier Beiträge sowie einen Rezensionsteil und eine Kolumnenteil umfasst. Pro Jahr werden damit mindes-tens 200 Schreibmaschinenseiten (bei 2400 Anschlägen pro Seite) anfallen.","Publizieren und Lizenzieren (Wiss. Literaturversorgung und Informationssysteme)",2009,2013
106332595,"VD 16: Digitalisierung von Drucken des 16. Jahrhunderts der Universitäts- und Landesbibliothek Sachsen-Anhalt, Halle, die im Verzeichnis der im deutschen Sprachbereich erschienenen Drucke des 16. Jahrhunderts (VD 16) nachgewiesen sind","Dr. Heiner Schnelling","2044284","Frühneuzeitliche Geschichte","Förderung von 2009 bis 2013","Keine Zusammenfassung vorhanden","Digitalisierung und Erschließung (Wiss. Literaturversorgung und Informationssysteme)",2009,2013
106373529,"Einflüsse der achaimenidischen Kultur in den Denkmälern der frühsarmatischen Zeit im südlichen Ural (5. - 4. Jh. v. Chr.)","Professor Dr. Dominik Bonatz","1615942","Ur- und Frühgeschichte (weltweit)","Förderung von 2009 bis 2012","Das Projekt erforscht die frühsarmatische Kultur im südlichen Ural und ihre Kulturkontakte anhand der Neufunde von Filippovka und Prochorovka, ungestörte Kurgan-Nekropolen mit außerordentlich vielfältigen sarmatischen und achaimenidischen Beigaben. Die Funde wurden bislang nur punktuell publiziert. Der Ausgräber Leonid Jablonksij erlaubt Mikhail Treister, dem Hauptbearbeiter des Projekts, die Bearbeitung des gesamten, in Orenburg, Orsk, Ufa und Uralsk aufbewahrten Materials. Dies ermöglicht nicht nur die Erstellung einer Chronologie jener Epoche und Region, sondern auch Aussagen über die materielle Kultur der Sarmaten und ihren Kontakten nach außen. Ein zentraler Aspekt ist die Erfassung der Verbreitung achaimenidischer Objekte über die nördlichen Grenzen des persischen Reichs hinaus. Dies ermöglicht eine Bestimmung von Intensität und Qualität der Funde, ihrer Beziehung zum persischen Kernland und zum Hofstil. Eine präzise Definition der Termini „achaimenidisch“ und „achaimenidisierend“, die sich nicht nur über stilistische Fragen, sondern auch über die Aspekte Konservatismus und Innovationsbereitschaft erstreckt, wird dadurch erstmals ermöglicht.","Sachbeihilfen",2009,2012
106393040,"Bischofsplatz und Wüstung Lindelach bei Gerolzhofen, Landkreis Schweinfurt","Professor Dr. Ingolf Ericsson","1642512","Klassische Archäologie","Förderung von 2008 bis 2014","Der Bischof von Würzburg verfügte nach Auskunft schriftlicher Quellen Anfang des 14. Jh. über insgesamt fünf Pfalzen (Abb. 3). Vier dieser Anlagen konnten bereits lokalisiert werden; lange Zeit unklar war jedoch die Lage der fünften Pfalz, die sich nach der Überlieferung in der Nähe des unterfränkischen Ortes „Lyndeloch prope Gerolzhouen befunden haben soll. Das urkundlich erstmals 1151 gesicherte Dorf Lindelach wurde in den Wirren des Dreißigjährigen Krieges 1631 von schwedischen Truppen zerstört und verödet. Dessen Untersuchung bietet erstmalig die Chance, weitreichende archäologische Erkenntnisse zur Wüstungsforschung, zur Sachkultur und zum Hausbau im fränkischen Altsiedelland zu gewinnen. In unmittelbarer Nähe der Wüstung, auf dem sog. „Kapell(en)berg , wurden bereits Anfang der 90er Jahre bei unerlaubten Schürfungen Reste eines großen Steingebäudes in exponierter Spornlage entdeckt. Zwei unabhängige geophysikalischen Messungen erweitern diese Beobachtungen und lassen einen rechteckigen, mehrfach unterteilten Baukörper von ca. 60m Länge erkennen, der zudem von einigen Befestigungsanlagen gesichert zu sein scheint (Abb. 6, 8). Die bis heute geborgenen Lesefunde sowie eine erste archäologische Sondage in diesem Areal belegen eine zunehmende Besiedlung ab dem Frühmittelalter. Es ist wahrscheinlich, dass es sich bei dem repräsentativen Steinbau um die bislang verschollene fünfte Pfalz der Würzburger Bischöfe handelt. In Kooperation mit dem Bayerischen Landesamt für Denkmalpflege und der Stadt Gerolzhofen soll das bayernweit einzigartige Denkmal-Ensemble von Bischofspfalz und Dorfwüstung vom Lehrstuhl für Archäologie des Mittelalters und der Neuzeit der Otto-Friedrich-Universität Bamberg archäologisch untersucht und wissenschaftlich erforscht werden.","Sachbeihilfen",2008,2014
106413553,"Erwerbungsreisen nach Südkorea und in die VR China im Rahmen des Sondersammelgebietes 6.25 - Ost- und Südostasien -","Asienbezogene Wissenschaften",NA,"Asienbezogene Wissenschaften","Deutsche Forschungsgemeinschaft (DFG) - Projektnummer 106413553","Keine Zusammenfassung vorhanden","Informationsversorgung und FID (Wiss. Literaturversorgung und Informationssysteme)",1064,3553
106413802,"Eine vergleichende Studie nigerianischer Koranmanuskripte des 16. Jh. und modernem Kanembu - Sprachwandelprozesse anhand historisch-religiöser Quellen","Professor Dr. Roland Kießling","1502884","Sozial- und Kulturanthropologie, Außereuropäische Kulturen, Judaistik und Religionswissenschaft","Förderung von 2009 bis 2012","Alte schriftliche Quellen sind im sub-saharanischen Afrika rar. Im Jahre 1958 wurden arabische Koranmanuskripte in Nordnigeria entdeckt, die sich ins 16. Jht. zurückdatieren lassen und mit Kommentaren in einer archaischen Varietät des Kanuri-Kanembu, einer bedeutenden Sprachgruppe des Tschadseegebiets, versehen sind. Diese Old Kanembu genannte Sprache, inzwischen belegt in einem Korpus von 3200 digitalisierten Seiten, gilt als frühestes linguistisches Zeugnis einer sub-saharanischen Sprache. Eine andere - sakrale - Varietät des Old Kanembu, die unter islamischen Gelehrten als „Tarjumo bekannt ist, wird noch heutzutage zur Koranrezitation verwendet.Das Projekt zielt auf die Dokumentation und Analyse dieser unbekannten afrikanischen Manuskriptkultur in ihren sozialen und linguistischen Bezugsrahmen und wird hierdurch sowohl die Grundlagen der vergleichenden Saharanistik wie auch die der afrikanischen Manuskriptologie deutlich erweitern. In Anknüpfung an Resultate eines englischen Forscherteams und in Zusammenarbeit mit der Hamburger Forschergruppe „Manuskriptkulturen in Asien und Afrika sollen eine linguistische Studie des Old Kanembu anhand der Manuskripte, eine soziokulturelle und linguistische Analyse des Tarjumo sowie eine dialektologische Studie des modernen Kanembu erstellt werden. Diese Studien versprechen beträchtlichen Erkenntnisgewinn für folgende Bereiche: (a) die synchrone und historische Grammatik saharanischer Sprachen, (b) die Soziologie afrikanischer Manuskriptkulturen und ihre historische Dynamik, (c) die religiösen Ursachen des Sprachwandels, (d) die Migrationsgeschichte und linguistisch-kulturelle Assimilationsprozesse in der Tschadseeregion sowie (e) die Entwicklung islamischer Unterweisung in Westafrika.","Sachbeihilfen",2009,2012
106476100,"Die Südseite des Forums von Pompeji: architektonische und funktionale Entwicklung","Professor Dr. Valentin Kockel","1141480","Klassische Archäologie","Förderung von 2008 bis 2016","Der südliche Abschnitt des Forums von Pompeji hat im Laufe seines Bestehens zahlreiche Veränderungen erlebt. Während der Platz selbst und die anschließenden Hallen vor allem der statuarischen Repräsentation der lokalen Eliten und später des Kaiserhauses dienten, erfüllten die dahinter liegenden Bauten, wie Basilica, sog. Curien und Comitium politische und andere öffentliche Funktionen, die nicht immer genau zu bestimmen sind. Die bisherigen, vielfältigen Überlegungen zur Chronologie und Funktion dieses wichtigen Bereichs pompejanischer Identität bleiben aus zwei Gründen vage und kaum verifizierbar: Weder wurde der sichtbare Bestand wirklich ernst genommen, noch konnten mit moderner Grabungstechnik stratigraphische Grundlagen für eine Datierung der unterschiedlichen Entwicklungsphasen gewonnen werden. Das beantragte Dokumentations– und Grabungsprojekt soll nun erstmals die Entwicklung der Südhalle des Forums von Pompeji und der angrenzenden sog. Verwaltungsbauten klären. Schon jetzt zeichnet sich ab, dass über einen Zeitraum von knapp 200 Jahren häufige Umgestaltungen des Platzes und seines Verhältnisses zur Randbebauung beobachtet werden können. Diese Veränderungen sind zwar einerseits als sich wandelnde urbanistische Konzepte zu verstehen, andererseits aber auch als Folge der Neustrukturierung politischer Verfasstheit, denen die Wegeführung, die Sichtachsen, die Zugänglichkeit und die Ausstattung der Bauten jeweils angepasst werden mussten. Eine Untersuchung des S-Abschnitts und architektonischen Entwicklung, sondern auch einen Beitrag, das Funktionieren eines politischen Raums zu erklären.","Sachbeihilfen",2008,2016
106495706,"Edition des anglo-normannischen Kreuzzugsberichtes des Baudri de Bourgueil mit umfassender lexikalischer Analyse. Aufbereitung der erarbeiteten Materialien für die Wörterbücher DEAF und AND","Professor Dr. Thomas Städtler","106495669","Einzelsprachwissenschaften","Förderung von 2009 bis 2012","Das geplante Vorhaben geht Hand in Hand mit einer von den beiden Antragstellern betreuten Dissertation der vorgesehenen Mitarbeiterin, die im wesentlichen aus einer Textedition mit literaturhistorischer und philologischer Untersuchung sowie der vollständigen Analyse des Wortschatzes des edierten Textes besteht. Der Text ist auf Anglo-Normannisch geschrieben, der im Mittelalter in England geläufigen Varietät des Französischen. Es handelt sich dabei um einen zu Beginn des 13. Jahrhunderts in Alexandrinern gereimten Bericht über den ersten Kreuzzug, der sprachlich bedeutend ist und eine reiche lexikologische Ernte verspricht. Die Ergebnisse der lexikalischen Analyse dieses Textes werden im Rahmen des Vorhabens direkt in die von den beiden Antragstellern geleiteten Wörterbücher, DEAF und AND, eingearbeitet. Zu Beginn der Förderung wird eine erste Abschrift des zu edierenden Textes vorliegen, so dass die Arbeit zielgerichtet und ohne zeitliche Verzögerung aufgenommen werden kann.","Sachbeihilfen",2009,2012
106542594,"Emotionales Erleben in der Depression: Eine philosophische Studie","Professor Dr. Achim Stephan","1365868","Theoretische Philosophie","Förderung von 2009 bis 2014","Das Ziel ist eine systematische philosophische Untersuchung zur Natur und Rolle veränderter Stimmungen und Emotionen in Depressionen. Trotz einer Fülle von Untersuchungen zu Ursachen, Abläufen und Behandlungsmöglichkeiten von Depressionen ist die Erfahrung der Depression kaum verstanden. Die meisten autobiographischen Schilderungen sind entweder hochgradig metaphorisch oder verweisen auf eine vermeintliche „Nichtkommunizierbarkeit“ der Depressionserfahrung. Unser Projekt stützt sich auf philosophische Arbeiten zur Natur und Funktion menschlicher Emotionen sowie auf Ergebnisse der Philosophie der Psychiatrie und der kognitionswissenschaftlich informierten Phänomenologie. Wir planen den Aufbau eines Netzwerks von Experten aus den Bereichen Philosophie, Psychiatrie, Ethnologie, Psychologie und Neurowissenschaft, die wichtige Beiträge zur Erforschung von Emotionen und/oder depressiven Erkrankungen geleistet haben. Als Ergebnis unserer Untersuchung streben wir eine umfassende Darstellung emotionaler Erfahrung in der Depression an, die sowohl die Emotions- als auch die Depressionsforschung bereichert als auch einen Beitrag zur klinischen Praxis leistet, indem sie einen begrifflichen Rahmen bereitstellt, der sowohl von Patienten als auch von Therapeuten und Ärzten zur Kommunikation depressiver Erfahrung verwendet werden kann.","Sachbeihilfen",2009,2014
106680004,"Kunstgeschichte","Privatdozentin Dr. Anja Zimmermann","1687327","Kunstgeschichte","Förderung von 2009 bis 2013","Das Ziel des Heisenberg-Programms ist es, herausragenden Wissenschaftlerinnen und Wissenschaftlern, die alle Voraussetzungen für die Berufung auf eine Langzeit-Professur erfüllen, zu ermöglichen, sich auf eine wissenschaftliche Leitungsfunktion vorzubereiten und in dieser Zeit weiterführende Forschungsthemen zu bearbeiten. In der Verfolgung dieses Ziels müssen nicht immer projektförmige Vorgehensweisen gewählt und realisiert werden. Aus diesem Grunde wird bei der Antragstellung und auch später bei der Abfassung von Abschlussberichten - anders als bei anderen Förderinstrumenten - keine \"Zusammenfassung\" von Projektbeschreibungen und Projektergebnissen verlangt. Somit werden solche Informationen auch in GEPRIS nicht zur Verfügung gestellt.","Heisenberg-Stipendien",2009,2013
106682155,"Naturform und Kunstform: Biologische Metaphern in der Kunst und Kunsttheorie der ersten Hälfte des 20. Jahrhunderts","Privatdozentin Dr. Anja Zimmermann","1687327","Kunstgeschichte","Förderung von 2009 bis 2013","Künstler und ihre Interpreten konzipieren und beschreiben Kunst mit biologischen Metaphern. Ein Kunstwerk kann ‚lebendig’ sein, es kann ‚organischen’ Gestaltungsprinzipien folgen oder als ‚Schöpfung’ bewundert werden. Die Beschreibung kreativer Prozesse durch den Verweis auf die Vorgänge der Natur ist seit Jahrhunderten kunsttheoretischer Topos und Bestandteil künstlerischer Praxis. Das Projekt hat zum Ziel, die Bedingungen, Auswirkungen und Veränderungen dieser Übertragungen zwischen Naturwissenschaft und Kunst darzustellen und zu analysieren. Fokussiert wird dabei auf einschlägige und in höchstem Maße geschlechtsspezifisch aufgeladene Referenzbegriffe wie ‚Leben’/’Lebendigkeit’, ‚Körper’, ‚Zeugung/Geburt’ oder ‚Organismus’ und deren ästhetische Metaphorisierungen in der ersten Hälfte des 20. Jahrhunderts. In diesem Zeitraum, so die zentrale These, kommt es nicht nur zur programmatischen Orientierung der Künstler an naturwissenschaftlichen Bild- und Erkenntnismodellen, sondern werden darüber hinaus Prinzipien und Programmatik wissenschaftlicher ‚Lebensbearbeitung’ in den künstlerischen Prozeß eingespeist. Auf diese Weise amalgamieren biologische und künstlerische Modelle von Geschlechterdifferenz und tragen zum gendering künstlerischer Kreativität bei. Das Projekt versteht sich daher auch als Beitrag zu einer Geschlechtergeschichte der modernen Kunst.","Sachbeihilfen",2009,2013
106741639,"Mittelalterliche Handschriften: Katalogisierung der Bibelhandschriften (Quart- und Oktavbestand) der Württembergischen Landesbibliothek","Mittelalterliche Geschichte",NA,"Mittelalterliche Geschichte","Zur Homepage","Die im vorliegenden Fortsetzungsantrag erbetene Förderung soll den Abschluss der Katalogisierung des Bestandes der \"Codices biblici\" in Quart- und Oktavformat der WLB sicherstellen.Das Vorhaben knüpft an die bereits erfolgte Katalogisierung der Codices Biblici in Folioformat und der Bibeldrucke an und stellt somit einen wichtigen Beitrag zur Komplettierung der Erschließung dieser weltbedeutenden Bibelsammlung sowie der Handschriftensammlung der WLB dar.","Digitalisierung und Erschließung (Wiss. Literaturversorgung und Informationssysteme)",NA,NA
106783486,"Die Ausstrahlung der Düsseldorfer Schule nach Amerika im 19. Jahrhundert: Düsseldorfer Bilder in Amerika und amerikanische Maler in Düsseldorf, mit einem Katalog der amerikanischen Maler in Düsseldorf 1840-1860","Sabine Morgen","106783478","Kunstgeschichte","Förderung von 2008 bis 2009","Die Dissertation erforscht die künstlerischen Beziehungen zwischen Düsseldorf und Amerika im 19. Jahrhundert. Sie untersucht die Voraussetzungen der Entstehung einer amerikanischen „Malerkolonie\" in Düsseldorf in der Zeit von 1840-1860 und dokumentiert deren Lebens-, Arbeits- und Studienbedingungen. Sie beleuchtet die unterschiedliche Auseinandersetzung der Amerikaner mit den künstlerischen Strömungen im international geprägten Umfeld der Düsseldorfer Schule, in deren Künstlergesellschaft der amerikanische Historienmaler Emanuel Gottlieb Leutze eine zentrale Stellung einnimmt. Ein weiterer Forschungsschwerpunkt bildet die zeitgenössische Rezeption der in Amerika ausgestellten und verkauften Düsseldorfer Bilder, insbesondere der so genannten „Düsseldorf Gallery\" in New York. Schließlich arbeitet die Dissertation die Wirkungskraft der Düsseldorfer Schule auf die amerikanische Kunst des 19. Jahrhunderts heraus unter Berücksichtigung der europäischen Bildtradition und der zeitgenössischen Tendenzen in der amerikanischen Malerei. Die Arbeit leistet damit auch einen wesentlichen Beitrag, den noch ungesicherten Stilbegriff der Düsseldorfer Schule genauer zu konturieren. Der Begleitkatalog enthält wie die Monographie umfangreiches, bislang unveröffentlichtes Quellenmaterial zu Leben und Werk der amerikanischen Maler.","Publikationsbeihilfen",2008,2009
106864181,"Beschreibung des Olusese unter besonderer Berücksichtigung der 'Grammatik der Sinne'","Professorin Dr. Anne Storch","1679394","Sozial- und Kulturanthropologie, Außereuropäische Kulturen, Judaistik und Religionswissenschaft","Förderung von 2009 bis 2012","Im Projekt wird eine erste Beschreibung des Olusese (Ssese-Inseln, Uganda), einer historisch höchst bedeutenden Varietät des Luganda (Bantu JE.15), unter besonderer Berücksichtigung von perzeptiven und kognitiven Konzepten und Kategorien angestrebt. Der sozial- und kulturgeschichtliche Kontext in dem von vielfältigen Brüchen und Krisen (massenhafte Versklavung und Verschleppung im Buganda-Reich, Entvölkerung während der Schlafkrankheit-Epidemie nach 1900, Aids/HIV-Pandemie, Vernichtung der natürlichen Umwelt im 21. Jh.) betroffenen Arbeitsgebiet kann als relativ gut erforscht gelten. Im Rahmen der Sprachbeschreibung des Olusese gilt ein besonderes Interesse (1) der Variationsbreite semantischer Kategorien und ihrem Ausdruck im Lexikon und der Grammatik am Beispiel perzeptiver Verben, sowie (2) der Repräsentation von Wahrnehmungshierarchien im Bereich von expressiver Sprache. Bezüge zur Kontaktgeschichte und zur Konstituierung von Identität spielen hierbei eine große Rolle, da davon ausgegangen wird, dass perzeptive Hierarchien kulturell und sozial bedingt und somit wandelbar sind.","Sachbeihilfen",2009,2012
106905325,"Form, Konstruktions- und Entwurfsprinzipien von spätgotischen Zellengewölben - \"reverse engeneering\" und experimentelle Archäologie","Professor Dr. Bruno Klein","1135467","Kunstgeschichte","Förderung von 2009 bis 2013","Die Konstruktion- und Entwurfsprinzipien von Zellengewölben, einer Sonderform des spätgotischen Gewölbebaus, werden untersucht, ausgehend von der mithilfe moderner Informationstechnik durchgeführten Vermessung und geometrischen Analyse von Gewölbefläche und Mauertextur, sowie anhand von experimentellen Nachbauten. Auf diese Weise sollen erstmals präzise Beschreibungen solcher Gewölbe, ihrer Form und konstruktiven Details, sowie belastbare Hypothesen zu deren Herstellung vorgelegt werden.Dies soll zur Klärung der Frage beitragen, ob eher konstruktive Motive das Auftreten dieser Gewölbeform begünstigt haben, oder ob es sich um zwar ästhetisch anspruchvolle, jedoch technisch einfach zu bewältigende Konstruktionen gehandelt hat. Zugleich ist der Bezug zwischen der Gestaltung dieser Gewölbe und den Entwurfsprinzipien der spätgotischen figurierten Gewölbe zu untersuchen.","Sachbeihilfen",2009,2013
106962572,"Ausbau und Verstetigung der Virtuellen Fachbibliothek Musikwissenschaft","Professor Dr. Wolfgang Auhagen; Dr. Thomas Ertelt; Dr. Rolf Griebel","989251","Musikwissenschaften","Förderung von 2009 bis 2015","Nachdem die ViFaMusik in den ersten beiden Förderphasen eine grundlegende Struktur eingerichtet und ständig um neue Datenquellen und Anwendungen erweitert hat, stehen für das fünfte Jahr die Ziele Nachhaltigkeit und Verstetigung im Mittelpunkt. Dazu wird in enger Zusammenarbeit mit der Fachcommunity ein dauerhaft tragfähiges Gefüge aufgebaut, innerhalb derer sich die Virtuelle Fachbibliothek in Richtung einer Virtuellen Forschungsumgebung weiterentwickeln kann. Indem neue Aufgaben wie die aktive Bereitstellung von Dokumenten über einen Publikationsserver wahrgenommen werden, erwirbt die ViFaMusik zusätzliche Alleinstellungsmerkmale, die ihre Position als erste Anlaufstelle für musikbezogene Information im Internet festigen.Als zentrale Aufgabe ist die Verstetigung in allen Arbeitsbereichen präsent, da auf die Nachhaltigkeit der Projekte Wert gelegt wird. Dauerhafte Einpflege durch die Nutzer z.B. in den Dokumentenserver oder die Themenportale gewährleisten einen stetigen Ausbau.Neben den genannten neuen Elementen wird die ViFaMusik jedoch auch bewährte Strukturen zur Bereitstellung von Informationen weiter ausbauen (Metasuche, Expertendatenbank, Internetressourcen, Digitale Bibliothek). Als Schwerpunkte stehen hier Internationalität sowie eine thematische und methodische Breite, die der Realität in der Forschung entspricht, im Fokus.","Informationsversorgung und FID (Wiss. Literaturversorgung und Informationssysteme)",2009,2015
107027570,"Bibliotheken und Archive im Verbund mit der Forschung: Theater und Musik in Weimar. Digitalisierung, Erfassung, wissenschaftliche Aufarbeitung und Online-Präsentation der Weimarer Theaterzettel von der Gründung des Deutschen Nationaltheaters bis zur Umsetzung des Bitterfelder Programms (1919 - ca. 1968)","Professor Dr. Detlef Altenburg (†); Dr. Bernhard Post","988040","Theater- und Medienwissenschaften","Förderung von 2009 bis 2016","Während die Bedeutung des Weimarer Theaters der Goethe-Zeit für die Literatur-Theater- und darüber hinaus für die deutsche Geistesgeschichte - von der Forschung umfassend untersucht ist, wurden aus der Erkenntnis, dass das Weimarer Theater im 19. Jahrhundert als Wirkungsstätte von Musikern mit europaweiter Strahlkraft wie Johann Nepomuk Hummel, Franz Liszt und Johann Strauss zu einer Spielstätte des Musiktheaters von Rang aufstieg, erst in Ansätzen die erforderlichen Konsequenzen für die Forschung gezogen. Insbesondere sind grundsätzliche Fragen des Gesamtrepertoires und der Aufführungspraxis dieser Bühne mit Ausnahmecharakter noch nicht erforscht. Die Theaterzettel des Weimarer Hoftheaters sind hierfür eine zentrale Quelle der kultur- und geisteswissenschaftlichen Forschung. Insgesamt sind aus dem zu untersuchenden Zeitraum fast 19.000 Theaterzettel zu Aufführungen des Hoftheaters vorhanden. Diese Theaterzettel sollen digitalisiert und in einem virtuellen Gesamtbestand, chronologisch nach Aufführungsterminen geordnet, zusammengeführt werden. Das Projekt beabsichtigt, diese bedeutsame Quelle zu erschließen und der Forschung über UrMEL leicht zugänglich zu machen. Dies gewinnt im Zusammenhang mit dem Liszt-Jahr 2011 und den damit in Zusammenhang stehenden weltweiten Forschungsvorhaben zusätzlich an Bedeutung.","Digitalisierung und Erschließung (Wiss. Literaturversorgung und Informationssysteme)",2009,2016
107089829,"The Ngas language: Grammatical Outline. Dictionary. Texts.","Professor Dr. Herrmann Jungraithmayr","1122087","Historische Linguistik","Förderung von 2009 bis 2014","Südrand des nigerianischen Plateaus leben. Mit dem geplanten Wörterbuch und der Grammatik des Ngas soll eine erste wissenschaftlich fundierte Grundlage dieser bedeutenden Sprache Zentralnigerias erstellt werden. Es wird eine Repräsentation der Sprache angestrebt, die sowohl unseren wissenschaftlichen Erkenntnissen als auch den praktischen Bedürfnissen der Ngas-Sprachgemeinschaft selbst gerecht wird. Die Dokumentation und Beschreibung dieser westtschadischen Sprache trägt einerseits zur Erweiterung unserer wissenschaftlichen Einsichten über einen wenig beschriebenen, aber prominenten Vertreter des südwestlichsten Zweiges der tschadischen und damit auch der gesamten hamitosemitischen / afroasiatischen Sprachen bei, andererseits zur Förderung gesellschafts-politischer Entwicklungen des Ngas-Volkes, das bestrebt ist, seine Sprache in einem vom Hausa und Englisch dominierten Schulsystem eine größere Bedeutung zu geben, um einem größeren Teil der Bevölkerung den Zugang zu Bildung und Schriftlichkeit zu ermöglichen.","Sachbeihilfen",2009,2014
